id,order_id,date,amount_cents,status
pay-000559,ord-00453,2026-06-18,33546,settled
pay-000560,ord-00454,2026-07-15,27982,settled
pay-000561,ord-00454,2026-07-16,27982,settled
pay-000562,ord-00455,2026-03-07,33623,settled
pay-000563,ord-00456,2026-06-30,22332,settled
pay-000564,ord-00457,2026-04-20,5510,settled
pay-000565,ord-00457,2026-04-21,5510,settled
pay-000566,ord-00458,2026-07-08,40208,settled
pay-000567,ord-00459,2026-07-02,36587,settled
pay-000568,ord-00460,2026-09-16,20760,pending
pay-000569,ord-00461,2026-02-04,46233,settled
pay-000570,ord-00462,2026-04-11,22014,settled
pay-000571,ord-00463,2026-04-04,16950,settled
pay-000572,ord-00463,2026-04-05,16951,settled
pay-000573,ord-00464,2026-01-04,84039,settled
pay-000574,ord-00465,2026-06-24,39292,settled
pay-000575,ord-00466,2026-08-23,31858,settled
pay-000576,ord-00466,2026-08-24,31858,settled
pay-000577,ord-00467,2026-01-19,80023,settled
pay-000578,ord-00468,2026-03-10,41014,settled
pay-000579,ord-00469,2026-09-12,22390,settled
pay-000580,ord-00469,2026-09-13,22391,settled
pay-000581,ord-00470,2026-08-27,10846,settled
pay-000582,ord-00471,2026-09-20,9628,pending
pay-000583,ord-00472,2026-07-06,11042,settled
pay-000584,ord-00472,2026-07-07,11042,settled
pay-000585,ord-00473,2026-03-18,60450,settled
pay-000586,ord-00474,2026-09-05,10862,pending
pay-000587,ord-00475,2026-08-08,11210,settled
pay-000588,ord-00475,2026-08-09,11211,settled
pay-000589,ord-00476,2026-08-22,11304,settled
pay-000590,ord-00477,2025-12-05,70902,settled
pay-000591,ord-00478,2026-08-14,22329,settled
pay-000592,ord-00478,2026-08-15,22330,settled
pay-000593,ord-00479,2026-06-20,22535,settled
pay-000594,ord-00480,2026-01-07,83691,settled
pay-000595,ord-00481,2026-09-07,20964,pending
pay-000596,ord-00482,2026-01-26,36002,settled
pay-000597,ord-00483,2026-07-11,11230,settled
pay-000598,ord-00484,2025-11-26,28125,settled
pay-000599,ord-00484,2025-11-27,28126,settled
pay-000600,ord-00485,2026-05-17,66542,settled
pay-000601,ord-00486,2026-09-21,22411,pending
pay-000602,ord-00487,2026-09-19,11625,settled
pay-000603,ord-00487,2026-09-20,11626,settled
pay-000604,ord-00488,2026-09-06,109865,settled
pay-000605,ord-00489,2026-02-19,54099,settled
pay-000606,ord-00490,2026-07-23,11581,settled
pay-000607,ord-00490,2026-07-24,11582,settled
pay-000608,ord-00491,2026-08-29,11528,settled
pay-000609,ord-00492,2026-07-31,33540,settled
pay-000610,ord-00493,2025-11-08,27654,settled
pay-000611,ord-00493,2025-11-09,27655,settled
pay-000612,ord-00494,2025-11-29,100151,settled
pay-000613,ord-00495,2026-04-26,61033,settled
pay-000614,ord-00496,2026-06-01,14810,pending
pay-000615,ord-00497,2026-05-29,56185,settled
pay-000616,ord-00498,2025-11-19,33789,settled
pay-000617,ord-00499,2026-03-10,11009,settled
pay-000618,ord-00499,2026-03-11,11009,settled
pay-000619,ord-00500,2026-01-08,23214,settled
pay-000620,ord-00501,2026-02-12,54020,settled
pay-000621,ord-00502,2025-12-15,11317,settled
pay-000622,ord-00502,2025-12-16,11318,settled
pay-000623,ord-00503,2026-05-22,22644,settled
pay-000624,ord-00504,2026-05-27,40547,settled
pay-000625,ord-00505,2026-01-19,7559,pending
pay-000626,ord-00506,2025-11-20,18883,pending
pay-000627,ord-00507,2026-06-07,55621,settled
pay-000628,ord-00508,2026-05-05,46371,settled
pay-000629,ord-00508,2026-05-06,46372,settled
pay-000630,ord-00509,2026-02-14,11554,settled
pay-000631,ord-00510,2026-09-02,34098,settled
pay-000632,ord-00511,2026-01-01,41312,settled
pay-000633,ord-00511,2026-01-02,41312,settled
pay-000634,ord-00512,2026-03-02,77789,settled
pay-000635,ord-00513,2025-11-18,52820,settled
pay-000636,ord-00514,2025-10-28,17294,settled
pay-000637,ord-00514,2025-10-29,17295,settled
pay-000638,ord-00515,2026-04-06,33252,settled
pay-000639,ord-00516,2026-08-27,84164,settled
pay-000640,ord-00517,2026-07-03,16476,settled
pay-000641,ord-00517,2026-07-04,16476,settled
pay-000642,ord-00518,2026-04-04,60648,settled
pay-000643,ord-00519,2026-06-21,81900,settled
pay-000644,ord-00520,2026-06-08,27416,settled
pay-000645,ord-00520,2026-06-09,27417,settled
pay-000646,ord-00521,2026-01-01,63560,settled
pay-000647,ord-00522,2026-04-05,21925,settled
pay-000648,ord-00523,2026-08-13,11327,settled
pay-000649,ord-00523,2026-08-14,11327,settled
pay-000650,ord-00524,2026-05-24,5973,pending
pay-000651,ord-00525,2026-08-31,57444,settled
pay-000652,ord-00527,2026-07-08,35814,settled
pay-000653,ord-00528,2026-06-16,75040,settled
pay-000654,ord-00529,2026-07-12,33794,settled
pay-000655,ord-00529,2026-07-13,33795,settled
pay-000656,ord-00530,2026-08-24,11241,settled
pay-000657,ord-00531,2026-01-29,54202,settled
pay-000658,ord-00532,2026-08-30,5583,settled
pay-000659,ord-00532,2026-08-31,5583,settled
pay-000660,ord-00533,2026-08-13,97427,settled
pay-000661,ord-00534,2026-07-01,20880,settled
pay-000662,ord-00535,2026-04-09,29619,settled
pay-000663,ord-00535,2026-04-10,29619,settled
pay-000664,ord-00536,2026-08-14,57473,settled
pay-000665,ord-00537,2026-03-17,85788,settled
pay-000666,ord-00538,2026-07-08,17363,settled
pay-000667,ord-00538,2026-07-09,17364,settled
pay-000668,ord-00539,2026-03-20,138867,settled
pay-000669,ord-00540,2026-08-09,56650,settled
pay-000670,ord-00542,2025-11-14,45301,settled
pay-000671,ord-00543,2026-06-20,96363,settled
pay-000672,ord-00544,2026-05-08,13918,settled
pay-000673,ord-00544,2026-05-09,13919,settled
pay-000674,ord-00545,2026-07-13,91216,settled
pay-000675,ord-00546,2026-03-24,56367,settled
pay-000676,ord-00547,2026-02-21,36724,settled
pay-000677,ord-00547,2026-02-22,36725,settled
pay-000678,ord-00548,2026-08-10,11063,settled
pay-000679,ord-00549,2026-01-22,34487,settled
pay-000680,ord-00550,2026-02-09,21042,settled
pay-000681,ord-00550,2026-02-10,21042,settled
pay-000682,ord-00551,2026-08-17,27835,settled
pay-000683,ord-00552,2026-09-17,34827,settled
pay-000684,ord-00553,2026-05-15,38311,settled
pay-000685,ord-00553,2026-05-16,38312,settled
pay-000686,ord-00554,2026-07-13,21277,settled
pay-000687,ord-00555,2026-04-22,29093,settled
pay-000688,ord-00556,2026-08-01,47015,settled
pay-000689,ord-00556,2026-08-02,47016,settled
pay-000690,ord-00557,2026-08-29,33258,settled
pay-000691,ord-00558,2026-04-04,42910,settled
pay-000692,ord-00559,2026-05-14,31689,settled
pay-000693,ord-00559,2026-05-15,31689,settled
pay-000694,ord-00560,2026-08-08,50984,settled
pay-000695,ord-00561,2026-07-24,32823,settled
pay-000696,ord-00562,2026-05-14,36873,settled
pay-000697,ord-00562,2026-05-15,36873,settled
pay-000698,ord-00563,2025-12-05,45726,settled
pay-000699,ord-00564,2025-10-22,10924,settled
pay-000700,ord-00565,2026-05-12,5660,settled
pay-000701,ord-00565,2026-05-13,5660,settled
pay-000702,ord-00566,2026-05-30,32806,settled
pay-000703,ord-00567,2026-06-24,21401,settled
pay-000704,ord-00568,2026-06-07,28265,settled
pay-000705,ord-00568,2026-06-08,28266,settled
pay-000706,ord-00569,2026-07-04,78730,settled
pay-000707,ord-00570,2026-09-17,33974,settled
pay-000708,ord-00571,2026-08-08,37211,settled
pay-000709,ord-00571,2026-08-09,37211,settled
pay-000710,ord-00572,2026-09-07,3856,pending
pay-000711,ord-00573,2026-05-30,60829,settled
pay-000712,ord-00574,2026-03-12,8763,settled
pay-000713,ord-00574,2026-03-13,8763,settled
pay-000714,ord-00575,2026-09-17,3784,pending
pay-000715,ord-00576,2026-05-28,22572,settled
pay-000716,ord-00577,2026-09-01,5798,settled
pay-000717,ord-00577,2026-09-02,5798,settled
pay-000718,ord-00578,2026-08-13,42752,settled
pay-000719,ord-00579,2026-06-26,138597,settled
pay-000720,ord-00580,2026-05-28,17328,settled
pay-000721,ord-00580,2026-05-29,17329,settled
pay-000722,ord-00581,2025-12-18,28563,settled
pay-000723,ord-00582,2026-01-12,46134,settled
pay-000724,ord-00583,2026-03-30,28363,settled
pay-000725,ord-00583,2026-03-31,28364,settled
pay-000726,ord-00584,2026-06-22,18646,pending
pay-000727,ord-00585,2026-02-20,40812,settled
pay-000728,ord-00586,2026-05-25,28200,settled
pay-000729,ord-00586,2026-05-26,28200,settled
pay-000730,ord-00587,2026-08-22,42328,settled
pay-000731,ord-00588,2026-07-27,10951,pending
pay-000732,ord-00589,2026-04-07,23200,settled
pay-000733,ord-00589,2026-04-08,23201,settled
pay-000734,ord-00592,2026-07-18,48933,settled
pay-000735,ord-00592,2026-07-19,48934,settled
pay-000736,ord-00593,2026-06-08,31826,settled
pay-000737,ord-00594,2026-08-18,54131,settled
pay-000738,ord-00595,2026-07-08,30508,settled
pay-000739,ord-00595,2026-07-09,30508,settled
pay-000740,ord-00596,2026-02-09,67304,settled
pay-000741,ord-00597,2026-07-15,52392,settled
pay-000742,ord-00598,2026-09-07,11351,settled
pay-000743,ord-00598,2026-09-08,11352,settled
pay-000744,ord-00599,2026-05-28,14735,pending
pay-000745,ord-00600,2026-03-01,25874,pending
pay-000746,ord-00601,2026-06-16,25312,settled
pay-000747,ord-00601,2026-06-17,25313,settled
pay-000748,ord-00602,2026-09-17,58092,settled
pay-000749,ord-00603,2026-02-19,17745,settled
pay-000750,ord-00604,2026-01-12,18056,settled
pay-000751,ord-00604,2026-01-13,18057,settled
pay-000752,ord-00605,2026-08-01,20365,settled
pay-000753,ord-00606,2026-04-26,36075,settled
pay-000754,ord-00608,2026-06-15,11389,settled
pay-000755,ord-00609,2026-07-01,85349,settled
pay-000756,ord-00610,2026-04-01,7147,pending
pay-000757,ord-00611,2026-07-15,87196,settled
pay-000758,ord-00613,2026-06-06,38281,settled
pay-000759,ord-00613,2026-06-07,38281,settled
pay-000760,ord-00614,2026-01-01,89109,settled
pay-000761,ord-00615,2026-08-22,33620,settled
pay-000762,ord-00616,2026-08-01,18465,pending
pay-000763,ord-00617,2026-09-18,18076,pending
pay-000764,ord-00618,2026-05-23,76032,settled
pay-000765,ord-00619,2026-04-15,10403,settled
pay-000766,ord-00619,2026-04-16,10403,settled
pay-000767,ord-00620,2026-06-25,28699,settled
pay-000768,ord-00621,2026-06-24,27846,settled
pay-000769,ord-00622,2026-01-09,36956,settled
pay-000770,ord-00622,2026-01-10,36956,settled
pay-000771,ord-00623,2026-08-26,86562,settled
pay-000772,ord-00624,2026-06-09,55191,settled
pay-000773,ord-00625,2026-02-08,16464,settled
pay-000774,ord-00625,2026-02-09,16464,settled
pay-000775,ord-00626,2026-02-22,55435,settled
pay-000776,ord-00627,2026-07-14,84562,settled
pay-000777,ord-00628,2026-08-26,23136,settled
pay-000778,ord-00628,2026-08-27,23137,settled
pay-000779,ord-00629,2026-04-26,18633,pending
pay-000780,ord-00630,2026-09-08,94375,settled
pay-000781,ord-00631,2026-08-25,40732,settled
pay-000782,ord-00631,2026-08-26,40733,settled
pay-000783,ord-00632,2026-04-18,11569,settled
pay-000784,ord-00633,2026-06-24,22776,settled
pay-000785,ord-00634,2026-05-28,5742,settled
pay-000786,ord-00634,2026-05-29,5742,settled
pay-000787,ord-00635,2026-05-05,14758,pending
pay-000788,ord-00636,2026-03-26,99555,settled
pay-000789,ord-00637,2026-07-10,10074,settled
pay-000790,ord-00637,2026-07-11,10074,settled
pay-000791,ord-00638,2026-05-28,74091,settled
pay-000792,ord-00639,2026-08-22,62487,settled
pay-000793,ord-00640,2026-04-26,10461,settled
pay-000794,ord-00640,2026-04-27,10462,settled
pay-000795,ord-00641,2026-06-29,85122,settled
pay-000796,ord-00642,2026-05-24,63770,settled
pay-000797,ord-00643,2026-09-08,19292,pending
pay-000798,ord-00644,2026-03-08,95998,settled
pay-000799,ord-00645,2026-06-04,123820,settled
pay-000800,ord-00646,2026-06-18,9269,pending
pay-000801,ord-00647,2026-04-04,55266,settled
pay-000802,ord-00648,2026-03-30,67922,settled
pay-000803,ord-00649,2026-04-04,42618,settled
pay-000804,ord-00649,2026-04-05,42618,settled
pay-000805,ord-00650,2026-06-07,87648,settled
pay-000806,ord-00651,2026-08-13,33661,settled
pay-000807,ord-00652,2026-02-02,42821,settled
pay-000808,ord-00652,2026-02-03,42821,settled
pay-000809,ord-00653,2026-05-04,22097,settled
pay-000810,ord-00654,2025-12-08,3872,pending
pay-000811,ord-00655,2026-06-22,10393,settled
pay-000812,ord-00655,2026-06-23,10393,settled
pay-000813,ord-00656,2026-07-06,46521,settled
pay-000814,ord-00659,2026-07-23,59788,settled
pay-000815,ord-00660,2025-11-27,55636,settled
pay-000816,ord-00661,2026-04-14,58737,settled
pay-000817,ord-00661,2026-04-15,58738,settled
pay-000818,ord-00662,2026-06-13,20712,settled
pay-000819,ord-00663,2026-05-28,17948,settled
pay-000820,ord-00664,2026-08-20,25894,settled
pay-000821,ord-00664,2026-08-21,25894,settled
pay-000822,ord-00665,2026-09-07,34795,settled
pay-000823,ord-00666,2026-06-11,36104,settled
pay-000824,ord-00667,2026-05-28,26358,settled
pay-000825,ord-00667,2026-05-29,26359,settled
pay-000826,ord-00668,2026-08-31,52964,settled
pay-000827,ord-00669,2026-04-16,32573,settled
pay-000828,ord-00670,2026-05-29,26999,settled
pay-000829,ord-00670,2026-05-30,27000,settled
pay-000830,ord-00671,2025-11-05,28865,settled
pay-000831,ord-00672,2025-12-05,90070,settled
pay-000832,ord-00673,2026-05-28,16647,settled
pay-000833,ord-00673,2026-05-29,16648,settled
pay-000834,ord-00674,2026-07-15,69607,settled
pay-000835,ord-00675,2026-06-19,61490,settled
pay-000836,ord-00676,2026-01-14,16427,settled
pay-000837,ord-00676,2026-01-15,16427,settled
pay-000838,ord-00677,2026-08-24,11118,pending
pay-000839,ord-00678,2026-05-21,33780,settled
pay-000840,ord-00679,2026-08-19,5599,settled
pay-000841,ord-00679,2026-08-20,5600,settled
pay-000842,ord-00680,2026-03-24,54646,settled
pay-000843,ord-00682,2025-12-11,43821,settled
pay-000844,ord-00682,2025-12-12,43822,settled
pay-000845,ord-00683,2025-12-16,11294,pending
pay-000846,ord-00684,2026-06-04,49264,settled
pay-000847,ord-00685,2026-03-15,41670,settled
pay-000848,ord-00685,2026-03-16,41671,settled
pay-000849,ord-00686,2026-04-29,11294,settled
pay-000850,ord-00687,2025-09-27,78189,settled
pay-000851,ord-00689,2026-09-15,33461,settled
pay-000852,ord-00690,2026-09-15,53812,settled
pay-000853,ord-00691,2026-08-20,48135,settled
pay-000854,ord-00691,2026-08-21,48136,settled
pay-000855,ord-00692,2026-06-10,125639,settled
pay-000856,ord-00693,2025-12-28,52201,settled
pay-000857,ord-00694,2026-05-12,45243,settled
pay-000858,ord-00694,2026-05-13,45243,settled
pay-000859,ord-00695,2026-03-25,21844,settled
pay-000860,ord-00696,2026-01-09,22351,settled
pay-000861,ord-00697,2026-04-26,10620,settled
pay-000862,ord-00697,2026-04-27,10621,settled
pay-000863,ord-00698,2026-05-28,101715,settled
pay-000864,ord-00699,2025-12-09,33975,settled
pay-000865,ord-00700,2026-06-08,16928,settled
pay-000866,ord-00700,2026-06-09,16928,settled
pay-000867,ord-00701,2026-04-03,62267,settled
pay-000868,ord-00702,2026-08-29,25454,pending
pay-000869,ord-00703,2026-07-10,26203,settled
pay-000870,ord-00703,2026-07-11,26204,settled
pay-000871,ord-00704,2026-04-12,50001,settled
pay-000872,ord-00705,2026-08-25,75170,settled
pay-000873,ord-00706,2026-03-15,23050,settled
pay-000874,ord-00706,2026-03-16,23050,settled
pay-000875,ord-00707,2026-09-04,65321,settled
pay-000876,ord-00708,2026-08-09,21743,settled
pay-000877,ord-00709,2025-11-07,5719,settled
pay-000878,ord-00709,2025-11-08,5719,settled
pay-000879,ord-00710,2026-09-02,23185,settled
pay-000880,ord-00713,2026-07-18,11333,settled
pay-000881,ord-00715,2026-08-15,38415,settled
pay-000882,ord-00715,2026-08-16,38416,settled
pay-000883,ord-00716,2026-09-01,34909,settled
pay-000884,ord-00717,2026-07-10,32528,settled
pay-000885,ord-00718,2026-05-16,33054,settled
pay-000886,ord-00718,2026-05-17,33054,settled
pay-000887,ord-00719,2026-05-14,31628,settled
pay-000888,ord-00720,2026-06-05,44611,settled
pay-000889,ord-00721,2025-12-29,27960,settled
pay-000890,ord-00721,2025-12-30,27961,settled
pay-000891,ord-00722,2025-10-21,60276,settled
pay-000892,ord-00723,2026-06-21,28111,settled
pay-000893,ord-00724,2026-09-09,34692,settled
pay-000894,ord-00724,2026-09-10,34693,settled
pay-000895,ord-00725,2026-03-10,11016,settled
pay-000896,ord-00726,2026-05-04,51976,settled
pay-000897,ord-00727,2025-10-24,16425,settled
pay-000898,ord-00727,2025-10-25,16426,settled
pay-000899,ord-00728,2026-08-07,60075,settled
pay-000900,ord-00729,2026-09-03,116665,settled
pay-000901,ord-00730,2026-04-25,25501,settled
pay-000902,ord-00730,2026-04-26,25501,settled
pay-000903,ord-00731,2025-12-29,94301,settled
pay-000904,ord-00732,2026-01-27,91679,settled
pay-000905,ord-00733,2026-03-09,8802,settled
pay-000906,ord-00733,2026-03-10,8803,settled
pay-000907,ord-00734,2026-08-07,10974,settled
pay-000908,ord-00735,2026-03-26,22330,settled
pay-000909,ord-00736,2025-12-20,36205,settled
pay-000910,ord-00736,2025-12-21,36205,settled
pay-000911,ord-00737,2026-03-14,96631,settled
pay-000912,ord-00738,2026-01-19,34375,settled
pay-000913,ord-00739,2026-08-03,21852,settled
pay-000914,ord-00739,2026-08-04,21853,settled
pay-000915,ord-00740,2026-06-25,85470,settled
pay-000916,ord-00741,2026-06-20,65282,settled
pay-000917,ord-00742,2026-08-20,11308,settled
pay-000918,ord-00742,2026-08-21,11308,settled
pay-000919,ord-00743,2026-07-11,45055,settled
pay-000920,ord-00744,2026-04-28,11513,settled
pay-000921,ord-00745,2026-08-17,23177,settled
pay-000922,ord-00745,2026-08-18,23178,settled
pay-000923,ord-00746,2025-10-11,85349,settled
pay-000924,ord-00747,2026-01-12,33093,settled
pay-000925,ord-00749,2026-05-22,91235,settled
pay-000926,ord-00750,2026-02-25,66667,settled
pay-000927,ord-00752,2026-07-09,66356,settled
pay-000928,ord-00753,2026-09-09,79469,settled
pay-000929,ord-00754,2026-04-20,16474,settled
pay-000930,ord-00754,2026-04-21,16475,settled
pay-000931,ord-00755,2025-11-27,76785,settled
pay-000932,ord-00756,2026-05-08,41506,settled
pay-000933,ord-00757,2025-11-08,12003,pending
pay-000934,ord-00758,2026-04-22,11188,pending
pay-000935,ord-00759,2026-09-14,77492,settled
pay-000936,ord-00760,2026-07-02,21209,settled
pay-000937,ord-00760,2026-07-03,21210,settled
pay-000938,ord-00761,2026-06-08,80654,settled
pay-000939,ord-00762,2026-08-11,21922,settled
pay-000940,ord-00763,2026-09-06,16539,settled
pay-000941,ord-00763,2026-09-07,16539,settled
pay-000942,ord-00764,2026-07-23,20785,settled
pay-000943,ord-00765,2026-08-13,62969,settled
pay-000944,ord-00766,2026-07-25,21701,settled
pay-000945,ord-00766,2026-07-26,21701,settled
pay-000946,ord-00767,2026-08-28,61504,settled
pay-000947,ord-00768,2026-01-11,34373,settled
pay-000948,ord-00769,2026-01-12,5660,settled
pay-000949,ord-00769,2026-01-13,5660,settled
pay-000950,ord-00771,2026-07-26,18083,settled
pay-000951,ord-00772,2026-09-09,11236,settled
pay-000952,ord-00772,2026-09-10,11237,settled
pay-000953,ord-00773,2026-02-04,57719,settled
pay-000954,ord-00774,2026-04-01,65814,settled
pay-000955,ord-00775,2026-06-15,11460,settled
pay-000956,ord-00775,2026-06-16,11461,settled
pay-000957,ord-00776,2026-01-27,29012,settled
pay-000958,ord-00777,2025-10-25,47320,settled
pay-000959,ord-00778,2026-04-28,22368,settled
pay-000960,ord-00778,2026-04-29,22369,settled
pay-000961,ord-00779,2026-02-11,70142,settled
pay-000962,ord-00780,2026-07-09,83344,settled
pay-000963,ord-00781,2026-04-14,5533,settled
pay-000964,ord-00781,2026-04-15,5534,settled
pay-000965,ord-00782,2026-09-09,62670,settled
pay-000966,ord-00783,2026-06-25,137868,settled
pay-000967,ord-00784,2026-09-09,29230,settled
pay-000968,ord-00784,2026-09-10,29230,settled
pay-000969,ord-00785,2026-08-11,34477,settled
pay-000970,ord-00786,2026-08-17,10971,settled
pay-000971,ord-00788,2026-08-06,33992,settled
pay-000972,ord-00789,2026-09-06,45295,settled
pay-000973,ord-00790,2026-01-22,14589,settled
pay-000974,ord-00790,2026-01-23,14590,settled
pay-000975,ord-00791,2026-06-22,9574,pending
pay-000976,ord-00792,2026-08-09,28746,settled
pay-000977,ord-00794,2026-03-13,62554,settled
pay-000978,ord-00795,2026-09-13,10966,pending
pay-000979,ord-00796,2026-02-17,17905,pending
pay-000980,ord-00797,2025-12-27,56266,settled
pay-000981,ord-00798,2026-03-19,5850,pending
pay-000982,ord-00799,2026-07-29,39946,settled
pay-000983,ord-00799,2026-07-30,39946,settled
pay-000984,ord-00800,2026-07-01,68698,settled
pay-000985,ord-00801,2026-08-28,14686,pending
pay-000986,ord-00802,2026-08-22,10560,settled
pay-000987,ord-00802,2026-08-23,10560,settled
pay-000988,ord-00803,2026-07-01,10952,settled
pay-000989,ord-00804,2026-07-14,40479,settled
pay-000990,ord-00805,2026-07-14,20472,settled
pay-000991,ord-00805,2026-07-15,20472,settled
pay-000992,ord-00806,2026-01-12,21664,settled
pay-000993,ord-00807,2026-07-12,19958,settled
pay-000994,ord-00808,2025-12-22,11056,settled
pay-000995,ord-00808,2025-12-23,11057,settled
pay-000996,ord-00809,2026-08-25,22062,settled
pay-000997,ord-00810,2026-06-21,11393,settled
pay-000998,ord-00811,2025-12-16,11082,settled
pay-000999,ord-00811,2025-12-17,11083,settled
pay-001000,ord-00812,2026-07-24,82190,settled
pay-001001,ord-00813,2026-09-04,20986,pending
pay-001002,ord-00814,2026-08-09,43038,settled
pay-001003,ord-00814,2026-08-10,43039,settled
pay-001004,ord-00815,2026-08-27,54594,settled
pay-001005,ord-00816,2026-01-15,77221,settled
pay-001006,ord-00817,2026-03-17,35412,pending
pay-001007,ord-00818,2026-06-09,57174,settled
pay-001008,ord-00819,2026-08-22,33127,settled
pay-001009,ord-00820,2026-04-20,16821,settled
pay-001010,ord-00820,2026-04-21,16821,settled
pay-001011,ord-00821,2026-09-09,96517,settled
pay-001012,ord-00822,2026-08-06,77298,settled
pay-001013,ord-00823,2026-03-07,17288,settled
pay-001014,ord-00823,2026-03-08,17289,settled
pay-001015,ord-00824,2026-08-13,11220,settled
pay-001016,ord-00825,2026-06-29,22287,settled
pay-001017,ord-00826,2026-07-09,27546,settled
pay-001018,ord-00826,2026-07-10,27546,settled
pay-001019,ord-00827,2026-07-01,74310,settled
pay-001020,ord-00828,2026-05-24,10897,settled
pay-001021,ord-00829,2026-07-18,11244,settled
pay-001022,ord-00829,2026-07-19,11244,settled
pay-001023,ord-00830,2026-08-09,22647,settled
pay-001024,ord-00831,2026-08-16,11043,settled
pay-001025,ord-00832,2026-06-01,28260,settled
pay-001026,ord-00832,2026-06-02,28261,settled
pay-001027,ord-00833,2026-09-03,89662,settled
pay-001028,ord-00834,2026-08-26,79486,settled
pay-001029,ord-00835,2026-07-06,46816,settled
pay-001030,ord-00835,2026-07-07,46817,settled
pay-001031,ord-00836,2026-06-09,31800,settled
pay-001032,ord-00837,2026-05-29,54119,settled
pay-001033,ord-00838,2026-08-13,11350,settled
pay-001034,ord-00838,2026-08-14,11351,settled
pay-001035,ord-00839,2026-04-29,66452,settled
pay-001036,ord-00840,2026-01-01,64638,settled
pay-001037,ord-00841,2026-06-30,36207,settled
pay-001038,ord-00841,2026-07-01,36207,settled
pay-001039,ord-00842,2026-06-23,21698,settled
pay-001040,ord-00843,2026-01-09,55377,settled
pay-001041,ord-00844,2026-08-29,5418,settled
pay-001042,ord-00844,2026-08-30,5418,settled
pay-001043,ord-00845,2026-08-10,39813,settled
pay-001044,ord-00847,2026-09-21,3704,pending
pay-001045,ord-00848,2026-05-02,22768,settled
pay-001046,ord-00849,2026-04-03,32962,settled
pay-001047,ord-00850,2026-07-20,46482,settled
pay-001048,ord-00850,2026-07-21,46482,settled
pay-001049,ord-00851,2025-12-28,127904,settled
pay-001050,ord-00852,2026-07-05,6907,pending
pay-001051,ord-00853,2026-09-01,17417,settled
pay-001052,ord-00853,2026-09-02,17418,settled
pay-001053,ord-00854,2026-03-02,72311,settled
pay-001054,ord-00855,2026-07-11,61132,settled
pay-001055,ord-00856,2026-09-01,17195,settled
pay-001056,ord-00856,2026-09-02,17196,settled
pay-001057,ord-00857,2026-08-15,10845,pending
pay-001058,ord-00858,2026-06-22,20012,settled
pay-001059,ord-00859,2026-02-04,38748,settled
pay-001060,ord-00859,2026-02-05,38748,settled
pay-001061,ord-00860,2026-08-24,34343,settled
pay-001062,ord-00861,2026-08-12,53761,settled
pay-001063,ord-00862,2026-01-21,59186,settled
pay-001064,ord-00862,2026-01-22,59186,settled
pay-001065,ord-00863,2026-02-11,45764,settled
pay-001066,ord-00864,2026-06-06,50621,settled
pay-001067,ord-00865,2026-09-19,5703,settled
pay-001068,ord-00865,2026-09-20,5703,settled
pay-001069,ord-00866,2026-01-21,11209,settled
pay-001070,ord-00867,2026-06-10,23079,settled
pay-001071,ord-00868,2026-02-15,26442,pending
pay-001072,ord-00869,2025-11-04,33924,settled
pay-001073,ord-00870,2026-09-08,45009,settled
pay-001074,ord-00871,2026-08-23,10644,settled
pay-001075,ord-00871,2026-08-24,10645,settled
pay-001076,ord-00872,2026-08-20,83355,settled
pay-001077,ord-00873,2025-12-22,56838,settled
pay-001078,ord-00874,2026-04-25,5680,settled
pay-001079,ord-00874,2026-04-26,5681,settled
pay-001080,ord-00875,2026-03-07,21910,settled
pay-001081,ord-00876,2026-08-27,105064,settled
pay-001082,ord-00877,2026-09-13,5770,settled
pay-001083,ord-00877,2026-09-14,5770,settled
pay-001084,ord-00878,2025-11-01,74377,settled
pay-001085,ord-00879,2026-08-18,50474,settled
pay-001086,ord-00880,2026-07-20,10851,settled
pay-001087,ord-00880,2026-07-21,10852,settled
pay-001088,ord-00881,2026-04-03,28419,settled
pay-001089,ord-00882,2026-05-24,33926,settled
pay-001090,ord-00883,2025-11-16,24078,settled
pay-001091,ord-00883,2025-11-17,24078,settled
pay-001092,ord-00884,2026-09-07,11622,settled
pay-001093,ord-00885,2026-04-04,88540,settled
pay-001094,ord-00886,2026-07-02,28965,settled
pay-001095,ord-00886,2026-07-03,28965,settled
pay-001096,ord-00887,2026-05-17,17505,settled
pay-001097,ord-00888,2026-06-05,40517,settled
pay-001098,ord-00889,2026-08-08,27014,settled
pay-001099,ord-00889,2026-08-09,27014,settled
pay-001100,ord-00891,2026-06-29,23042,settled
pay-001101,ord-00892,2026-06-19,28503,settled
pay-001102,ord-00892,2026-06-20,28503,settled
pay-001103,ord-00893,2026-02-17,22714,settled
pay-001104,ord-00894,2026-03-01,32544,settled
pay-001105,ord-00895,2026-09-16,16994,settled
pay-001106,ord-00895,2026-09-17,16995,settled
pay-001107,ord-00896,2026-01-14,45188,settled
pay-001108,ord-00897,2026-04-15,67831,settled
pay-001109,ord-00898,2026-07-09,22662,settled
pay-001110,ord-00898,2026-07-10,22662,settled
pay-001111,ord-00899,2026-04-26,56320,settled
pay-001112,ord-00900,2026-03-26,61836,settled
pay-001113,ord-00901,2026-09-13,21157,pending
pay-001114,ord-00902,2026-08-29,88578,settled
pay-001115,ord-00903,2026-07-18,34043,settled
pay-001116,ord-00905,2026-09-06,22738,settled
pay-001117,ord-00906,2026-04-28,64785,settled
