id,customer_id,session_id,channel,campaign_id,date,intent,status,order_id,variant_id
lead-00674,cust-0378,session-00674,DM,camp-private,2026-07-15,purchase,converted,ord-00674,var-sock-coral-m
lead-00675,cust-0032,session-00675,Instagram,camp-studio,2026-06-19,purchase,converted,ord-00675,var-top-rose-s
lead-00676,cust-0011,session-00676,Instagram,camp-studio,2026-01-14,purchase,converted,ord-00676,var-sock-sage-m
lead-00677,cust-0367,session-00677,Paid Social,camp-move,2026-08-24,purchase,converted,ord-00677,var-sock-lilac-m
lead-00678,cust-0185,session-00678,Organic,organic,2026-05-21,purchase,converted,ord-00678,var-sock-black-l
lead-00679,cust-0089,session-00679,Instagram,camp-studio,2026-08-19,purchase,converted,ord-00679,var-sock-rose-m
lead-00680,cust-0010,session-00680,Organic,organic,2026-03-24,purchase,converted,ord-00680,var-top-rose-m
lead-00681,cust-0288,session-00681,Paid Social,camp-move,2026-01-14,browse,lost,,
lead-00682,cust-0387,session-00682,Organic,organic,2025-12-11,purchase,converted,ord-00682,var-legging-navy-s
lead-00683,cust-0054,session-00683,DM,camp-private,2025-12-16,purchase,converted,ord-00683,var-sock-sage-s
lead-00684,cust-0260,session-00684,DM,camp-private,2026-06-04,purchase,converted,ord-00684,var-sock-rose-s
lead-00685,cust-0243,session-00685,Instagram,camp-studio,2026-03-15,purchase,converted,ord-00685,var-top-black-l
lead-00686,cust-0071,session-00686,Paid Social,camp-move,2026-04-29,purchase,converted,ord-00686,var-sock-sage-l
lead-00687,cust-0395,session-00687,DM,camp-private,2025-09-27,purchase,converted,ord-00687,var-sock-ivory-l
lead-00688,cust-0295,session-00688,Organic,organic,2025-10-21,browse,lost,,
lead-00689,cust-0349,session-00689,Paid Social,camp-move,2026-09-15,purchase,converted,ord-00689,var-sock-rose-l
lead-00690,cust-0076,session-00690,Paid Social,camp-move,2026-09-15,purchase,converted,ord-00690,var-short-black-m
lead-00691,cust-0177,session-00691,Paid Social,camp-move,2026-08-20,purchase,converted,ord-00691,var-sock-lilac-s
lead-00692,cust-0048,session-00692,Paid Social,camp-move,2026-06-10,purchase,converted,ord-00692,var-top-rose-l
lead-00693,cust-0259,session-00693,DM,camp-private,2025-12-28,purchase,converted,ord-00693,var-sock-ivory-s
lead-00694,cust-0003,session-00694,Instagram,camp-studio,2026-05-12,purchase,converted,ord-00694,var-sock-ivory-m
lead-00695,cust-0099,session-00695,Paid Social,camp-move,2026-03-25,purchase,converted,ord-00695,var-sock-black-m
lead-00696,cust-0244,session-00696,Paid Social,camp-move,2026-01-09,purchase,converted,ord-00696,var-sock-lilac-s
lead-00697,cust-0326,session-00697,Organic,organic,2026-04-26,purchase,converted,ord-00697,var-top-sand-m
lead-00698,cust-0066,session-00698,DM,camp-private,2026-05-28,purchase,converted,ord-00698,var-sock-black-m
lead-00699,cust-0268,session-00699,Instagram,camp-studio,2025-12-09,purchase,converted,ord-00699,var-sock-ivory-m
lead-00700,cust-0379,session-00700,Instagram,camp-studio,2026-06-08,purchase,converted,ord-00700,var-sock-sage-s
lead-00701,cust-0173,session-00701,Paid Social,camp-move,2026-04-03,purchase,converted,ord-00701,var-top-rose-m
lead-00702,cust-0231,session-00702,Paid Social,camp-move,2026-08-29,purchase,converted,ord-00702,var-short-coral-s
lead-00703,cust-0344,session-00703,DM,camp-private,2026-07-10,purchase,converted,ord-00703,var-short-black-s
lead-00704,cust-0363,session-00704,Paid Social,camp-move,2026-04-12,purchase,converted,ord-00704,var-short-black-s
lead-00705,cust-0062,session-00705,Organic,organic,2026-08-25,purchase,converted,ord-00705,var-sock-lilac-l
lead-00706,cust-0012,session-00706,Paid Social,camp-move,2026-03-15,purchase,converted,ord-00706,var-sock-ivory-s
lead-00707,cust-0209,session-00707,Instagram,camp-studio,2026-09-04,purchase,converted,ord-00707,var-top-black-s
lead-00708,cust-0062,session-00708,Instagram,camp-studio,2026-08-09,purchase,converted,ord-00708,var-sock-coral-m
lead-00709,cust-0138,session-00709,Instagram,camp-studio,2025-11-07,purchase,converted,ord-00709,var-sock-rose-m
lead-00710,cust-0301,session-00710,Instagram,camp-studio,2026-09-02,purchase,converted,ord-00710,var-sock-lilac-m
lead-00711,cust-0326,session-00711,Instagram,camp-studio,2026-06-05,browse,lost,,
lead-00712,cust-0238,session-00712,Instagram,camp-studio,2026-08-11,browse,lost,,
lead-00713,cust-0109,session-00713,Organic,organic,2026-07-18,purchase,converted,ord-00713,var-sock-sage-s
lead-00714,cust-0063,session-00714,DM,camp-private,2026-08-04,browse,lost,,
lead-00715,cust-0176,session-00715,Instagram,camp-studio,2026-08-15,purchase,converted,ord-00715,var-sock-sage-m
lead-00716,cust-0005,session-00716,Instagram,camp-studio,2026-09-01,purchase,converted,ord-00716,var-sock-black-l
lead-00717,cust-0344,session-00717,DM,camp-private,2026-07-10,purchase,converted,ord-00717,var-sock-ivory-l
lead-00718,cust-0064,session-00718,Paid Social,camp-move,2026-05-16,purchase,converted,ord-00718,var-sock-rose-l
lead-00719,cust-0368,session-00719,Instagram,camp-studio,2026-05-14,purchase,converted,ord-00719,var-sock-rose-s
lead-00720,cust-0292,session-00720,Paid Social,camp-move,2026-06-05,purchase,converted,ord-00720,var-sock-black-l
lead-00721,cust-0141,session-00721,Organic,organic,2025-12-29,purchase,converted,ord-00721,var-legging-black-s
lead-00722,cust-0333,session-00722,Organic,organic,2025-10-21,purchase,converted,ord-00722,var-top-sand-l
lead-00723,cust-0216,session-00723,Paid Social,camp-move,2026-06-21,purchase,converted,ord-00723,var-short-navy-m
lead-00724,cust-0101,session-00724,Instagram,camp-studio,2026-09-09,purchase,converted,ord-00724,var-sock-black-s
lead-00725,cust-0243,session-00725,Organic,organic,2026-03-10,purchase,converted,ord-00725,var-sock-rose-m
lead-00726,cust-0318,session-00726,Organic,organic,2026-05-04,purchase,converted,ord-00726,var-sock-black-m
lead-00727,cust-0227,session-00727,Instagram,camp-studio,2025-10-24,purchase,converted,ord-00727,var-sock-black-m
lead-00728,cust-0338,session-00728,Instagram,camp-studio,2026-08-07,purchase,converted,ord-00728,var-top-black-m
lead-00729,cust-0014,session-00729,Paid Social,camp-move,2026-09-03,purchase,converted,ord-00729,var-legging-black-l
lead-00730,cust-0182,session-00730,Paid Social,camp-move,2026-04-25,purchase,converted,ord-00730,var-legging-black-m
lead-00731,cust-0278,session-00731,Instagram,camp-studio,2025-12-29,purchase,converted,ord-00731,var-top-rose-m
lead-00732,cust-0287,session-00732,Paid Social,camp-move,2026-01-27,purchase,converted,ord-00732,var-sock-black-l
lead-00733,cust-0215,session-00733,Instagram,camp-studio,2026-03-09,purchase,converted,ord-00733,var-short-black-l
lead-00734,cust-0239,session-00734,Instagram,camp-studio,2026-08-07,purchase,converted,ord-00734,var-sock-lilac-s
lead-00735,cust-0004,session-00735,Instagram,camp-studio,2026-03-26,purchase,converted,ord-00735,var-sock-sage-l
lead-00736,cust-0135,session-00736,Instagram,camp-studio,2025-12-20,purchase,converted,ord-00736,var-sock-rose-l
lead-00737,cust-0057,session-00737,Organic,organic,2026-03-14,purchase,converted,ord-00737,var-sock-ivory-l
lead-00738,cust-0074,session-00738,Organic,organic,2026-01-19,purchase,converted,ord-00738,var-sock-lilac-m
lead-00739,cust-0024,session-00739,DM,camp-private,2026-08-03,purchase,converted,ord-00739,var-sock-rose-m
lead-00740,cust-0251,session-00740,DM,camp-private,2026-06-25,purchase,converted,ord-00740,var-legging-navy-l
lead-00741,cust-0331,session-00741,Paid Social,camp-move,2026-06-20,purchase,converted,ord-00741,var-sock-coral-s
lead-00742,cust-0299,session-00742,Instagram,camp-studio,2026-08-20,purchase,converted,ord-00742,var-sock-rose-s
lead-00743,cust-0194,session-00743,Instagram,camp-studio,2026-07-11,purchase,converted,ord-00743,var-sock-black-l
lead-00744,cust-0173,session-00744,Paid Social,camp-move,2026-04-28,purchase,converted,ord-00744,var-sock-lilac-s
lead-00745,cust-0120,session-00745,DM,camp-private,2026-08-17,purchase,converted,ord-00745,var-sock-coral-l
lead-00746,cust-0185,session-00746,Paid Social,camp-move,2025-10-11,purchase,converted,ord-00746,var-short-navy-s
lead-00747,cust-0134,session-00747,Organic,organic,2026-01-12,purchase,converted,ord-00747,var-sock-lilac-s
lead-00748,cust-0007,session-00748,DM,camp-private,2026-05-21,browse,lost,,
lead-00749,cust-0108,session-00749,Instagram,camp-studio,2026-05-22,purchase,converted,ord-00749,var-sock-black-l
lead-00750,cust-0066,session-00750,Organic,organic,2026-02-25,purchase,converted,ord-00750,var-sock-lilac-s
lead-00751,cust-0072,session-00751,Organic,organic,2026-02-17,browse,lost,,
lead-00752,cust-0196,session-00752,Organic,organic,2026-07-09,purchase,converted,ord-00752,var-sock-lilac-l
lead-00753,cust-0017,session-00753,DM,camp-private,2026-09-09,purchase,converted,ord-00753,var-top-black-s
lead-00754,cust-0266,session-00754,Instagram,camp-studio,2026-04-20,purchase,converted,ord-00754,var-sock-ivory-s
lead-00755,cust-0106,session-00755,Organic,organic,2025-11-27,purchase,converted,ord-00755,var-sock-sage-s
lead-00756,cust-0074,session-00756,Instagram,camp-studio,2026-05-08,purchase,converted,ord-00756,var-top-rose-s
lead-00757,cust-0021,session-00757,Instagram,camp-studio,2025-11-08,purchase,converted,ord-00757,var-short-coral-m
lead-00758,cust-0090,session-00758,Instagram,camp-studio,2026-04-22,purchase,converted,ord-00758,var-sock-ivory-l
lead-00759,cust-0202,session-00759,Organic,organic,2026-09-14,purchase,converted,ord-00759,var-top-black-s
lead-00760,cust-0211,session-00760,Instagram,camp-studio,2026-07-02,purchase,converted,ord-00760,var-top-sand-m
lead-00761,cust-0107,session-00761,Instagram,camp-studio,2026-06-08,purchase,converted,ord-00761,var-legging-olive-s
lead-00762,cust-0238,session-00762,Paid Social,camp-move,2026-08-11,purchase,converted,ord-00762,var-sock-coral-s
lead-00763,cust-0088,session-00763,DM,camp-private,2026-09-06,purchase,converted,ord-00763,var-sock-black-l
lead-00764,cust-0347,session-00764,Instagram,camp-studio,2026-07-23,purchase,converted,ord-00764,var-top-rose-l
lead-00765,cust-0025,session-00765,Organic,organic,2026-08-13,purchase,converted,ord-00765,var-top-sand-s
lead-00766,cust-0027,session-00766,Instagram,camp-studio,2026-07-25,purchase,converted,ord-00766,var-top-black-l
lead-00767,cust-0050,session-00767,Instagram,camp-studio,2026-08-28,purchase,converted,ord-00767,var-top-black-m
lead-00768,cust-0320,session-00768,Organic,organic,2026-01-11,purchase,converted,ord-00768,var-sock-sage-l
lead-00769,cust-0235,session-00769,Instagram,camp-studio,2026-01-12,purchase,converted,ord-00769,var-sock-black-l
lead-00770,cust-0393,session-00770,Paid Social,camp-move,2026-08-22,browse,lost,,
lead-00771,cust-0049,session-00771,Instagram,camp-studio,2026-07-26,purchase,converted,ord-00771,var-short-coral-m
lead-00772,cust-0326,session-00772,Instagram,camp-studio,2026-09-09,purchase,converted,ord-00772,var-sock-lilac-l
lead-00773,cust-0380,session-00773,Paid Social,camp-move,2026-02-04,purchase,converted,ord-00773,var-sock-ivory-s
lead-00774,cust-0071,session-00774,Paid Social,camp-move,2026-04-01,purchase,converted,ord-00774,var-sock-lilac-l
lead-00775,cust-0021,session-00775,Organic,organic,2026-06-15,purchase,converted,ord-00775,var-sock-sage-m
lead-00776,cust-0277,session-00776,Organic,organic,2026-01-27,purchase,converted,ord-00776,var-short-coral-l
lead-00777,cust-0004,session-00777,Organic,organic,2025-10-25,purchase,converted,ord-00777,var-legging-olive-s
lead-00778,cust-0041,session-00778,DM,camp-private,2026-04-28,purchase,converted,ord-00778,var-sock-rose-m
lead-00779,cust-0247,session-00779,Organic,organic,2026-02-11,purchase,converted,ord-00779,var-sock-coral-m
lead-00780,cust-0196,session-00780,Organic,organic,2026-07-09,purchase,converted,ord-00780,var-legging-navy-m
lead-00781,cust-0132,session-00781,Paid Social,camp-move,2026-04-14,purchase,converted,ord-00781,var-sock-sage-m
lead-00782,cust-0101,session-00782,Organic,organic,2026-09-09,purchase,converted,ord-00782,var-top-sand-s
lead-00783,cust-0251,session-00783,DM,camp-private,2026-06-25,purchase,converted,ord-00783,var-legging-navy-s
lead-00784,cust-0326,session-00784,Paid Social,camp-move,2026-09-09,purchase,converted,ord-00784,var-legging-olive-m
lead-00785,cust-0186,session-00785,DM,camp-private,2026-08-11,purchase,converted,ord-00785,var-sock-ivory-m
lead-00786,cust-0048,session-00786,DM,camp-private,2026-08-17,purchase,converted,ord-00786,var-sock-lilac-m
lead-00787,cust-0130,session-00787,Instagram,camp-studio,2026-09-11,browse,lost,,
lead-00788,cust-0373,session-00788,Instagram,camp-studio,2026-08-06,purchase,converted,ord-00788,var-sock-rose-s
lead-00789,cust-0158,session-00789,Organic,organic,2026-09-06,purchase,converted,ord-00789,var-sock-lilac-m
lead-00790,cust-0361,session-00790,Instagram,camp-studio,2026-01-22,purchase,converted,ord-00790,var-legging-navy-l
lead-00791,cust-0094,session-00791,Instagram,camp-studio,2026-06-22,purchase,converted,ord-00791,var-short-black-m
lead-00792,cust-0142,session-00792,Instagram,camp-studio,2026-08-09,purchase,converted,ord-00792,var-legging-black-s
lead-00793,cust-0004,session-00793,DM,camp-private,2026-08-28,browse,lost,,
lead-00794,cust-0243,session-00794,DM,camp-private,2026-03-13,purchase,converted,ord-00794,var-top-black-l
lead-00795,cust-0313,session-00795,Organic,organic,2026-09-13,purchase,converted,ord-00795,var-sock-lilac-s
lead-00796,cust-0072,session-00796,DM,camp-private,2026-02-17,purchase,converted,ord-00796,var-short-navy-l
lead-00797,cust-0339,session-00797,Instagram,camp-studio,2025-12-27,purchase,converted,ord-00797,var-sock-black-m
lead-00798,cust-0042,session-00798,Paid Social,camp-move,2026-03-19,purchase,converted,ord-00798,var-short-coral-m
lead-00799,cust-0151,session-00799,Instagram,camp-studio,2026-07-29,purchase,converted,ord-00799,var-top-black-s
lead-00800,cust-0060,session-00800,DM,camp-private,2026-07-01,purchase,converted,ord-00800,var-short-coral-m
lead-00801,cust-0132,session-00801,Paid Social,camp-move,2026-08-28,purchase,converted,ord-00801,var-sock-coral-l
lead-00802,cust-0393,session-00802,Instagram,camp-studio,2026-08-22,purchase,converted,ord-00802,var-top-sand-m
lead-00803,cust-0060,session-00803,Instagram,camp-studio,2026-07-01,purchase,converted,ord-00803,var-sock-sage-l
lead-00804,cust-0195,session-00804,DM,camp-private,2026-07-14,purchase,converted,ord-00804,var-top-black-m
lead-00805,cust-0065,session-00805,DM,camp-private,2026-07-14,purchase,converted,ord-00805,var-sock-lilac-l
lead-00806,cust-0234,session-00806,DM,camp-private,2026-01-12,purchase,converted,ord-00806,var-sock-ivory-s
lead-00807,cust-0362,session-00807,Paid Social,camp-move,2026-07-12,purchase,converted,ord-00807,var-top-sand-s
lead-00808,cust-0171,session-00808,Organic,organic,2025-12-22,purchase,converted,ord-00808,var-sock-ivory-l
lead-00809,cust-0154,session-00809,Organic,organic,2026-08-25,purchase,converted,ord-00809,var-sock-coral-s
lead-00810,cust-0201,session-00810,Paid Social,camp-move,2026-06-21,purchase,converted,ord-00810,var-sock-ivory-s
lead-00811,cust-0298,session-00811,Organic,organic,2025-12-16,purchase,converted,ord-00811,var-sock-ivory-m
lead-00812,cust-0150,session-00812,Instagram,camp-studio,2026-07-24,purchase,converted,ord-00812,var-top-black-l
lead-00813,cust-0219,session-00813,Organic,organic,2026-09-04,purchase,converted,ord-00813,var-legging-navy-l
lead-00814,cust-0077,session-00814,DM,camp-private,2026-08-09,purchase,converted,ord-00814,var-sock-ivory-l
lead-00815,cust-0399,session-00815,Organic,organic,2026-08-27,purchase,converted,ord-00815,var-top-black-l
lead-00816,cust-0261,session-00816,Instagram,camp-studio,2026-01-15,purchase,converted,ord-00816,var-short-navy-m
lead-00817,cust-0051,session-00817,Instagram,camp-studio,2026-03-17,purchase,converted,ord-00817,var-sock-black-s
lead-00818,cust-0334,session-00818,Organic,organic,2026-06-09,purchase,converted,ord-00818,var-legging-navy-l
lead-00819,cust-0106,session-00819,Instagram,camp-studio,2026-08-22,purchase,converted,ord-00819,var-sock-sage-s
lead-00820,cust-0266,session-00820,DM,camp-private,2026-04-20,purchase,converted,ord-00820,var-sock-sage-l
lead-00821,cust-0108,session-00821,Instagram,camp-studio,2026-09-09,purchase,converted,ord-00821,var-sock-sage-s
lead-00822,cust-0066,session-00822,Paid Social,camp-move,2026-08-06,purchase,converted,ord-00822,var-top-sand-s
lead-00823,cust-0105,session-00823,DM,camp-private,2026-03-07,purchase,converted,ord-00823,var-sock-coral-m
lead-00824,cust-0079,session-00824,Organic,organic,2026-08-13,purchase,converted,ord-00824,var-sock-rose-l
lead-00825,cust-0351,session-00825,Paid Social,camp-move,2026-06-29,purchase,converted,ord-00825,var-sock-rose-l
lead-00826,cust-0114,session-00826,Organic,organic,2026-07-09,purchase,converted,ord-00826,var-sock-sage-s
lead-00827,cust-0145,session-00827,Instagram,camp-studio,2026-07-01,purchase,converted,ord-00827,var-top-sand-s
lead-00828,cust-0207,session-00828,DM,camp-private,2026-05-24,purchase,converted,ord-00828,var-sock-rose-l
lead-00829,cust-0328,session-00829,DM,camp-private,2026-07-18,purchase,converted,ord-00829,var-sock-sage-l
lead-00830,cust-0142,session-00830,Paid Social,camp-move,2026-08-09,purchase,converted,ord-00830,var-sock-black-l
lead-00831,cust-0161,session-00831,DM,camp-private,2026-08-16,purchase,converted,ord-00831,var-sock-black-m
lead-00832,cust-0284,session-00832,Organic,organic,2026-06-01,purchase,converted,ord-00832,var-legging-navy-m
lead-00833,cust-0351,session-00833,Organic,organic,2026-09-03,purchase,converted,ord-00833,var-short-navy-l
lead-00834,cust-0379,session-00834,Organic,organic,2026-08-26,purchase,converted,ord-00834,var-sock-black-m
lead-00835,cust-0027,session-00835,Paid Social,camp-move,2026-07-06,purchase,converted,ord-00835,var-short-navy-l
lead-00836,cust-0136,session-00836,Instagram,camp-studio,2026-06-09,purchase,converted,ord-00836,var-sock-coral-m
lead-00837,cust-0316,session-00837,Instagram,camp-studio,2026-05-29,purchase,converted,ord-00837,var-top-sand-s
lead-00838,cust-0079,session-00838,Instagram,camp-studio,2026-08-13,purchase,converted,ord-00838,var-sock-coral-s
lead-00839,cust-0187,session-00839,Organic,organic,2026-04-29,purchase,converted,ord-00839,var-sock-lilac-l
lead-00840,cust-0364,session-00840,Instagram,camp-studio,2026-01-01,purchase,converted,ord-00840,var-legging-black-m
lead-00841,cust-0251,session-00841,Paid Social,camp-move,2026-06-30,purchase,converted,ord-00841,var-short-navy-s
lead-00842,cust-0056,session-00842,Instagram,camp-studio,2026-06-23,purchase,converted,ord-00842,var-sock-sage-m
lead-00843,cust-0378,session-00843,Paid Social,camp-move,2026-01-09,purchase,converted,ord-00843,var-sock-ivory-m
lead-00844,cust-0127,session-00844,Organic,organic,2026-08-29,purchase,converted,ord-00844,var-sock-ivory-l
lead-00845,cust-0303,session-00845,DM,camp-private,2026-08-10,purchase,converted,ord-00845,var-sock-rose-s
lead-00846,cust-0269,session-00846,DM,camp-private,2026-09-01,browse,lost,,
lead-00847,cust-0180,session-00847,Paid Social,camp-move,2026-09-21,purchase,converted,ord-00847,var-sock-black-s
lead-00848,cust-0165,session-00848,Instagram,camp-studio,2026-05-02,purchase,converted,ord-00848,var-sock-coral-s
lead-00849,cust-0058,session-00849,DM,camp-private,2026-04-03,purchase,converted,ord-00849,var-sock-sage-l
lead-00850,cust-0381,session-00850,Paid Social,camp-move,2026-07-20,purchase,converted,ord-00850,var-sock-ivory-s
lead-00851,cust-0336,session-00851,Instagram,camp-studio,2025-12-28,purchase,converted,ord-00851,var-sock-sage-m
lead-00852,cust-0130,session-00852,Organic,organic,2026-07-05,purchase,converted,ord-00852,var-top-sand-m
lead-00853,cust-0269,session-00853,Organic,organic,2026-09-01,purchase,converted,ord-00853,var-sock-black-m
lead-00854,cust-0356,session-00854,DM,camp-private,2026-03-02,purchase,converted,ord-00854,var-top-sand-s
lead-00855,cust-0082,session-00855,Instagram,camp-studio,2026-07-11,purchase,converted,ord-00855,var-top-sand-l
lead-00856,cust-0269,session-00856,Instagram,camp-studio,2026-09-01,purchase,converted,ord-00856,var-sock-black-m
lead-00857,cust-0021,session-00857,Instagram,camp-studio,2026-08-15,purchase,converted,ord-00857,var-sock-black-m
lead-00858,cust-0108,session-00858,Instagram,camp-studio,2026-06-22,purchase,converted,ord-00858,var-top-black-m
lead-00859,cust-0282,session-00859,DM,camp-private,2026-02-04,purchase,converted,ord-00859,var-sock-black-s
lead-00860,cust-0276,session-00860,Organic,organic,2026-08-24,purchase,converted,ord-00860,var-sock-lilac-s
lead-00861,cust-0321,session-00861,DM,camp-private,2026-08-12,purchase,converted,ord-00861,var-sock-lilac-s
lead-00862,cust-0246,session-00862,Paid Social,camp-move,2026-01-21,purchase,converted,ord-00862,var-sock-ivory-l
lead-00863,cust-0036,session-00863,Instagram,camp-studio,2026-02-11,purchase,converted,ord-00863,var-sock-black-s
lead-00864,cust-0330,session-00864,Instagram,camp-studio,2026-06-06,purchase,converted,ord-00864,var-short-black-m
lead-00865,cust-0174,session-00865,Instagram,camp-studio,2026-09-19,purchase,converted,ord-00865,var-sock-lilac-l
lead-00866,cust-0246,session-00866,Instagram,camp-studio,2026-01-21,purchase,converted,ord-00866,var-sock-black-m
lead-00867,cust-0053,session-00867,Organic,organic,2026-06-10,purchase,converted,ord-00867,var-sock-lilac-m
lead-00868,cust-0336,session-00868,Instagram,camp-studio,2026-02-15,purchase,converted,ord-00868,var-short-navy-l
lead-00869,cust-0185,session-00869,Organic,organic,2025-11-04,purchase,converted,ord-00869,var-sock-ivory-l
lead-00870,cust-0342,session-00870,Instagram,camp-studio,2026-09-08,purchase,converted,ord-00870,var-sock-coral-s
lead-00871,cust-0077,session-00871,Instagram,camp-studio,2026-08-23,purchase,converted,ord-00871,var-top-rose-s
lead-00872,cust-0219,session-00872,Instagram,camp-studio,2026-08-20,purchase,converted,ord-00872,var-sock-sage-m
lead-00873,cust-0171,session-00873,Organic,organic,2025-12-22,purchase,converted,ord-00873,var-sock-coral-s
lead-00874,cust-0367,session-00874,Paid Social,camp-move,2026-04-25,purchase,converted,ord-00874,var-sock-black-l
lead-00875,cust-0105,session-00875,Paid Social,camp-move,2026-03-07,purchase,converted,ord-00875,var-sock-sage-l
lead-00876,cust-0399,session-00876,Instagram,camp-studio,2026-08-27,purchase,converted,ord-00876,var-legging-black-m
lead-00877,cust-0014,session-00877,Organic,organic,2026-09-13,purchase,converted,ord-00877,var-sock-ivory-l
lead-00878,cust-0073,session-00878,Instagram,camp-studio,2025-11-01,purchase,converted,ord-00878,var-sock-ivory-m
lead-00879,cust-0228,session-00879,DM,camp-private,2026-08-18,purchase,converted,ord-00879,var-short-black-m
lead-00880,cust-0233,session-00880,DM,camp-private,2026-07-20,purchase,converted,ord-00880,var-sock-ivory-l
lead-00881,cust-0268,session-00881,Organic,organic,2026-04-03,purchase,converted,ord-00881,var-sock-lilac-s
lead-00882,cust-0240,session-00882,Instagram,camp-studio,2026-05-24,purchase,converted,ord-00882,var-sock-sage-l
lead-00883,cust-0139,session-00883,Instagram,camp-studio,2025-11-16,purchase,converted,ord-00883,var-sock-coral-l
lead-00884,cust-0104,session-00884,Organic,organic,2026-09-07,purchase,converted,ord-00884,var-sock-coral-s
lead-00885,cust-0048,session-00885,Instagram,camp-studio,2026-04-04,purchase,converted,ord-00885,var-sock-sage-m
lead-00886,cust-0397,session-00886,Instagram,camp-studio,2026-07-02,purchase,converted,ord-00886,var-legging-black-m
lead-00887,cust-0350,session-00887,Instagram,camp-studio,2026-05-17,purchase,converted,ord-00887,var-short-black-l
lead-00888,cust-0083,session-00888,Paid Social,camp-move,2026-06-05,purchase,converted,ord-00888,var-top-black-m
lead-00889,cust-0174,session-00889,Paid Social,camp-move,2026-08-08,purchase,converted,ord-00889,var-short-navy-s
lead-00890,cust-0107,session-00890,DM,camp-private,2026-07-31,browse,lost,,
lead-00891,cust-0159,session-00891,Organic,organic,2026-06-29,purchase,converted,ord-00891,var-sock-lilac-l
lead-00892,cust-0152,session-00892,Instagram,camp-studio,2026-06-19,purchase,converted,ord-00892,var-sock-lilac-l
lead-00893,cust-0072,session-00893,Organic,organic,2026-02-17,purchase,converted,ord-00893,var-sock-ivory-m
lead-00894,cust-0320,session-00894,Paid Social,camp-move,2026-03-01,purchase,converted,ord-00894,var-sock-black-m
lead-00895,cust-0030,session-00895,DM,camp-private,2026-09-16,purchase,converted,ord-00895,var-sock-ivory-l
lead-00896,cust-0038,session-00896,Paid Social,camp-move,2026-01-14,purchase,converted,ord-00896,var-sock-coral-l
lead-00897,cust-0103,session-00897,Instagram,camp-studio,2026-04-15,purchase,converted,ord-00897,var-legging-navy-s
lead-00898,cust-0164,session-00898,Instagram,camp-studio,2026-07-09,purchase,converted,ord-00898,var-short-navy-m
lead-00899,cust-0351,session-00899,Instagram,camp-studio,2026-04-26,purchase,converted,ord-00899,var-sock-black-l
lead-00900,cust-0133,session-00900,Organic,organic,2026-03-26,purchase,converted,ord-00900,var-legging-navy-l
lead-00901,cust-0083,session-00901,Paid Social,camp-move,2026-09-13,purchase,converted,ord-00901,var-top-rose-l
lead-00902,cust-0371,session-00902,Paid Social,camp-move,2026-08-29,purchase,converted,ord-00902,var-legging-navy-m
lead-00903,cust-0328,session-00903,Instagram,camp-studio,2026-07-18,purchase,converted,ord-00903,var-sock-ivory-l
lead-00904,cust-0179,session-00904,Organic,organic,2026-01-07,browse,lost,,
lead-00905,cust-0158,session-00905,Organic,organic,2026-09-06,purchase,converted,ord-00905,var-sock-lilac-m
lead-00906,cust-0278,session-00906,Paid Social,camp-move,2026-04-28,purchase,converted,ord-00906,var-sock-lilac-m
lead-00907,cust-0338,session-00907,DM,camp-private,2026-09-09,purchase,converted,ord-00907,var-legging-navy-s
lead-00908,cust-0316,session-00908,Instagram,camp-studio,2026-05-29,purchase,converted,ord-00908,var-sock-lilac-l
lead-00909,cust-0017,session-00909,Instagram,camp-studio,2026-08-29,purchase,converted,ord-00909,var-sock-ivory-s
lead-00910,cust-0064,session-00910,Organic,organic,2026-03-26,purchase,converted,ord-00910,var-short-coral-m
lead-00911,cust-0138,session-00911,Instagram,camp-studio,2026-08-25,purchase,converted,ord-00911,var-sock-rose-m
lead-00912,cust-0213,session-00912,Instagram,camp-studio,2026-06-25,purchase,converted,ord-00912,var-sock-sage-m
lead-00913,cust-0293,session-00913,Instagram,camp-studio,2026-08-21,browse,lost,,
lead-00914,cust-0373,session-00914,Paid Social,camp-move,2026-08-06,purchase,converted,ord-00914,var-sock-ivory-m
lead-00915,cust-0296,session-00915,Organic,organic,2026-04-10,purchase,converted,ord-00915,var-sock-sage-m
lead-00916,cust-0014,session-00916,Instagram,camp-studio,2026-09-03,purchase,converted,ord-00916,var-top-rose-l
lead-00917,cust-0399,session-00917,Instagram,camp-studio,2026-08-27,purchase,converted,ord-00917,var-sock-rose-m
lead-00918,cust-0141,session-00918,Organic,organic,2025-12-09,purchase,converted,ord-00918,var-legging-navy-s
lead-00919,cust-0186,session-00919,Paid Social,camp-move,2026-07-25,purchase,converted,ord-00919,var-sock-black-l
lead-00920,cust-0092,session-00920,Paid Social,camp-move,2026-08-25,purchase,converted,ord-00920,var-sock-sage-l
lead-00921,cust-0131,session-00921,Instagram,camp-studio,2026-07-17,purchase,converted,ord-00921,var-legging-olive-s
lead-00922,cust-0112,session-00922,Instagram,camp-studio,2025-10-25,purchase,converted,ord-00922,var-sock-black-l
lead-00923,cust-0224,session-00923,Organic,organic,2026-06-11,purchase,converted,ord-00923,var-sock-rose-l
lead-00924,cust-0106,session-00924,Paid Social,camp-move,2026-05-29,purchase,converted,ord-00924,var-short-black-m
