id,order_id,date,amount_cents,status,kind
invoice-ord-00538,ord-00538,2026-07-08,34727,issued,management_statement
invoice-ord-00539,ord-00539,2026-03-20,138867,issued,management_statement
invoice-ord-00540,ord-00540,2026-08-09,56650,issued,management_statement
invoice-ord-00542,ord-00542,2025-11-14,45301,issued,management_statement
invoice-ord-00543,ord-00543,2026-06-20,96363,issued,management_statement
invoice-ord-00544,ord-00544,2026-05-08,27837,issued,management_statement
invoice-ord-00545,ord-00545,2026-07-13,91216,issued,management_statement
invoice-ord-00546,ord-00546,2026-03-24,56367,issued,management_statement
invoice-ord-00547,ord-00547,2026-02-21,73449,issued,management_statement
invoice-ord-00548,ord-00548,2026-08-10,11063,issued,management_statement
invoice-ord-00549,ord-00549,2026-01-22,34487,issued,management_statement
invoice-ord-00550,ord-00550,2026-02-09,42084,issued,management_statement
invoice-ord-00551,ord-00551,2026-08-17,27835,issued,management_statement
invoice-ord-00552,ord-00552,2026-09-17,34827,issued,management_statement
invoice-ord-00554,ord-00554,2026-07-13,21277,issued,management_statement
invoice-ord-00555,ord-00555,2026-04-22,29093,issued,management_statement
invoice-ord-00556,ord-00556,2026-08-01,94031,issued,management_statement
invoice-ord-00557,ord-00557,2026-08-29,33258,issued,management_statement
invoice-ord-00558,ord-00558,2026-04-04,42910,issued,management_statement
invoice-ord-00559,ord-00559,2026-05-14,63378,issued,management_statement
invoice-ord-00560,ord-00560,2026-08-08,50984,issued,management_statement
invoice-ord-00561,ord-00561,2026-07-24,32823,issued,management_statement
invoice-ord-00562,ord-00562,2026-05-14,73746,issued,management_statement
invoice-ord-00563,ord-00563,2025-12-05,45726,issued,management_statement
invoice-ord-00564,ord-00564,2025-10-22,10924,issued,management_statement
invoice-ord-00565,ord-00565,2026-05-12,11320,issued,management_statement
invoice-ord-00566,ord-00566,2026-05-30,32806,issued,management_statement
invoice-ord-00567,ord-00567,2026-06-24,21401,issued,management_statement
invoice-ord-00568,ord-00568,2026-06-07,56531,issued,management_statement
invoice-ord-00569,ord-00569,2026-07-04,78730,issued,management_statement
invoice-ord-00570,ord-00570,2026-09-17,33974,issued,management_statement
invoice-ord-00571,ord-00571,2026-08-08,74422,issued,management_statement
invoice-ord-00573,ord-00573,2026-05-30,60829,issued,management_statement
invoice-ord-00574,ord-00574,2026-03-12,17526,issued,management_statement
invoice-ord-00578,ord-00578,2026-08-13,42752,issued,management_statement
invoice-ord-00579,ord-00579,2026-06-26,138597,issued,management_statement
invoice-ord-00580,ord-00580,2026-05-28,34657,issued,management_statement
invoice-ord-00581,ord-00581,2025-12-18,28563,issued,management_statement
invoice-ord-00582,ord-00582,2026-01-12,46134,issued,management_statement
invoice-ord-00583,ord-00583,2026-03-30,56727,issued,management_statement
invoice-ord-00585,ord-00585,2026-02-20,40812,issued,management_statement
invoice-ord-00586,ord-00586,2026-05-25,56400,issued,management_statement
invoice-ord-00587,ord-00587,2026-08-22,42328,issued,management_statement
invoice-ord-00589,ord-00589,2026-04-07,46401,issued,management_statement
invoice-ord-00592,ord-00592,2026-07-18,97867,issued,management_statement
invoice-ord-00594,ord-00594,2026-08-18,54131,issued,management_statement
invoice-ord-00595,ord-00595,2026-07-08,61016,issued,management_statement
invoice-ord-00596,ord-00596,2026-02-09,67304,issued,management_statement
invoice-ord-00597,ord-00597,2026-07-15,52392,issued,management_statement
invoice-ord-00598,ord-00598,2026-09-07,22703,issued,management_statement
invoice-ord-00601,ord-00601,2026-06-16,50625,issued,management_statement
invoice-ord-00602,ord-00602,2026-09-17,58092,issued,management_statement
invoice-ord-00603,ord-00603,2026-02-19,17745,issued,management_statement
invoice-ord-00604,ord-00604,2026-01-12,36113,issued,management_statement
invoice-ord-00605,ord-00605,2026-08-01,20365,issued,management_statement
invoice-ord-00606,ord-00606,2026-04-26,36075,issued,management_statement
invoice-ord-00608,ord-00608,2026-06-15,11389,issued,management_statement
invoice-ord-00609,ord-00609,2026-07-01,85349,issued,management_statement
invoice-ord-00611,ord-00611,2026-07-15,87196,issued,management_statement
invoice-ord-00613,ord-00613,2026-06-06,76562,issued,management_statement
invoice-ord-00614,ord-00614,2026-01-01,89109,issued,management_statement
invoice-ord-00615,ord-00615,2026-08-22,33620,issued,management_statement
invoice-ord-00618,ord-00618,2026-05-23,76032,issued,management_statement
invoice-ord-00619,ord-00619,2026-04-15,20806,issued,management_statement
invoice-ord-00620,ord-00620,2026-06-25,28699,issued,management_statement
invoice-ord-00621,ord-00621,2026-06-24,27846,issued,management_statement
invoice-ord-00622,ord-00622,2026-01-09,73912,issued,management_statement
invoice-ord-00623,ord-00623,2026-08-26,86562,issued,management_statement
invoice-ord-00624,ord-00624,2026-06-09,55191,issued,management_statement
invoice-ord-00626,ord-00626,2026-02-22,55435,issued,management_statement
invoice-ord-00627,ord-00627,2026-07-14,84562,issued,management_statement
invoice-ord-00628,ord-00628,2026-08-26,46273,issued,management_statement
invoice-ord-00630,ord-00630,2026-09-08,94375,issued,management_statement
invoice-ord-00631,ord-00631,2026-08-25,81465,issued,management_statement
invoice-ord-00632,ord-00632,2026-04-18,11569,issued,management_statement
invoice-ord-00633,ord-00633,2026-06-24,22776,issued,management_statement
invoice-ord-00634,ord-00634,2026-05-28,11484,issued,management_statement
invoice-ord-00636,ord-00636,2026-03-26,99555,issued,management_statement
invoice-ord-00637,ord-00637,2026-07-10,20148,issued,management_statement
invoice-ord-00638,ord-00638,2026-05-28,74091,issued,management_statement
invoice-ord-00639,ord-00639,2026-08-22,62487,issued,management_statement
invoice-ord-00641,ord-00641,2026-06-29,85122,issued,management_statement
invoice-ord-00642,ord-00642,2026-05-24,63770,issued,management_statement
invoice-ord-00644,ord-00644,2026-03-08,95998,issued,management_statement
invoice-ord-00645,ord-00645,2026-06-04,123820,issued,management_statement
invoice-ord-00647,ord-00647,2026-04-04,55266,issued,management_statement
invoice-ord-00648,ord-00648,2026-03-30,67922,issued,management_statement
invoice-ord-00649,ord-00649,2026-04-04,85236,issued,management_statement
invoice-ord-00650,ord-00650,2026-06-07,87648,issued,management_statement
invoice-ord-00651,ord-00651,2026-08-13,33661,issued,management_statement
invoice-ord-00652,ord-00652,2026-02-02,85642,issued,management_statement
invoice-ord-00653,ord-00653,2026-05-04,22097,issued,management_statement
invoice-ord-00655,ord-00655,2026-06-22,20786,issued,management_statement
invoice-ord-00656,ord-00656,2026-07-06,46521,issued,management_statement
invoice-ord-00659,ord-00659,2026-07-23,59788,issued,management_statement
invoice-ord-00660,ord-00660,2025-11-27,55636,issued,management_statement
invoice-ord-00662,ord-00662,2026-06-13,20712,issued,management_statement
invoice-ord-00663,ord-00663,2026-05-28,17948,issued,management_statement
invoice-ord-00664,ord-00664,2026-08-20,51788,issued,management_statement
invoice-ord-00666,ord-00666,2026-06-11,36104,issued,management_statement
invoice-ord-00667,ord-00667,2026-05-28,52717,issued,management_statement
invoice-ord-00669,ord-00669,2026-04-16,32573,issued,management_statement
invoice-ord-00671,ord-00671,2025-11-05,28865,issued,management_statement
invoice-ord-00672,ord-00672,2025-12-05,90070,issued,management_statement
invoice-ord-00673,ord-00673,2026-05-28,33295,issued,management_statement
invoice-ord-00674,ord-00674,2026-07-15,69607,issued,management_statement
invoice-ord-00675,ord-00675,2026-06-19,61490,issued,management_statement
invoice-ord-00676,ord-00676,2026-01-14,32854,issued,management_statement
invoice-ord-00679,ord-00679,2026-08-19,11199,issued,management_statement
invoice-ord-00680,ord-00680,2026-03-24,54646,issued,management_statement
invoice-ord-00684,ord-00684,2026-06-04,49264,issued,management_statement
invoice-ord-00685,ord-00685,2026-03-15,83341,issued,management_statement
invoice-ord-00686,ord-00686,2026-04-29,11294,issued,management_statement
invoice-ord-00687,ord-00687,2025-09-27,78189,issued,management_statement
invoice-ord-00689,ord-00689,2026-09-15,33461,issued,management_statement
invoice-ord-00690,ord-00690,2026-09-15,53812,issued,management_statement
invoice-ord-00691,ord-00691,2026-08-20,96271,issued,management_statement
invoice-ord-00692,ord-00692,2026-06-10,125639,issued,management_statement
invoice-ord-00694,ord-00694,2026-05-12,90486,issued,management_statement
invoice-ord-00695,ord-00695,2026-03-25,21844,issued,management_statement
invoice-ord-00696,ord-00696,2026-01-09,22351,issued,management_statement
invoice-ord-00697,ord-00697,2026-04-26,21241,issued,management_statement
invoice-ord-00698,ord-00698,2026-05-28,101715,issued,management_statement
invoice-ord-00699,ord-00699,2025-12-09,33975,issued,management_statement
invoice-ord-00700,ord-00700,2026-06-08,33856,issued,management_statement
invoice-ord-00701,ord-00701,2026-04-03,62267,issued,management_statement
invoice-ord-00703,ord-00703,2026-07-10,52407,issued,management_statement
invoice-ord-00704,ord-00704,2026-04-12,50001,issued,management_statement
invoice-ord-00705,ord-00705,2026-08-25,75170,issued,management_statement
invoice-ord-00706,ord-00706,2026-03-15,46100,issued,management_statement
invoice-ord-00707,ord-00707,2026-09-04,65321,issued,management_statement
invoice-ord-00708,ord-00708,2026-08-09,21743,issued,management_statement
invoice-ord-00709,ord-00709,2025-11-07,11438,issued,management_statement
invoice-ord-00710,ord-00710,2026-09-02,23185,issued,management_statement
invoice-ord-00713,ord-00713,2026-07-18,11333,issued,management_statement
invoice-ord-00715,ord-00715,2026-08-15,76831,issued,management_statement
invoice-ord-00716,ord-00716,2026-09-01,34909,issued,management_statement
invoice-ord-00717,ord-00717,2026-07-10,32528,issued,management_statement
invoice-ord-00718,ord-00718,2026-05-16,66108,issued,management_statement
invoice-ord-00719,ord-00719,2026-05-14,31628,issued,management_statement
invoice-ord-00720,ord-00720,2026-06-05,44611,issued,management_statement
invoice-ord-00721,ord-00721,2025-12-29,55921,issued,management_statement
invoice-ord-00722,ord-00722,2025-10-21,60276,issued,management_statement
invoice-ord-00723,ord-00723,2026-06-21,28111,issued,management_statement
invoice-ord-00724,ord-00724,2026-09-09,69385,issued,management_statement
invoice-ord-00726,ord-00726,2026-05-04,51976,issued,management_statement
invoice-ord-00727,ord-00727,2025-10-24,32851,issued,management_statement
invoice-ord-00728,ord-00728,2026-08-07,60075,issued,management_statement
invoice-ord-00729,ord-00729,2026-09-03,116665,issued,management_statement
invoice-ord-00730,ord-00730,2026-04-25,51002,issued,management_statement
invoice-ord-00731,ord-00731,2025-12-29,94301,issued,management_statement
invoice-ord-00732,ord-00732,2026-01-27,91679,issued,management_statement
invoice-ord-00733,ord-00733,2026-03-09,17605,issued,management_statement
invoice-ord-00734,ord-00734,2026-08-07,10974,issued,management_statement
invoice-ord-00735,ord-00735,2026-03-26,22330,issued,management_statement
invoice-ord-00736,ord-00736,2025-12-20,72410,issued,management_statement
invoice-ord-00737,ord-00737,2026-03-14,96631,issued,management_statement
invoice-ord-00738,ord-00738,2026-01-19,34375,issued,management_statement
invoice-ord-00741,ord-00741,2026-06-20,65282,issued,management_statement
invoice-ord-00742,ord-00742,2026-08-20,22616,issued,management_statement
invoice-ord-00744,ord-00744,2026-04-28,11513,issued,management_statement
invoice-ord-00745,ord-00745,2026-08-17,46355,issued,management_statement
invoice-ord-00746,ord-00746,2025-10-11,85349,issued,management_statement
invoice-ord-00747,ord-00747,2026-01-12,33093,issued,management_statement
invoice-ord-00749,ord-00749,2026-05-22,91235,issued,management_statement
invoice-ord-00750,ord-00750,2026-02-25,66667,issued,management_statement
invoice-ord-00752,ord-00752,2026-07-09,66356,issued,management_statement
invoice-ord-00753,ord-00753,2026-09-09,79469,issued,management_statement
invoice-ord-00755,ord-00755,2025-11-27,76785,issued,management_statement
invoice-ord-00756,ord-00756,2026-05-08,41506,issued,management_statement
invoice-ord-00759,ord-00759,2026-09-14,77492,issued,management_statement
invoice-ord-00760,ord-00760,2026-07-02,42419,issued,management_statement
invoice-ord-00761,ord-00761,2026-06-08,80654,issued,management_statement
invoice-ord-00762,ord-00762,2026-08-11,21922,issued,management_statement
invoice-ord-00763,ord-00763,2026-09-06,33078,issued,management_statement
invoice-ord-00764,ord-00764,2026-07-23,20785,issued,management_statement
invoice-ord-00765,ord-00765,2026-08-13,62969,issued,management_statement
invoice-ord-00767,ord-00767,2026-08-28,61504,issued,management_statement
invoice-ord-00768,ord-00768,2026-01-11,34373,issued,management_statement
invoice-ord-00771,ord-00771,2026-07-26,18083,issued,management_statement
invoice-ord-00773,ord-00773,2026-02-04,57719,issued,management_statement
invoice-ord-00774,ord-00774,2026-04-01,65814,issued,management_statement
invoice-ord-00775,ord-00775,2026-06-15,22921,issued,management_statement
invoice-ord-00776,ord-00776,2026-01-27,29012,issued,management_statement
invoice-ord-00777,ord-00777,2025-10-25,47320,issued,management_statement
invoice-ord-00778,ord-00778,2026-04-28,44737,issued,management_statement
invoice-ord-00779,ord-00779,2026-02-11,70142,issued,management_statement
invoice-ord-00780,ord-00780,2026-07-09,83344,issued,management_statement
invoice-ord-00781,ord-00781,2026-04-14,11067,issued,management_statement
invoice-ord-00782,ord-00782,2026-09-09,62670,issued,management_statement
invoice-ord-00783,ord-00783,2026-06-25,137868,issued,management_statement
invoice-ord-00784,ord-00784,2026-09-09,58460,issued,management_statement
invoice-ord-00785,ord-00785,2026-08-11,34477,issued,management_statement
invoice-ord-00786,ord-00786,2026-08-17,10971,issued,management_statement
invoice-ord-00788,ord-00788,2026-08-06,33992,issued,management_statement
invoice-ord-00790,ord-00790,2026-01-22,29179,issued,management_statement
invoice-ord-00792,ord-00792,2026-08-09,28746,issued,management_statement
invoice-ord-00794,ord-00794,2026-03-13,62554,issued,management_statement
invoice-ord-00797,ord-00797,2025-12-27,56266,issued,management_statement
invoice-ord-00799,ord-00799,2026-07-29,79892,issued,management_statement
invoice-ord-00800,ord-00800,2026-07-01,68698,issued,management_statement
invoice-ord-00802,ord-00802,2026-08-22,21120,issued,management_statement
invoice-ord-00803,ord-00803,2026-07-01,10952,issued,management_statement
invoice-ord-00804,ord-00804,2026-07-14,40479,issued,management_statement
invoice-ord-00805,ord-00805,2026-07-14,40944,issued,management_statement
invoice-ord-00806,ord-00806,2026-01-12,21664,issued,management_statement
invoice-ord-00808,ord-00808,2025-12-22,22113,issued,management_statement
invoice-ord-00809,ord-00809,2026-08-25,22062,issued,management_statement
invoice-ord-00810,ord-00810,2026-06-21,11393,issued,management_statement
invoice-ord-00811,ord-00811,2025-12-16,22165,issued,management_statement
invoice-ord-00814,ord-00814,2026-08-09,86077,issued,management_statement
invoice-ord-00815,ord-00815,2026-08-27,54594,issued,management_statement
invoice-ord-00816,ord-00816,2026-01-15,77221,issued,management_statement
invoice-ord-00818,ord-00818,2026-06-09,57174,issued,management_statement
invoice-ord-00819,ord-00819,2026-08-22,33127,issued,management_statement
invoice-ord-00820,ord-00820,2026-04-20,33642,issued,management_statement
invoice-ord-00822,ord-00822,2026-08-06,77298,issued,management_statement
invoice-ord-00823,ord-00823,2026-03-07,34577,issued,management_statement
invoice-ord-00824,ord-00824,2026-08-13,11220,issued,management_statement
invoice-ord-00825,ord-00825,2026-06-29,22287,issued,management_statement
invoice-ord-00827,ord-00827,2026-07-01,74310,issued,management_statement
invoice-ord-00828,ord-00828,2026-05-24,10897,issued,management_statement
invoice-ord-00829,ord-00829,2026-07-18,22488,issued,management_statement
invoice-ord-00830,ord-00830,2026-08-09,22647,issued,management_statement
invoice-ord-00831,ord-00831,2026-08-16,11043,issued,management_statement
invoice-ord-00832,ord-00832,2026-06-01,56521,issued,management_statement
invoice-ord-00833,ord-00833,2026-09-03,89662,issued,management_statement
invoice-ord-00835,ord-00835,2026-07-06,93633,issued,management_statement
invoice-ord-00836,ord-00836,2026-06-09,31800,issued,management_statement
invoice-ord-00837,ord-00837,2026-05-29,54119,issued,management_statement
invoice-ord-00838,ord-00838,2026-08-13,22701,issued,management_statement
invoice-ord-00839,ord-00839,2026-04-29,66452,issued,management_statement
invoice-ord-00840,ord-00840,2026-01-01,64638,issued,management_statement
invoice-ord-00841,ord-00841,2026-06-30,72414,issued,management_statement
invoice-ord-00842,ord-00842,2026-06-23,21698,issued,management_statement
invoice-ord-00843,ord-00843,2026-01-09,55377,issued,management_statement
invoice-ord-00844,ord-00844,2026-08-29,10836,issued,management_statement
invoice-ord-00845,ord-00845,2026-08-10,39813,issued,management_statement
invoice-ord-00848,ord-00848,2026-05-02,22768,issued,management_statement
invoice-ord-00849,ord-00849,2026-04-03,32962,issued,management_statement
invoice-ord-00850,ord-00850,2026-07-20,92964,issued,management_statement
invoice-ord-00851,ord-00851,2025-12-28,127904,issued,management_statement
invoice-ord-00853,ord-00853,2026-09-01,34835,issued,management_statement
invoice-ord-00854,ord-00854,2026-03-02,72311,issued,management_statement
invoice-ord-00855,ord-00855,2026-07-11,61132,issued,management_statement
invoice-ord-00856,ord-00856,2026-09-01,34391,issued,management_statement
invoice-ord-00858,ord-00858,2026-06-22,20012,issued,management_statement
invoice-ord-00859,ord-00859,2026-02-04,77496,issued,management_statement
invoice-ord-00861,ord-00861,2026-08-12,53761,issued,management_statement
invoice-ord-00862,ord-00862,2026-01-21,118372,issued,management_statement
invoice-ord-00863,ord-00863,2026-02-11,45764,issued,management_statement
invoice-ord-00866,ord-00866,2026-01-21,11209,issued,management_statement
invoice-ord-00867,ord-00867,2026-06-10,23079,issued,management_statement
invoice-ord-00869,ord-00869,2025-11-04,33924,issued,management_statement
invoice-ord-00871,ord-00871,2026-08-23,21289,issued,management_statement
invoice-ord-00872,ord-00872,2026-08-20,83355,issued,management_statement
invoice-ord-00873,ord-00873,2025-12-22,56838,issued,management_statement
invoice-ord-00875,ord-00875,2026-03-07,21910,issued,management_statement
invoice-ord-00876,ord-00876,2026-08-27,105064,issued,management_statement
invoice-ord-00877,ord-00877,2026-09-13,11540,issued,management_statement
invoice-ord-00878,ord-00878,2025-11-01,74377,issued,management_statement
invoice-ord-00879,ord-00879,2026-08-18,50474,issued,management_statement
invoice-ord-00880,ord-00880,2026-07-20,21703,issued,management_statement
invoice-ord-00881,ord-00881,2026-04-03,28419,issued,management_statement
invoice-ord-00882,ord-00882,2026-05-24,33926,issued,management_statement
invoice-ord-00883,ord-00883,2025-11-16,48156,issued,management_statement
invoice-ord-00884,ord-00884,2026-09-07,11622,issued,management_statement
invoice-ord-00885,ord-00885,2026-04-04,88540,issued,management_statement
invoice-ord-00887,ord-00887,2026-05-17,17505,issued,management_statement
invoice-ord-00888,ord-00888,2026-06-05,40517,issued,management_statement
invoice-ord-00892,ord-00892,2026-06-19,57006,issued,management_statement
invoice-ord-00893,ord-00893,2026-02-17,22714,issued,management_statement
invoice-ord-00894,ord-00894,2026-03-01,32544,issued,management_statement
invoice-ord-00895,ord-00895,2026-09-16,33989,issued,management_statement
invoice-ord-00896,ord-00896,2026-01-14,45188,issued,management_statement
invoice-ord-00897,ord-00897,2026-04-15,67831,issued,management_statement
invoice-ord-00898,ord-00898,2026-07-09,45324,issued,management_statement
invoice-ord-00899,ord-00899,2026-04-26,56320,issued,management_statement
invoice-ord-00900,ord-00900,2026-03-26,61836,issued,management_statement
invoice-ord-00902,ord-00902,2026-08-29,88578,issued,management_statement
invoice-ord-00903,ord-00903,2026-07-18,34043,issued,management_statement
invoice-ord-00905,ord-00905,2026-09-06,22738,issued,management_statement
invoice-ord-00906,ord-00906,2026-04-28,64785,issued,management_statement
invoice-ord-00907,ord-00907,2026-09-09,27943,issued,management_statement
invoice-ord-00908,ord-00908,2026-05-29,33534,issued,management_statement
invoice-ord-00909,ord-00909,2026-08-29,10949,issued,management_statement
invoice-ord-00912,ord-00912,2026-06-25,23041,issued,management_statement
invoice-ord-00914,ord-00914,2026-08-06,34691,issued,management_statement
invoice-ord-00915,ord-00915,2026-04-10,11585,issued,management_statement
invoice-ord-00917,ord-00917,2026-08-27,68337,issued,management_statement
invoice-ord-00918,ord-00918,2025-12-09,40604,issued,management_statement
invoice-ord-00919,ord-00919,2026-07-25,102369,issued,management_statement
invoice-ord-00920,ord-00920,2026-08-25,49877,issued,management_statement
invoice-ord-00921,ord-00921,2026-07-17,58124,issued,management_statement
invoice-ord-00922,ord-00922,2025-10-25,82811,issued,management_statement
invoice-ord-00924,ord-00924,2026-05-29,35909,issued,management_statement
invoice-ord-00925,ord-00925,2026-03-21,41125,issued,management_statement
invoice-ord-00926,ord-00926,2026-07-28,11513,issued,management_statement
invoice-ord-00927,ord-00927,2026-04-29,57286,issued,management_statement
invoice-ord-00930,ord-00930,2026-05-04,56793,issued,management_statement
invoice-ord-00931,ord-00931,2026-01-21,10916,issued,management_statement
invoice-ord-00932,ord-00932,2026-08-18,56927,issued,management_statement
invoice-ord-00933,ord-00933,2026-08-16,54679,issued,management_statement
invoice-ord-00936,ord-00936,2026-09-05,84543,issued,management_statement
invoice-ord-00937,ord-00937,2026-08-04,11586,issued,management_statement
invoice-ord-00938,ord-00938,2026-08-22,87417,issued,management_statement
invoice-ord-00939,ord-00939,2026-07-14,11379,issued,management_statement
invoice-ord-00940,ord-00940,2026-06-19,20061,issued,management_statement
invoice-ord-00941,ord-00941,2026-03-27,23051,issued,management_statement
invoice-ord-00942,ord-00942,2026-09-06,11440,issued,management_statement
invoice-ord-00943,ord-00943,2026-08-26,11537,issued,management_statement
invoice-ord-00944,ord-00944,2026-04-30,55697,issued,management_statement
invoice-ord-00945,ord-00945,2026-08-09,29061,issued,management_statement
invoice-ord-00946,ord-00946,2026-07-13,86888,issued,management_statement
invoice-ord-00947,ord-00947,2026-06-16,69202,issued,management_statement
invoice-ord-00948,ord-00948,2026-07-17,53722,issued,management_statement
invoice-ord-00949,ord-00949,2026-06-09,56377,issued,management_statement
invoice-ord-00950,ord-00950,2026-07-09,11579,issued,management_statement
invoice-ord-00951,ord-00951,2026-06-24,22718,issued,management_statement
invoice-ord-00952,ord-00952,2026-03-21,137149,issued,management_statement
invoice-ord-00953,ord-00953,2026-06-25,130391,issued,management_statement
invoice-ord-00954,ord-00954,2026-03-19,11180,issued,management_statement
invoice-ord-00955,ord-00955,2026-03-16,42587,issued,management_statement
invoice-ord-00956,ord-00956,2026-06-04,34580,issued,management_statement
invoice-ord-00957,ord-00957,2026-02-16,44158,issued,management_statement
invoice-ord-00959,ord-00959,2026-08-18,21413,issued,management_statement
invoice-ord-00960,ord-00960,2026-01-27,88903,issued,management_statement
invoice-ord-00961,ord-00961,2026-01-21,74958,issued,management_statement
invoice-ord-00962,ord-00962,2025-11-22,41839,issued,management_statement
invoice-ord-00963,ord-00963,2026-04-25,32720,issued,management_statement
invoice-ord-00964,ord-00964,2026-07-16,77726,issued,management_statement
invoice-ord-00966,ord-00966,2026-07-15,11476,issued,management_statement
invoice-ord-00967,ord-00967,2026-08-15,35394,issued,management_statement
invoice-ord-00968,ord-00968,2026-01-12,23283,issued,management_statement
invoice-ord-00970,ord-00970,2026-06-13,95273,issued,management_statement
invoice-ord-00971,ord-00971,2026-05-17,22085,issued,management_statement
invoice-ord-00972,ord-00972,2025-12-13,94124,issued,management_statement
invoice-ord-00973,ord-00973,2026-04-30,55319,issued,management_statement
invoice-ord-00974,ord-00974,2026-07-23,56325,issued,management_statement
invoice-ord-00975,ord-00975,2026-07-20,33640,issued,management_statement
invoice-ord-00977,ord-00977,2026-07-18,11395,issued,management_statement
invoice-ord-00979,ord-00979,2026-01-15,33669,issued,management_statement
invoice-ord-00980,ord-00980,2026-06-28,54341,issued,management_statement
invoice-ord-00982,ord-00982,2026-01-24,59211,issued,management_statement
invoice-ord-00985,ord-00985,2026-03-09,32727,issued,management_statement
invoice-ord-00986,ord-00986,2026-03-01,84900,issued,management_statement
invoice-ord-00987,ord-00987,2026-09-17,102814,issued,management_statement
invoice-ord-00988,ord-00988,2026-09-06,29252,issued,management_statement
invoice-ord-00989,ord-00989,2026-05-29,64630,issued,management_statement
invoice-ord-00990,ord-00990,2026-01-27,22321,issued,management_statement
invoice-ord-00991,ord-00991,2026-07-06,11250,issued,management_statement
invoice-ord-00993,ord-00993,2026-01-25,88047,issued,management_statement
invoice-ord-00994,ord-00994,2026-07-02,88181,issued,management_statement
invoice-ord-00995,ord-00995,2026-02-11,54343,issued,management_statement
invoice-ord-00996,ord-00996,2026-01-23,117614,issued,management_statement
invoice-ord-00997,ord-00997,2026-06-28,17454,issued,management_statement
invoice-ord-01000,ord-01000,2026-08-03,18358,issued,management_statement
invoice-ord-01001,ord-01001,2026-08-26,23263,issued,management_statement
invoice-ord-01002,ord-01002,2026-06-20,105511,issued,management_statement
invoice-ord-01003,ord-01003,2026-08-09,51421,issued,management_statement
invoice-ord-01004,ord-01004,2026-07-02,66000,issued,management_statement
invoice-ord-01007,ord-01007,2026-04-15,61108,issued,management_statement
invoice-ord-01008,ord-01008,2026-04-03,78902,issued,management_statement
invoice-ord-01009,ord-01009,2026-06-29,33806,issued,management_statement
invoice-ord-01010,ord-01010,2026-09-01,11283,issued,management_statement
invoice-ord-01011,ord-01011,2026-01-25,28830,issued,management_statement
invoice-ord-01013,ord-01013,2026-02-19,17332,issued,management_statement
invoice-ord-01014,ord-01014,2026-07-20,23285,issued,management_statement
invoice-ord-01016,ord-01016,2026-05-16,18425,issued,management_statement
invoice-ord-01017,ord-01017,2026-05-09,89762,issued,management_statement
invoice-ord-01018,ord-01018,2026-07-22,33181,issued,management_statement
invoice-ord-01019,ord-01019,2026-09-05,52216,issued,management_statement
invoice-ord-01020,ord-01020,2026-08-20,22460,issued,management_statement
invoice-ord-01021,ord-01021,2026-08-03,80700,issued,management_statement
invoice-ord-01022,ord-01022,2026-07-01,83698,issued,management_statement
invoice-ord-01023,ord-01023,2026-08-21,32679,issued,management_statement
invoice-ord-01024,ord-01024,2026-08-30,23063,issued,management_statement
invoice-ord-01025,ord-01025,2026-06-08,11301,issued,management_statement
invoice-ord-01028,ord-01028,2026-06-13,68794,issued,management_statement
invoice-ord-01029,ord-01029,2026-08-11,20121,issued,management_statement
invoice-ord-01030,ord-01030,2026-05-28,10860,issued,management_statement
invoice-ord-01031,ord-01031,2026-02-16,22224,issued,management_statement
invoice-ord-01032,ord-01032,2026-09-13,35226,issued,management_statement
invoice-ord-01033,ord-01033,2026-06-28,108572,issued,management_statement
invoice-ord-01034,ord-01034,2026-02-06,88729,issued,management_statement
invoice-ord-01035,ord-01035,2026-06-25,22047,issued,management_statement
invoice-ord-01036,ord-01036,2025-12-24,53997,issued,management_statement
invoice-ord-01037,ord-01037,2026-05-14,22877,issued,management_statement
invoice-ord-01038,ord-01038,2026-05-28,147150,issued,management_statement
invoice-ord-01039,ord-01039,2026-09-17,11050,issued,management_statement
invoice-ord-01041,ord-01041,2026-09-07,10857,issued,management_statement
invoice-ord-01043,ord-01043,2026-06-28,42607,issued,management_statement
invoice-ord-01044,ord-01044,2025-12-10,32892,issued,management_statement
invoice-ord-01045,ord-01045,2026-07-09,46371,issued,management_statement
invoice-ord-01046,ord-01046,2026-09-10,22556,issued,management_statement
invoice-ord-01047,ord-01047,2026-08-30,64030,issued,management_statement
invoice-ord-01048,ord-01048,2025-12-29,34016,issued,management_statement
invoice-ord-01049,ord-01049,2026-05-09,35662,issued,management_statement
invoice-ord-01050,ord-01050,2026-08-26,33476,issued,management_statement
invoice-ord-01051,ord-01051,2026-05-16,31810,issued,management_statement
invoice-ord-01052,ord-01052,2026-02-28,33815,issued,management_statement
invoice-ord-01053,ord-01053,2025-12-14,83883,issued,management_statement
invoice-ord-01055,ord-01055,2026-02-04,93343,issued,management_statement
invoice-ord-01056,ord-01056,2026-01-18,106033,issued,management_statement
invoice-ord-01057,ord-01057,2026-08-31,56241,issued,management_statement
invoice-ord-01059,ord-01059,2026-09-12,11641,issued,management_statement
invoice-ord-01060,ord-01060,2026-05-30,51078,issued,management_statement
invoice-ord-01061,ord-01061,2026-08-22,20532,issued,management_statement
invoice-ord-01062,ord-01062,2026-08-19,87547,issued,management_statement
invoice-ord-01064,ord-01064,2026-06-28,54864,issued,management_statement
invoice-ord-01068,ord-01068,2026-08-09,57459,issued,management_statement
