id,customer_id,channel,campaign_id,date,content_asset_id
session-01126,cust-0098,Organic,organic,2026-04-04,asset-04
session-01127,cust-0038,Paid Social,camp-move,2025-12-27,asset-02
session-01128,cust-0227,Instagram,camp-studio,2026-08-12,asset-01
session-01129,cust-0308,Paid Social,camp-move,2026-04-09,asset-02
session-01130,cust-0128,Instagram,camp-studio,2026-03-14,asset-01
session-01131,cust-0261,Paid Social,camp-move,2026-05-18,asset-02
session-01132,cust-0276,Instagram,camp-studio,2025-12-21,asset-01
session-01133,cust-0080,Instagram,camp-studio,2026-03-27,asset-01
session-01134,cust-0265,DM,camp-private,2026-05-17,asset-03
session-01135,cust-0156,Instagram,camp-studio,2026-09-05,asset-01
session-01136,cust-0391,Instagram,camp-studio,2026-04-22,asset-01
session-01137,cust-0132,Organic,organic,2026-04-14,asset-04
session-01138,cust-0111,Paid Social,camp-move,2026-08-01,asset-02
session-01139,cust-0200,Organic,organic,2026-09-05,asset-04
session-01140,cust-0225,Instagram,camp-studio,2026-02-09,asset-01
session-01141,cust-0339,Paid Social,camp-move,2026-02-02,asset-02
session-01142,cust-0161,Organic,organic,2026-08-16,asset-04
session-01143,cust-0383,Instagram,camp-studio,2025-10-27,asset-01
session-01144,cust-0031,Paid Social,camp-move,2026-06-28,asset-02
session-01145,cust-0295,DM,camp-private,2026-03-07,asset-03
session-01146,cust-0263,Paid Social,camp-move,2026-04-30,asset-02
session-01147,cust-0379,DM,camp-private,2026-06-08,asset-03
session-01148,cust-0206,Instagram,camp-studio,2026-07-12,asset-01
session-01149,cust-0341,Organic,organic,2026-01-20,asset-04
session-01150,cust-0076,Instagram,camp-studio,2026-04-04,asset-01
session-01151,cust-0118,Instagram,camp-studio,2026-08-20,asset-01
session-01152,cust-0226,Organic,organic,2026-01-15,asset-04
session-01153,cust-0225,Instagram,camp-studio,2026-04-14,asset-01
session-01154,cust-0371,Instagram,camp-studio,2026-06-12,asset-01
session-01155,cust-0185,Instagram,camp-studio,2026-05-22,asset-01
session-01156,cust-0223,Instagram,camp-studio,2026-08-18,asset-01
session-01157,cust-0024,Organic,organic,2026-06-07,asset-04
session-01158,cust-0090,Organic,organic,2026-06-09,asset-04
session-01159,cust-0105,Paid Social,camp-move,2026-03-07,asset-02
session-01160,cust-0241,DM,camp-private,2025-10-26,asset-03
session-01161,cust-0034,Organic,organic,2026-05-09,asset-04
session-01162,cust-0001,Paid Social,camp-move,2026-02-25,asset-02
session-01163,cust-0293,Instagram,camp-studio,2026-08-21,asset-01
session-01164,cust-0095,Instagram,camp-studio,2026-08-20,asset-01
session-01165,cust-0137,Instagram,camp-studio,2026-06-01,asset-01
session-01166,cust-0198,Instagram,camp-studio,2026-08-10,asset-01
session-01167,cust-0097,Organic,organic,2026-08-07,asset-04
session-01168,cust-0173,Organic,organic,2026-03-10,asset-04
session-01169,cust-0343,Organic,organic,2026-03-12,asset-04
session-01170,cust-0235,Instagram,camp-studio,2025-11-12,asset-01
session-01171,cust-0262,Instagram,camp-studio,2026-08-25,asset-01
session-01172,cust-0078,Organic,organic,2026-07-06,asset-04
session-01173,cust-0052,Instagram,camp-studio,2026-09-03,asset-01
session-01174,cust-0313,Organic,organic,2026-09-13,asset-04
session-01175,cust-0376,DM,camp-private,2026-07-28,asset-03
session-01176,cust-0128,Instagram,camp-studio,2026-03-15,asset-01
session-01177,cust-0345,Organic,organic,2026-02-10,asset-04
session-01178,cust-0153,Paid Social,camp-move,2026-01-28,asset-02
session-01179,cust-0131,DM,camp-private,2026-07-17,asset-03
session-01180,cust-0116,Instagram,camp-studio,2026-06-13,asset-01
session-01181,cust-0341,Organic,organic,2026-05-29,asset-04
session-01182,cust-0376,Organic,organic,2026-02-05,asset-04
session-01183,cust-0114,Paid Social,camp-move,2026-07-21,asset-02
session-01184,cust-0342,Instagram,camp-studio,2026-04-16,asset-01
session-01185,cust-0364,Paid Social,camp-move,2026-07-26,asset-02
session-01186,cust-0222,Organic,organic,2026-08-27,asset-04
session-01187,cust-0130,Organic,organic,2026-04-29,asset-04
session-01188,cust-0395,DM,camp-private,2026-06-24,asset-03
session-01189,cust-0171,DM,camp-private,2026-03-21,asset-03
session-01190,cust-0047,Paid Social,camp-move,2026-08-14,asset-02
session-01191,cust-0225,Organic,organic,2026-03-24,asset-04
session-01192,cust-0365,Organic,organic,2026-08-31,asset-04
session-01193,cust-0069,Instagram,camp-studio,2026-04-03,asset-01
session-01194,cust-0043,Organic,organic,2026-03-01,asset-04
session-01195,cust-0226,Organic,organic,2026-08-19,asset-04
session-01196,cust-0266,Paid Social,camp-move,2026-07-15,asset-02
session-01197,cust-0187,Instagram,camp-studio,2026-03-06,asset-01
session-01198,cust-0275,Instagram,camp-studio,2026-03-14,asset-01
session-01199,cust-0255,Paid Social,camp-move,2026-07-17,asset-02
session-01200,cust-0034,Paid Social,camp-move,2026-05-09,asset-02
session-public-00001,,Instagram,camp-studio,2025-11-22,
session-public-00002,,Paid Social,camp-move,2026-03-10,asset-02
session-public-00003,,DM,camp-private,2025-11-06,asset-03
session-public-00004,,Organic,organic,2025-11-09,asset-04
session-public-00005,,Instagram,camp-studio,2026-04-16,asset-01
session-public-00006,,Paid Social,camp-move,2026-07-12,asset-02
session-public-00007,,DM,camp-private,2026-09-15,asset-03
session-public-00008,,Organic,organic,2026-09-07,asset-04
session-public-00009,,Instagram,camp-studio,2026-04-08,asset-01
session-public-00010,,Paid Social,camp-move,2026-04-18,
session-public-00011,,DM,camp-private,2026-04-05,asset-03
session-public-00012,,Organic,organic,2026-09-13,asset-04
session-public-00013,,Instagram,camp-studio,2026-05-22,asset-01
session-public-00014,,Paid Social,camp-move,2025-12-01,asset-02
session-public-00015,,DM,camp-private,2026-03-16,asset-03
session-public-00016,,Organic,organic,2025-12-24,asset-04
session-public-00017,,Instagram,camp-studio,2025-11-10,asset-01
session-public-00018,,Paid Social,camp-move,2026-02-28,asset-02
session-public-00019,,DM,camp-private,2026-03-22,
session-public-00020,,Organic,organic,2025-12-21,asset-04
session-public-00021,,Instagram,camp-studio,2026-09-19,asset-01
session-public-00022,,Paid Social,camp-move,2026-04-30,asset-02
session-public-00023,,DM,camp-private,2026-01-29,asset-03
session-public-00024,,Organic,organic,2026-06-04,asset-04
session-public-00025,,Instagram,camp-studio,2025-11-07,asset-01
session-public-00026,,Paid Social,camp-move,2025-12-25,asset-02
session-public-00027,,DM,camp-private,2026-02-02,asset-03
session-public-00028,,Organic,organic,2026-04-15,
session-public-00029,,Instagram,camp-studio,2026-01-02,asset-01
session-public-00030,,Paid Social,camp-move,2026-01-16,asset-02
session-public-00031,,DM,camp-private,2026-03-20,asset-03
session-public-00032,,Organic,organic,2026-08-19,asset-04
session-public-00033,,Instagram,camp-studio,2026-08-12,asset-01
session-public-00034,,Paid Social,camp-move,2025-11-02,asset-02
session-public-00035,,DM,camp-private,2026-03-14,asset-03
session-public-00036,,Organic,organic,2026-05-11,asset-04
session-public-00037,,Instagram,camp-studio,2025-11-09,
session-public-00038,,Paid Social,camp-move,2026-06-17,asset-02
session-public-00039,,DM,camp-private,2026-01-31,asset-03
session-public-00040,,Organic,organic,2025-10-02,asset-04
session-public-00041,,Instagram,camp-studio,2026-07-29,asset-01
session-public-00042,,Paid Social,camp-move,2025-10-23,asset-02
session-public-00043,,DM,camp-private,2026-07-04,asset-03
session-public-00044,,Organic,organic,2025-10-22,asset-04
session-public-00045,,Instagram,camp-studio,2026-09-06,asset-01
session-public-00046,,Paid Social,camp-move,2026-04-01,
session-public-00047,,DM,camp-private,2025-11-09,asset-03
session-public-00048,,Organic,organic,2025-12-17,asset-04
session-public-00049,,Instagram,camp-studio,2025-09-22,asset-01
session-public-00050,,Paid Social,camp-move,2026-06-19,asset-02
session-public-00051,,DM,camp-private,2025-09-28,asset-03
session-public-00052,,Organic,organic,2025-09-24,asset-04
session-public-00053,,Instagram,camp-studio,2026-03-08,asset-01
session-public-00054,,Paid Social,camp-move,2026-04-06,asset-02
session-public-00055,,DM,camp-private,2026-02-25,
session-public-00056,,Organic,organic,2025-10-06,asset-04
session-public-00057,,Instagram,camp-studio,2026-07-09,asset-01
session-public-00058,,Paid Social,camp-move,2026-07-07,asset-02
session-public-00059,,DM,camp-private,2026-04-01,asset-03
session-public-00060,,Organic,organic,2025-10-27,asset-04
session-public-00061,,Instagram,camp-studio,2025-12-19,asset-01
session-public-00062,,Paid Social,camp-move,2025-12-27,asset-02
session-public-00063,,DM,camp-private,2026-08-13,asset-03
session-public-00064,,Organic,organic,2026-08-05,
session-public-00065,,Instagram,camp-studio,2026-06-04,asset-01
session-public-00066,,Paid Social,camp-move,2025-12-24,asset-02
session-public-00067,,DM,camp-private,2026-06-23,asset-03
session-public-00068,,Organic,organic,2026-01-11,asset-04
session-public-00069,,Instagram,camp-studio,2026-03-17,asset-01
session-public-00070,,Paid Social,camp-move,2025-11-10,asset-02
session-public-00071,,DM,camp-private,2026-09-06,asset-03
session-public-00072,,Organic,organic,2025-12-10,asset-04
session-public-00073,,Instagram,camp-studio,2026-07-26,
session-public-00074,,Paid Social,camp-move,2026-04-01,asset-02
session-public-00075,,DM,camp-private,2026-07-12,asset-03
session-public-00076,,Organic,organic,2025-12-21,asset-04
session-public-00077,,Instagram,camp-studio,2026-05-05,asset-01
session-public-00078,,Paid Social,camp-move,2026-09-18,asset-02
session-public-00079,,DM,camp-private,2025-12-21,asset-03
session-public-00080,,Organic,organic,2026-06-08,asset-04
session-public-00081,,Instagram,camp-studio,2025-12-07,asset-01
session-public-00082,,Paid Social,camp-move,2026-05-07,
session-public-00083,,DM,camp-private,2025-10-07,asset-03
session-public-00084,,Organic,organic,2026-08-06,asset-04
session-public-00085,,Instagram,camp-studio,2025-10-11,asset-01
session-public-00086,,Paid Social,camp-move,2026-06-24,asset-02
session-public-00087,,DM,camp-private,2025-11-22,asset-03
session-public-00088,,Organic,organic,2026-02-28,asset-04
session-public-00089,,Instagram,camp-studio,2026-02-18,asset-01
session-public-00090,,Paid Social,camp-move,2025-11-16,asset-02
session-public-00091,,DM,camp-private,2026-03-19,
session-public-00092,,Organic,organic,2026-09-06,asset-04
session-public-00093,,Instagram,camp-studio,2025-12-23,asset-01
session-public-00094,,Paid Social,camp-move,2026-07-21,asset-02
session-public-00095,,DM,camp-private,2026-06-14,asset-03
session-public-00096,,Organic,organic,2025-12-16,asset-04
session-public-00097,,Instagram,camp-studio,2025-11-12,asset-01
session-public-00098,,Paid Social,camp-move,2026-06-03,asset-02
session-public-00099,,DM,camp-private,2025-12-29,asset-03
session-public-00100,,Organic,organic,2026-07-27,
session-public-00101,,Instagram,camp-studio,2025-12-10,asset-01
session-public-00102,,Paid Social,camp-move,2026-08-01,asset-02
session-public-00103,,DM,camp-private,2026-03-13,asset-03
session-public-00104,,Organic,organic,2026-05-12,asset-04
session-public-00105,,Instagram,camp-studio,2026-08-25,asset-01
session-public-00106,,Paid Social,camp-move,2026-06-29,asset-02
session-public-00107,,DM,camp-private,2026-04-09,asset-03
session-public-00108,,Organic,organic,2026-05-09,asset-04
session-public-00109,,Instagram,camp-studio,2025-11-20,
session-public-00110,,Paid Social,camp-move,2026-08-30,asset-02
session-public-00111,,DM,camp-private,2026-07-02,asset-03
session-public-00112,,Organic,organic,2025-10-25,asset-04
session-public-00113,,Instagram,camp-studio,2026-03-14,asset-01
session-public-00114,,Paid Social,camp-move,2026-01-26,asset-02
session-public-00115,,DM,camp-private,2026-03-28,asset-03
session-public-00116,,Organic,organic,2025-12-03,asset-04
session-public-00117,,Instagram,camp-studio,2026-01-22,asset-01
session-public-00118,,Paid Social,camp-move,2026-05-31,
session-public-00119,,DM,camp-private,2025-12-27,asset-03
session-public-00120,,Organic,organic,2026-04-16,asset-04
session-public-00121,,Instagram,camp-studio,2025-10-13,asset-01
session-public-00122,,Paid Social,camp-move,2026-03-24,asset-02
session-public-00123,,DM,camp-private,2025-10-22,asset-03
session-public-00124,,Organic,organic,2026-05-25,asset-04
session-public-00125,,Instagram,camp-studio,2026-08-25,asset-01
session-public-00126,,Paid Social,camp-move,2026-09-19,asset-02
session-public-00127,,DM,camp-private,2026-07-21,
session-public-00128,,Organic,organic,2025-11-11,asset-04
session-public-00129,,Instagram,camp-studio,2026-06-15,asset-01
session-public-00130,,Paid Social,camp-move,2025-11-07,asset-02
session-public-00131,,DM,camp-private,2026-08-27,asset-03
session-public-00132,,Organic,organic,2026-08-23,asset-04
session-public-00133,,Instagram,camp-studio,2026-03-05,asset-01
session-public-00134,,Paid Social,camp-move,2026-06-18,asset-02
session-public-00135,,DM,camp-private,2026-07-07,asset-03
session-public-00136,,Organic,organic,2026-07-13,
session-public-00137,,Instagram,camp-studio,2026-09-16,asset-01
session-public-00138,,Paid Social,camp-move,2026-06-21,asset-02
session-public-00139,,DM,camp-private,2026-06-16,asset-03
session-public-00140,,Organic,organic,2026-04-11,asset-04
session-public-00141,,Instagram,camp-studio,2026-06-28,asset-01
session-public-00142,,Paid Social,camp-move,2026-08-17,asset-02
session-public-00143,,DM,camp-private,2026-01-02,asset-03
session-public-00144,,Organic,organic,2026-02-13,asset-04
session-public-00145,,Instagram,camp-studio,2026-03-05,
session-public-00146,,Paid Social,camp-move,2025-11-30,asset-02
session-public-00147,,DM,camp-private,2026-05-09,asset-03
session-public-00148,,Organic,organic,2026-01-01,asset-04
session-public-00149,,Instagram,camp-studio,2026-02-18,asset-01
session-public-00150,,Paid Social,camp-move,2026-08-08,asset-02
session-public-00151,,DM,camp-private,2026-04-28,asset-03
session-public-00152,,Organic,organic,2026-04-16,asset-04
session-public-00153,,Instagram,camp-studio,2026-05-02,asset-01
session-public-00154,,Paid Social,camp-move,2026-04-03,
session-public-00155,,DM,camp-private,2025-11-03,asset-03
session-public-00156,,Organic,organic,2026-05-31,asset-04
session-public-00157,,Instagram,camp-studio,2025-10-04,asset-01
session-public-00158,,Paid Social,camp-move,2026-05-31,asset-02
session-public-00159,,DM,camp-private,2025-11-14,asset-03
session-public-00160,,Organic,organic,2026-03-05,asset-04
session-public-00161,,Instagram,camp-studio,2026-07-06,asset-01
session-public-00162,,Paid Social,camp-move,2026-05-27,asset-02
session-public-00163,,DM,camp-private,2026-07-31,
session-public-00164,,Organic,organic,2026-04-09,asset-04
session-public-00165,,Instagram,camp-studio,2026-02-25,asset-01
session-public-00166,,Paid Social,camp-move,2026-06-03,asset-02
session-public-00167,,DM,camp-private,2026-02-16,asset-03
session-public-00168,,Organic,organic,2026-09-07,asset-04
session-public-00169,,Instagram,camp-studio,2026-09-14,asset-01
session-public-00170,,Paid Social,camp-move,2025-10-20,asset-02
session-public-00171,,DM,camp-private,2026-06-19,asset-03
session-public-00172,,Organic,organic,2025-10-13,
session-public-00173,,Instagram,camp-studio,2025-12-27,asset-01
session-public-00174,,Paid Social,camp-move,2025-11-06,asset-02
session-public-00175,,DM,camp-private,2026-02-26,asset-03
session-public-00176,,Organic,organic,2026-07-19,asset-04
session-public-00177,,Instagram,camp-studio,2026-07-11,asset-01
session-public-00178,,Paid Social,camp-move,2026-06-26,asset-02
session-public-00179,,DM,camp-private,2025-12-19,asset-03
session-public-00180,,Organic,organic,2026-08-16,asset-04
session-public-00181,,Instagram,camp-studio,2026-03-01,
session-public-00182,,Paid Social,camp-move,2025-10-16,asset-02
session-public-00183,,DM,camp-private,2026-06-22,asset-03
session-public-00184,,Organic,organic,2025-10-06,asset-04
session-public-00185,,Instagram,camp-studio,2025-10-16,asset-01
session-public-00186,,Paid Social,camp-move,2026-02-24,asset-02
session-public-00187,,DM,camp-private,2026-04-07,asset-03
session-public-00188,,Organic,organic,2025-12-27,asset-04
session-public-00189,,Instagram,camp-studio,2026-03-21,asset-01
session-public-00190,,Paid Social,camp-move,2026-06-24,
session-public-00191,,DM,camp-private,2025-10-18,asset-03
session-public-00192,,Organic,organic,2026-09-07,asset-04
session-public-00193,,Instagram,camp-studio,2026-05-02,asset-01
session-public-00194,,Paid Social,camp-move,2026-06-09,asset-02
session-public-00195,,DM,camp-private,2026-06-17,asset-03
session-public-00196,,Organic,organic,2025-12-22,asset-04
session-public-00197,,Instagram,camp-studio,2026-06-09,asset-01
session-public-00198,,Paid Social,camp-move,2026-03-30,asset-02
session-public-00199,,DM,camp-private,2026-09-05,
session-public-00200,,Organic,organic,2026-09-14,asset-04
session-public-00201,,Instagram,camp-studio,2025-10-14,asset-01
session-public-00202,,Paid Social,camp-move,2026-01-09,asset-02
session-public-00203,,DM,camp-private,2025-11-11,asset-03
session-public-00204,,Organic,organic,2026-05-14,asset-04
session-public-00205,,Instagram,camp-studio,2025-12-26,asset-01
session-public-00206,,Paid Social,camp-move,2026-01-13,asset-02
session-public-00207,,DM,camp-private,2026-09-21,asset-03
session-public-00208,,Organic,organic,2026-03-04,
session-public-00209,,Instagram,camp-studio,2025-10-29,asset-01
session-public-00210,,Paid Social,camp-move,2026-01-04,asset-02
session-public-00211,,DM,camp-private,2026-06-02,asset-03
session-public-00212,,Organic,organic,2026-01-05,asset-04
session-public-00213,,Instagram,camp-studio,2026-07-11,asset-01
session-public-00214,,Paid Social,camp-move,2026-08-15,asset-02
session-public-00215,,DM,camp-private,2026-08-01,asset-03
session-public-00216,,Organic,organic,2025-09-29,asset-04
session-public-00217,,Instagram,camp-studio,2025-10-15,
session-public-00218,,Paid Social,camp-move,2026-04-05,asset-02
session-public-00219,,DM,camp-private,2026-01-05,asset-03
session-public-00220,,Organic,organic,2026-09-09,asset-04
session-public-00221,,Instagram,camp-studio,2025-11-20,asset-01
session-public-00222,,Paid Social,camp-move,2026-02-17,asset-02
session-public-00223,,DM,camp-private,2025-09-24,asset-03
session-public-00224,,Organic,organic,2026-01-23,asset-04
session-public-00225,,Instagram,camp-studio,2026-08-25,asset-01
session-public-00226,,Paid Social,camp-move,2026-03-10,
session-public-00227,,DM,camp-private,2025-12-21,asset-03
session-public-00228,,Organic,organic,2026-04-09,asset-04
session-public-00229,,Instagram,camp-studio,2026-01-16,asset-01
session-public-00230,,Paid Social,camp-move,2026-03-31,asset-02
session-public-00231,,DM,camp-private,2026-04-15,asset-03
session-public-00232,,Organic,organic,2025-10-14,asset-04
session-public-00233,,Instagram,camp-studio,2025-12-10,asset-01
session-public-00234,,Paid Social,camp-move,2025-12-03,asset-02
session-public-00235,,DM,camp-private,2026-07-25,
session-public-00236,,Organic,organic,2026-01-26,asset-04
session-public-00237,,Instagram,camp-studio,2026-08-06,asset-01
session-public-00238,,Paid Social,camp-move,2026-08-30,asset-02
session-public-00239,,DM,camp-private,2026-02-01,asset-03
session-public-00240,,Organic,organic,2026-04-26,asset-04
session-public-00241,,Instagram,camp-studio,2026-09-05,asset-01
session-public-00242,,Paid Social,camp-move,2026-07-11,asset-02
session-public-00243,,DM,camp-private,2026-09-20,asset-03
session-public-00244,,Organic,organic,2026-08-08,
session-public-00245,,Instagram,camp-studio,2026-02-27,asset-01
session-public-00246,,Paid Social,camp-move,2026-01-04,asset-02
session-public-00247,,DM,camp-private,2026-08-22,asset-03
session-public-00248,,Organic,organic,2026-02-08,asset-04
session-public-00249,,Instagram,camp-studio,2026-04-19,asset-01
session-public-00250,,Paid Social,camp-move,2026-09-10,asset-02
session-public-00251,,DM,camp-private,2025-09-27,asset-03
session-public-00252,,Organic,organic,2026-04-22,asset-04
session-public-00253,,Instagram,camp-studio,2026-04-21,
session-public-00254,,Paid Social,camp-move,2026-04-03,asset-02
session-public-00255,,DM,camp-private,2026-02-11,asset-03
session-public-00256,,Organic,organic,2025-12-28,asset-04
session-public-00257,,Instagram,camp-studio,2026-05-29,asset-01
session-public-00258,,Paid Social,camp-move,2026-01-29,asset-02
session-public-00259,,DM,camp-private,2026-07-26,asset-03
session-public-00260,,Organic,organic,2025-09-27,asset-04
session-public-00261,,Instagram,camp-studio,2026-08-08,asset-01
session-public-00262,,Paid Social,camp-move,2026-09-11,
session-public-00263,,DM,camp-private,2026-04-12,asset-03
session-public-00264,,Organic,organic,2025-10-13,asset-04
session-public-00265,,Instagram,camp-studio,2026-09-13,asset-01
session-public-00266,,Paid Social,camp-move,2026-05-09,asset-02
session-public-00267,,DM,camp-private,2025-11-26,asset-03
session-public-00268,,Organic,organic,2026-08-27,asset-04
session-public-00269,,Instagram,camp-studio,2026-09-10,asset-01
session-public-00270,,Paid Social,camp-move,2026-01-14,asset-02
session-public-00271,,DM,camp-private,2025-10-28,
session-public-00272,,Organic,organic,2026-08-14,asset-04
session-public-00273,,Instagram,camp-studio,2025-11-19,asset-01
session-public-00274,,Paid Social,camp-move,2025-11-20,asset-02
session-public-00275,,DM,camp-private,2025-12-12,asset-03
session-public-00276,,Organic,organic,2026-05-30,asset-04
session-public-00277,,Instagram,camp-studio,2025-10-26,asset-01
session-public-00278,,Paid Social,camp-move,2025-12-24,asset-02
session-public-00279,,DM,camp-private,2026-06-23,asset-03
session-public-00280,,Organic,organic,2026-03-08,
session-public-00281,,Instagram,camp-studio,2025-12-16,asset-01
session-public-00282,,Paid Social,camp-move,2026-01-31,asset-02
session-public-00283,,DM,camp-private,2026-09-05,asset-03
session-public-00284,,Organic,organic,2026-09-12,asset-04
session-public-00285,,Instagram,camp-studio,2026-04-13,asset-01
session-public-00286,,Paid Social,camp-move,2026-02-14,asset-02
session-public-00287,,DM,camp-private,2026-06-23,asset-03
session-public-00288,,Organic,organic,2026-02-15,asset-04
session-public-00289,,Instagram,camp-studio,2026-02-14,
session-public-00290,,Paid Social,camp-move,2026-07-10,asset-02
session-public-00291,,DM,camp-private,2026-02-02,asset-03
session-public-00292,,Organic,organic,2025-11-16,asset-04
session-public-00293,,Instagram,camp-studio,2025-11-22,asset-01
session-public-00294,,Paid Social,camp-move,2026-04-12,asset-02
session-public-00295,,DM,camp-private,2026-01-03,asset-03
session-public-00296,,Organic,organic,2025-11-05,asset-04
session-public-00297,,Instagram,camp-studio,2026-07-03,asset-01
session-public-00298,,Paid Social,camp-move,2026-06-03,
session-public-00299,,DM,camp-private,2026-01-02,asset-03
session-public-00300,,Organic,organic,2025-11-26,asset-04
session-public-00301,,Instagram,camp-studio,2026-06-14,asset-01
session-public-00302,,Paid Social,camp-move,2025-10-10,asset-02
session-public-00303,,DM,camp-private,2026-05-20,asset-03
session-public-00304,,Organic,organic,2026-05-25,asset-04
session-public-00305,,Instagram,camp-studio,2025-11-16,asset-01
session-public-00306,,Paid Social,camp-move,2025-11-18,asset-02
session-public-00307,,DM,camp-private,2026-01-17,
session-public-00308,,Organic,organic,2025-10-11,asset-04
session-public-00309,,Instagram,camp-studio,2026-04-08,asset-01
session-public-00310,,Paid Social,camp-move,2025-12-25,asset-02
session-public-00311,,DM,camp-private,2025-11-03,asset-03
session-public-00312,,Organic,organic,2026-09-12,asset-04
session-public-00313,,Instagram,camp-studio,2025-10-26,asset-01
session-public-00314,,Paid Social,camp-move,2026-01-23,asset-02
session-public-00315,,DM,camp-private,2026-05-03,asset-03
session-public-00316,,Organic,organic,2026-08-03,
session-public-00317,,Instagram,camp-studio,2026-03-30,asset-01
session-public-00318,,Paid Social,camp-move,2026-05-04,asset-02
session-public-00319,,DM,camp-private,2025-12-04,asset-03
session-public-00320,,Organic,organic,2026-05-06,asset-04
session-public-00321,,Instagram,camp-studio,2026-07-24,asset-01
session-public-00322,,Paid Social,camp-move,2025-10-13,asset-02
session-public-00323,,DM,camp-private,2026-08-27,asset-03
session-public-00324,,Organic,organic,2026-06-06,asset-04
session-public-00325,,Instagram,camp-studio,2025-12-27,
session-public-00326,,Paid Social,camp-move,2026-01-07,asset-02
session-public-00327,,DM,camp-private,2026-03-03,asset-03
session-public-00328,,Organic,organic,2025-10-14,asset-04
session-public-00329,,Instagram,camp-studio,2026-07-10,asset-01
session-public-00330,,Paid Social,camp-move,2025-09-29,asset-02
session-public-00331,,DM,camp-private,2025-12-09,asset-03
session-public-00332,,Organic,organic,2026-03-15,asset-04
session-public-00333,,Instagram,camp-studio,2026-01-28,asset-01
session-public-00334,,Paid Social,camp-move,2025-12-20,
session-public-00335,,DM,camp-private,2026-03-20,asset-03
session-public-00336,,Organic,organic,2026-05-16,asset-04
session-public-00337,,Instagram,camp-studio,2026-01-02,asset-01
session-public-00338,,Paid Social,camp-move,2026-08-17,asset-02
session-public-00339,,DM,camp-private,2025-10-20,asset-03
session-public-00340,,Organic,organic,2026-04-10,asset-04
session-public-00341,,Instagram,camp-studio,2026-04-04,asset-01
session-public-00342,,Paid Social,camp-move,2025-12-09,asset-02
session-public-00343,,DM,camp-private,2026-02-18,
session-public-00344,,Organic,organic,2026-06-07,asset-04
session-public-00345,,Instagram,camp-studio,2025-10-24,asset-01
session-public-00346,,Paid Social,camp-move,2026-01-15,asset-02
session-public-00347,,DM,camp-private,2025-12-25,asset-03
session-public-00348,,Organic,organic,2026-08-09,asset-04
session-public-00349,,Instagram,camp-studio,2025-12-30,asset-01
session-public-00350,,Paid Social,camp-move,2026-03-12,asset-02
session-public-00351,,DM,camp-private,2026-08-24,asset-03
session-public-00352,,Organic,organic,2026-05-04,
session-public-00353,,Instagram,camp-studio,2025-10-04,asset-01
session-public-00354,,Paid Social,camp-move,2026-05-05,asset-02
session-public-00355,,DM,camp-private,2025-10-27,asset-03
session-public-00356,,Organic,organic,2026-01-25,asset-04
session-public-00357,,Instagram,camp-studio,2026-07-27,asset-01
session-public-00358,,Paid Social,camp-move,2026-06-19,asset-02
session-public-00359,,DM,camp-private,2026-02-16,asset-03
session-public-00360,,Organic,organic,2026-07-04,asset-04
session-public-00361,,Instagram,camp-studio,2025-12-13,
session-public-00362,,Paid Social,camp-move,2025-12-04,asset-02
session-public-00363,,DM,camp-private,2026-06-29,asset-03
session-public-00364,,Organic,organic,2026-03-03,asset-04
session-public-00365,,Instagram,camp-studio,2025-10-21,asset-01
session-public-00366,,Paid Social,camp-move,2025-11-18,asset-02
session-public-00367,,DM,camp-private,2026-09-07,asset-03
session-public-00368,,Organic,organic,2025-10-25,asset-04
session-public-00369,,Instagram,camp-studio,2026-04-19,asset-01
session-public-00370,,Paid Social,camp-move,2026-06-14,
session-public-00371,,DM,camp-private,2026-06-22,asset-03
session-public-00372,,Organic,organic,2025-09-30,asset-04
session-public-00373,,Instagram,camp-studio,2026-08-04,asset-01
session-public-00374,,Paid Social,camp-move,2025-12-17,asset-02
session-public-00375,,DM,camp-private,2026-03-05,asset-03
session-public-00376,,Organic,organic,2026-03-30,asset-04
session-public-00377,,Instagram,camp-studio,2025-10-11,asset-01
session-public-00378,,Paid Social,camp-move,2025-12-04,asset-02
session-public-00379,,DM,camp-private,2025-11-14,
session-public-00380,,Organic,organic,2026-09-07,asset-04
session-public-00381,,Instagram,camp-studio,2026-01-19,asset-01
session-public-00382,,Paid Social,camp-move,2025-09-25,asset-02
session-public-00383,,DM,camp-private,2026-04-05,asset-03
session-public-00384,,Organic,organic,2025-09-23,asset-04
session-public-00385,,Instagram,camp-studio,2026-07-07,asset-01
session-public-00386,,Paid Social,camp-move,2025-10-21,asset-02
session-public-00387,,DM,camp-private,2026-04-08,asset-03
session-public-00388,,Organic,organic,2026-07-09,
session-public-00389,,Instagram,camp-studio,2025-11-22,asset-01
session-public-00390,,Paid Social,camp-move,2026-01-14,asset-02
session-public-00391,,DM,camp-private,2026-08-09,asset-03
session-public-00392,,Organic,organic,2025-10-10,asset-04
session-public-00393,,Instagram,camp-studio,2026-07-07,asset-01
session-public-00394,,Paid Social,camp-move,2026-06-28,asset-02
session-public-00395,,DM,camp-private,2025-10-29,asset-03
session-public-00396,,Organic,organic,2025-10-02,asset-04
session-public-00397,,Instagram,camp-studio,2026-08-20,
session-public-00398,,Paid Social,camp-move,2026-05-23,asset-02
session-public-00399,,DM,camp-private,2026-07-11,asset-03
session-public-00400,,Organic,organic,2026-08-18,asset-04
