id,customer_id,channel,campaign_id,date,delivered_date,status
ord-00376,cust-0376,Paid Social,camp-move,2026-07-24,2026-07-26,delivered
ord-00377,cust-0377,DM,camp-private,2026-06-24,2026-06-26,delivered
ord-00378,cust-0378,Instagram,camp-studio,2026-01-09,2026-01-13,delivered
ord-00379,cust-0379,DM,camp-private,2026-06-08,2026-06-11,delivered
ord-00380,cust-0380,Instagram,camp-studio,2026-03-01,2026-03-06,delivered
ord-00381,cust-0381,DM,camp-private,2025-12-20,2025-12-24,delivered
ord-00382,cust-0382,Instagram,camp-studio,2026-08-08,2026-08-10,delivered
ord-00383,cust-0383,Instagram,camp-studio,2026-07-21,2026-07-25,delivered
ord-00384,cust-0384,Paid Social,camp-move,2026-03-28,,pending
ord-00385,cust-0385,Paid Social,camp-move,2026-03-30,2026-04-02,delivered
ord-00386,cust-0386,Instagram,camp-studio,2026-06-12,2026-06-15,delivered
ord-00387,cust-0387,Instagram,camp-studio,2026-05-29,2026-06-01,delivered
ord-00388,cust-0388,Instagram,camp-studio,2026-05-04,,cancelled
ord-00389,cust-0389,Paid Social,camp-move,2026-06-27,2026-06-29,delivered
ord-00390,cust-0390,Paid Social,camp-move,2026-09-17,2026-09-19,delivered
ord-00391,cust-0391,Instagram,camp-studio,2026-08-17,2026-08-20,delivered
ord-00392,cust-0392,Paid Social,camp-move,2026-08-01,2026-08-06,delivered
ord-00393,cust-0393,DM,camp-private,2026-08-22,,pending
ord-00394,cust-0394,Organic,organic,2026-06-19,2026-06-24,delivered
ord-00395,cust-0395,Instagram,camp-studio,2026-06-10,,shipped
ord-00396,cust-0396,DM,camp-private,2026-08-29,,paid
ord-00397,cust-0397,Instagram,camp-studio,2026-07-02,,shipped
ord-00398,cust-0398,Paid Social,camp-move,2026-06-16,,pending
ord-00399,cust-0399,Paid Social,camp-move,2026-09-13,2026-09-17,delivered
ord-00400,cust-0400,Paid Social,camp-move,2026-06-27,2026-06-29,delivered
ord-00401,cust-0353,Paid Social,camp-move,2026-07-17,2026-07-22,delivered
ord-00402,cust-0314,Organic,organic,2026-07-03,2026-07-06,delivered
ord-00403,cust-0397,Paid Social,camp-move,2026-09-18,,paid
ord-00404,cust-0359,Instagram,camp-studio,2026-08-30,2026-09-03,delivered
ord-00405,cust-0200,Instagram,camp-studio,2026-08-13,2026-08-16,delivered
ord-00406,cust-0190,DM,camp-private,2025-11-18,,shipped
ord-00407,cust-0306,Organic,organic,2026-04-04,,paid
ord-00408,cust-0266,Instagram,camp-studio,2026-04-20,,paid
ord-00409,cust-0185,DM,camp-private,2026-01-22,,cancelled
ord-00410,cust-0287,Instagram,camp-studio,2026-07-17,,cancelled
ord-00411,cust-0055,Instagram,camp-studio,2026-07-05,2026-07-07,delivered
ord-00412,cust-0227,Paid Social,camp-move,2026-04-03,,shipped
ord-00413,cust-0301,Paid Social,camp-move,2026-05-26,2026-05-31,delivered
ord-00414,cust-0162,Organic,organic,2026-04-21,2026-04-23,delivered
ord-00415,cust-0384,Instagram,camp-studio,2026-03-16,,pending
ord-00416,cust-0350,Paid Social,camp-move,2025-12-28,2025-12-31,delivered
ord-00417,cust-0183,Organic,organic,2026-06-25,2026-06-27,delivered
ord-00418,cust-0278,Organic,organic,2025-12-29,2026-01-02,delivered
ord-00419,cust-0392,Instagram,camp-studio,2026-08-01,2026-08-04,delivered
ord-00420,cust-0358,Paid Social,camp-move,2026-06-14,,shipped
ord-00421,cust-0138,Organic,organic,2026-05-21,2026-05-24,delivered
ord-00422,cust-0144,Instagram,camp-studio,2026-09-05,2026-09-08,delivered
ord-00423,cust-0196,Instagram,camp-studio,2026-07-09,,cancelled
ord-00424,cust-0162,Instagram,camp-studio,2026-05-29,2026-05-31,delivered
ord-00425,cust-0134,Paid Social,camp-move,2026-03-25,2026-03-29,delivered
ord-00426,cust-0146,Instagram,camp-studio,2026-07-24,2026-07-29,delivered
ord-00427,cust-0176,Instagram,camp-studio,2026-08-15,,shipped
ord-00428,cust-0400,DM,camp-private,2026-03-26,2026-03-31,delivered
ord-00429,cust-0108,Paid Social,camp-move,2025-12-16,2025-12-21,delivered
ord-00430,cust-0043,Instagram,camp-studio,2025-12-10,2025-12-15,delivered
ord-00431,cust-0183,Organic,organic,2026-06-25,2026-06-29,delivered
ord-00432,cust-0234,DM,camp-private,2026-08-11,,pending
ord-00433,cust-0247,Instagram,camp-studio,2026-06-25,2026-06-29,delivered
ord-00434,cust-0274,DM,camp-private,2026-04-16,2026-04-21,delivered
ord-00435,cust-0288,Paid Social,camp-move,2026-05-03,2026-05-08,delivered
ord-00436,cust-0265,Organic,organic,2026-08-01,,shipped
ord-00437,cust-0327,DM,camp-private,2026-05-13,2026-05-18,delivered
ord-00438,cust-0225,Instagram,camp-studio,2026-01-26,2026-01-31,delivered
ord-00439,cust-0075,Instagram,camp-studio,2025-11-12,2025-11-17,delivered
ord-00440,cust-0227,DM,camp-private,2026-01-26,2026-01-31,delivered
ord-00441,cust-0160,Instagram,camp-studio,2026-03-06,,shipped
ord-00442,cust-0153,Paid Social,camp-move,2026-01-28,2026-01-31,delivered
ord-00443,cust-0142,Instagram,camp-studio,2026-08-09,,paid
ord-00444,cust-0183,Instagram,camp-studio,2026-08-18,2026-08-20,delivered
ord-00445,cust-0353,Instagram,camp-studio,2026-07-17,2026-07-19,delivered
ord-00446,cust-0098,Instagram,camp-studio,2026-07-09,2026-07-14,delivered
ord-00447,cust-0233,Organic,organic,2026-07-20,2026-07-23,delivered
ord-00448,cust-0370,DM,camp-private,2025-10-29,2025-11-03,delivered
ord-00449,cust-0050,DM,camp-private,2026-06-16,2026-06-19,delivered
ord-00450,cust-0320,DM,camp-private,2026-09-16,2026-09-19,delivered
ord-00451,cust-0041,Organic,organic,2026-05-19,2026-05-24,delivered
ord-00452,cust-0021,Organic,organic,2025-11-08,2025-11-11,delivered
ord-00453,cust-0099,DM,camp-private,2026-06-18,2026-06-21,delivered
ord-00454,cust-0346,DM,camp-private,2026-07-15,2026-07-17,delivered
ord-00455,cust-0282,Organic,organic,2026-03-07,2026-03-12,delivered
ord-00456,cust-0193,Organic,organic,2026-06-30,2026-07-05,delivered
ord-00457,cust-0266,Organic,organic,2026-04-20,2026-04-24,delivered
ord-00458,cust-0354,Organic,organic,2026-07-08,2026-07-11,delivered
ord-00459,cust-0154,Paid Social,camp-move,2026-07-02,2026-07-05,delivered
ord-00460,cust-0354,Paid Social,camp-move,2026-09-16,,pending
ord-00461,cust-0309,DM,camp-private,2026-02-04,2026-02-06,delivered
ord-00462,cust-0375,Organic,organic,2026-04-11,,shipped
ord-00463,cust-0076,Instagram,camp-studio,2026-04-04,2026-04-06,delivered
ord-00464,cust-0358,Organic,organic,2026-01-04,2026-01-07,delivered
ord-00465,cust-0377,Instagram,camp-studio,2026-06-24,2026-06-29,delivered
ord-00466,cust-0305,Instagram,camp-studio,2026-08-23,2026-08-27,delivered
ord-00467,cust-0023,Instagram,camp-studio,2026-01-19,2026-01-21,delivered
ord-00468,cust-0012,Instagram,camp-studio,2026-03-10,2026-03-13,delivered
ord-00469,cust-0073,DM,camp-private,2026-09-12,2026-09-14,delivered
ord-00470,cust-0139,Organic,organic,2026-08-27,,shipped
ord-00471,cust-0261,Instagram,camp-studio,2026-09-20,,pending
ord-00472,cust-0235,Organic,organic,2026-07-06,2026-07-09,delivered
ord-00473,cust-0010,DM,camp-private,2026-03-18,2026-03-22,delivered
ord-00474,cust-0144,Instagram,camp-studio,2026-09-05,,pending
ord-00475,cust-0314,DM,camp-private,2026-08-08,2026-08-11,delivered
ord-00476,cust-0106,Instagram,camp-studio,2026-08-22,2026-08-25,delivered
ord-00477,cust-0395,DM,camp-private,2025-12-05,2025-12-08,delivered
ord-00478,cust-0382,Organic,organic,2026-08-14,2026-08-17,delivered
ord-00479,cust-0184,DM,camp-private,2026-06-20,2026-06-25,delivered
ord-00480,cust-0084,Instagram,camp-studio,2026-01-07,2026-01-09,delivered
ord-00481,cust-0104,Instagram,camp-studio,2026-09-07,,pending
ord-00482,cust-0235,Paid Social,camp-move,2026-01-26,,paid
ord-00483,cust-0381,DM,camp-private,2026-07-11,2026-07-13,delivered
ord-00484,cust-0203,Paid Social,camp-move,2025-11-26,2025-11-28,delivered
ord-00485,cust-0073,Organic,organic,2026-05-17,2026-05-19,delivered
ord-00486,cust-0303,Organic,organic,2026-09-21,,pending
ord-00487,cust-0269,Paid Social,camp-move,2026-09-19,,shipped
ord-00488,cust-0088,Paid Social,camp-move,2026-09-06,,shipped
ord-00489,cust-0061,Organic,organic,2026-02-19,2026-02-23,delivered
ord-00490,cust-0338,Paid Social,camp-move,2026-07-23,2026-07-25,delivered
ord-00491,cust-0017,Paid Social,camp-move,2026-08-29,2026-09-02,delivered
ord-00492,cust-0146,DM,camp-private,2026-07-31,,shipped
ord-00493,cust-0019,Organic,organic,2025-11-08,2025-11-13,delivered
ord-00494,cust-0242,Instagram,camp-studio,2025-11-29,,paid
ord-00495,cust-0312,Instagram,camp-studio,2026-04-26,2026-04-30,delivered
ord-00496,cust-0255,Organic,organic,2026-06-01,,pending
ord-00497,cust-0316,Paid Social,camp-move,2026-05-29,2026-06-01,delivered
ord-00498,cust-0004,DM,camp-private,2025-11-19,2025-11-21,delivered
ord-00499,cust-0243,DM,camp-private,2026-03-10,2026-03-15,delivered
ord-00500,cust-0212,Organic,organic,2026-01-08,2026-01-12,delivered
ord-00501,cust-0077,Organic,organic,2026-02-12,2026-02-17,delivered
ord-00502,cust-0305,Organic,organic,2025-12-15,,shipped
ord-00503,cust-0255,Paid Social,camp-move,2026-05-22,,paid
ord-00504,cust-0013,Organic,organic,2026-05-27,2026-05-31,delivered
ord-00505,cust-0074,Organic,organic,2026-01-19,,pending
ord-00506,cust-0268,Instagram,camp-studio,2025-11-20,,pending
ord-00507,cust-0024,Paid Social,camp-move,2026-06-07,,shipped
ord-00508,cust-0164,DM,camp-private,2026-05-05,2026-05-08,delivered
ord-00509,cust-0361,Paid Social,camp-move,2026-02-14,2026-02-18,delivered
ord-00510,cust-0242,Instagram,camp-studio,2026-09-02,2026-09-04,delivered
ord-00511,cust-0171,DM,camp-private,2026-01-01,,shipped
ord-00512,cust-0115,Organic,organic,2026-03-02,2026-03-06,delivered
ord-00513,cust-0244,Instagram,camp-studio,2025-11-18,2025-11-21,delivered
ord-00514,cust-0333,Organic,organic,2025-10-28,2025-11-02,delivered
ord-00515,cust-0247,Instagram,camp-studio,2026-04-06,2026-04-11,delivered
ord-00516,cust-0089,DM,camp-private,2026-08-27,,shipped
ord-00517,cust-0167,Instagram,camp-studio,2026-07-03,2026-07-07,delivered
ord-00518,cust-0395,Instagram,camp-studio,2026-04-04,,shipped
ord-00519,cust-0232,Instagram,camp-studio,2026-06-21,2026-06-26,delivered
ord-00520,cust-0177,DM,camp-private,2026-06-08,2026-06-13,delivered
ord-00521,cust-0028,DM,camp-private,2026-01-01,,paid
ord-00522,cust-0208,Paid Social,camp-move,2026-04-05,2026-04-08,delivered
ord-00523,cust-0079,Organic,organic,2026-08-13,,shipped
ord-00524,cust-0329,Organic,organic,2026-05-24,,pending
ord-00525,cust-0218,Organic,organic,2026-08-31,2026-09-03,delivered
ord-00526,cust-0280,Paid Social,camp-move,2026-07-14,,cancelled
ord-00527,cust-0354,Instagram,camp-studio,2026-07-08,,shipped
ord-00528,cust-0041,Organic,organic,2026-06-16,2026-06-21,delivered
ord-00529,cust-0241,DM,camp-private,2026-07-12,2026-07-16,delivered
ord-00530,cust-0027,Organic,organic,2026-08-24,,paid
ord-00531,cust-0143,Instagram,camp-studio,2026-01-29,2026-02-02,delivered
ord-00532,cust-0359,Paid Social,camp-move,2026-08-30,,paid
ord-00533,cust-0079,Organic,organic,2026-08-13,2026-08-18,delivered
ord-00534,cust-0060,Instagram,camp-studio,2026-07-01,2026-07-05,delivered
ord-00535,cust-0362,Paid Social,camp-move,2026-04-09,2026-04-14,delivered
ord-00536,cust-0273,Instagram,camp-studio,2026-08-14,,paid
ord-00537,cust-0051,DM,camp-private,2026-03-17,2026-03-20,delivered
ord-00538,cust-0354,Instagram,camp-studio,2026-07-08,2026-07-10,delivered
ord-00539,cust-0229,Instagram,camp-studio,2026-03-20,2026-03-23,delivered
ord-00540,cust-0062,Organic,organic,2026-08-09,2026-08-12,delivered
ord-00541,cust-0039,Paid Social,camp-move,2026-09-14,,cancelled
ord-00542,cust-0400,Instagram,camp-studio,2025-11-14,2025-11-19,delivered
ord-00543,cust-0331,Instagram,camp-studio,2026-06-20,2026-06-25,delivered
ord-00544,cust-0398,Instagram,camp-studio,2026-05-08,2026-05-10,delivered
ord-00545,cust-0201,Instagram,camp-studio,2026-07-13,,shipped
ord-00546,cust-0275,Instagram,camp-studio,2026-03-24,2026-03-26,delivered
ord-00547,cust-0175,Organic,organic,2026-02-21,,shipped
ord-00548,cust-0055,DM,camp-private,2026-08-10,2026-08-15,delivered
ord-00549,cust-0304,Paid Social,camp-move,2026-01-22,2026-01-26,delivered
ord-00550,cust-0009,Instagram,camp-studio,2026-02-09,2026-02-11,delivered
ord-00551,cust-0120,Instagram,camp-studio,2026-08-17,2026-08-19,delivered
ord-00552,cust-0067,Instagram,camp-studio,2026-09-17,2026-09-21,delivered
ord-00553,cust-0055,Paid Social,camp-move,2026-05-15,,paid
ord-00554,cust-0351,Paid Social,camp-move,2026-07-13,2026-07-16,delivered
ord-00555,cust-0073,Instagram,camp-studio,2026-04-22,2026-04-25,delivered
ord-00556,cust-0324,Paid Social,camp-move,2026-08-01,2026-08-06,delivered
ord-00557,cust-0396,DM,camp-private,2026-08-29,2026-09-02,delivered
ord-00558,cust-0306,DM,camp-private,2026-04-04,2026-04-06,delivered
ord-00559,cust-0121,Instagram,camp-studio,2026-05-14,2026-05-16,delivered
ord-00560,cust-0395,DM,camp-private,2026-08-08,2026-08-11,delivered
ord-00561,cust-0146,Paid Social,camp-move,2026-07-24,2026-07-29,delivered
ord-00562,cust-0121,DM,camp-private,2026-05-14,2026-05-17,delivered
ord-00563,cust-0224,Instagram,camp-studio,2025-12-05,2025-12-08,delivered
ord-00564,cust-0292,Instagram,camp-studio,2025-10-22,2025-10-27,delivered
ord-00565,cust-0310,Organic,organic,2026-05-12,2026-05-15,delivered
ord-00566,cust-0268,Organic,organic,2026-05-30,2026-06-04,delivered
ord-00567,cust-0127,Paid Social,camp-move,2026-06-24,2026-06-27,delivered
ord-00568,cust-0241,Instagram,camp-studio,2026-06-07,2026-06-12,delivered
ord-00569,cust-0043,Organic,organic,2026-07-04,,shipped
ord-00570,cust-0083,Paid Social,camp-move,2026-09-17,2026-09-19,delivered
ord-00571,cust-0190,Paid Social,camp-move,2026-08-08,2026-08-10,delivered
ord-00572,cust-0107,Instagram,camp-studio,2026-09-07,,pending
ord-00573,cust-0188,DM,camp-private,2026-05-30,2026-06-02,delivered
ord-00574,cust-0071,Instagram,camp-studio,2026-03-12,2026-03-17,delivered
ord-00575,cust-0390,Instagram,camp-studio,2026-09-17,,pending
ord-00576,cust-0232,Paid Social,camp-move,2026-05-28,,paid
ord-00577,cust-0189,Organic,organic,2026-09-01,,paid
ord-00578,cust-0092,Organic,organic,2026-08-13,2026-08-16,delivered
ord-00579,cust-0350,Organic,organic,2026-06-26,2026-07-01,delivered
ord-00580,cust-0168,DM,camp-private,2026-05-28,,shipped
ord-00581,cust-0157,Organic,organic,2025-12-18,2025-12-22,delivered
ord-00582,cust-0234,DM,camp-private,2026-01-12,2026-01-16,delivered
ord-00583,cust-0134,Instagram,camp-studio,2026-03-30,2026-04-01,delivered
ord-00584,cust-0084,Instagram,camp-studio,2026-06-22,,pending
ord-00585,cust-0362,Paid Social,camp-move,2026-02-20,2026-02-23,delivered
ord-00586,cust-0375,Organic,organic,2026-05-25,2026-05-27,delivered
ord-00587,cust-0393,Instagram,camp-studio,2026-08-22,2026-08-27,delivered
ord-00588,cust-0163,DM,camp-private,2026-07-27,,pending
ord-00589,cust-0190,Paid Social,camp-move,2026-04-07,2026-04-11,delivered
ord-00590,cust-0148,Organic,organic,2026-04-07,,cancelled
ord-00591,cust-0074,Instagram,camp-studio,2026-01-19,,cancelled
ord-00592,cust-0328,Paid Social,camp-move,2026-07-18,2026-07-21,delivered
ord-00593,cust-0379,Instagram,camp-studio,2026-06-08,,paid
ord-00594,cust-0353,Instagram,camp-studio,2026-08-18,2026-08-22,delivered
ord-00595,cust-0247,Paid Social,camp-move,2026-07-08,2026-07-13,delivered
ord-00596,cust-0009,Instagram,camp-studio,2026-02-09,2026-02-13,delivered
ord-00597,cust-0322,Organic,organic,2026-07-15,2026-07-18,delivered
ord-00598,cust-0139,DM,camp-private,2026-09-07,2026-09-11,delivered
ord-00599,cust-0249,Instagram,camp-studio,2026-05-28,,pending
ord-00600,cust-0360,Paid Social,camp-move,2026-03-01,,pending
ord-00601,cust-0306,Organic,organic,2026-06-16,2026-06-20,delivered
ord-00602,cust-0067,Paid Social,camp-move,2026-09-17,,shipped
ord-00603,cust-0061,Instagram,camp-studio,2026-02-19,2026-02-21,delivered
ord-00604,cust-0103,DM,camp-private,2026-01-12,2026-01-15,delivered
ord-00605,cust-0257,Instagram,camp-studio,2026-08-01,2026-08-03,delivered
ord-00606,cust-0145,Organic,organic,2026-04-26,2026-04-28,delivered
ord-00607,cust-0302,Paid Social,camp-move,2026-01-09,,cancelled
ord-00608,cust-0057,Instagram,camp-studio,2026-06-15,,shipped
ord-00609,cust-0060,Instagram,camp-studio,2026-07-01,2026-07-05,delivered
ord-00610,cust-0220,Organic,organic,2026-04-01,,pending
ord-00611,cust-0346,DM,camp-private,2026-07-15,2026-07-17,delivered
ord-00612,cust-0174,DM,camp-private,2026-08-08,,cancelled
ord-00613,cust-0330,Instagram,camp-studio,2026-06-06,,shipped
ord-00614,cust-0028,Paid Social,camp-move,2026-01-01,2026-01-04,delivered
ord-00615,cust-0393,Organic,organic,2026-08-22,2026-08-27,delivered
ord-00616,cust-0392,Organic,organic,2026-08-01,,pending
ord-00617,cust-0156,Instagram,camp-studio,2026-09-18,,pending
ord-00618,cust-0241,Paid Social,camp-move,2026-05-23,2026-05-25,delivered
ord-00619,cust-0303,Instagram,camp-studio,2026-04-15,2026-04-17,delivered
ord-00620,cust-0183,Instagram,camp-studio,2026-06-25,,shipped
ord-00621,cust-0011,Instagram,camp-studio,2026-06-24,2026-06-29,delivered
ord-00622,cust-0302,Organic,organic,2026-01-09,2026-01-14,delivered
ord-00623,cust-0315,Paid Social,camp-move,2026-08-26,2026-08-31,delivered
ord-00624,cust-0136,Instagram,camp-studio,2026-06-09,2026-06-12,delivered
ord-00625,cust-0173,Instagram,camp-studio,2026-02-08,,paid
ord-00626,cust-0259,Paid Social,camp-move,2026-02-22,2026-02-25,delivered
ord-00627,cust-0096,Paid Social,camp-move,2026-07-14,,shipped
ord-00628,cust-0315,Organic,organic,2026-08-26,,shipped
ord-00629,cust-0211,Organic,organic,2026-04-26,,pending
ord-00630,cust-0132,DM,camp-private,2026-09-08,2026-09-10,delivered
ord-00631,cust-0143,Paid Social,camp-move,2026-08-25,,shipped
ord-00632,cust-0033,Organic,organic,2026-04-18,,shipped
ord-00633,cust-0377,Organic,organic,2026-06-24,2026-06-28,delivered
ord-00634,cust-0300,Organic,organic,2026-05-28,,shipped
ord-00635,cust-0141,Paid Social,camp-move,2026-05-05,,pending
ord-00636,cust-0075,Paid Social,camp-move,2026-03-26,2026-03-30,delivered
ord-00637,cust-0344,Instagram,camp-studio,2026-07-10,2026-07-14,delivered
ord-00638,cust-0199,Organic,organic,2026-05-28,2026-06-01,delivered
ord-00639,cust-0393,Paid Social,camp-move,2026-08-22,2026-08-24,delivered
ord-00640,cust-0171,Organic,organic,2026-04-26,,paid
ord-00641,cust-0309,DM,camp-private,2026-06-29,2026-07-01,delivered
ord-00642,cust-0329,Instagram,camp-studio,2026-05-24,2026-05-28,delivered
ord-00643,cust-0305,Paid Social,camp-move,2026-09-08,,pending
ord-00644,cust-0304,Organic,organic,2026-03-08,2026-03-13,delivered
ord-00645,cust-0118,Organic,organic,2026-06-04,2026-06-07,delivered
ord-00646,cust-0368,Paid Social,camp-move,2026-06-18,,pending
ord-00647,cust-0098,Instagram,camp-studio,2026-04-04,2026-04-07,delivered
ord-00648,cust-0128,DM,camp-private,2026-03-30,,shipped
ord-00649,cust-0306,Instagram,camp-studio,2026-04-04,2026-04-06,delivered
ord-00650,cust-0024,Instagram,camp-studio,2026-06-07,2026-06-11,delivered
ord-00651,cust-0092,Instagram,camp-studio,2026-08-13,2026-08-17,delivered
ord-00652,cust-0073,Instagram,camp-studio,2026-02-02,2026-02-05,delivered
ord-00653,cust-0221,Organic,organic,2026-05-04,2026-05-08,delivered
ord-00654,cust-0252,Paid Social,camp-move,2025-12-08,,pending
ord-00655,cust-0094,Paid Social,camp-move,2026-06-22,2026-06-27,delivered
ord-00656,cust-0364,Paid Social,camp-move,2026-07-06,2026-07-09,delivered
ord-00657,cust-0340,Instagram,camp-studio,2026-09-02,,cancelled
ord-00658,cust-0169,Instagram,camp-studio,2026-02-03,,cancelled
ord-00659,cust-0138,DM,camp-private,2026-07-23,2026-07-25,delivered
ord-00660,cust-0292,Instagram,camp-studio,2025-11-27,2025-12-01,delivered
ord-00661,cust-0395,Instagram,camp-studio,2026-04-14,,paid
ord-00662,cust-0222,Organic,organic,2026-06-13,2026-06-17,delivered
ord-00663,cust-0199,Instagram,camp-studio,2026-05-28,2026-05-30,delivered
ord-00664,cust-0219,Instagram,camp-studio,2026-08-20,2026-08-25,delivered
ord-00665,cust-0066,Organic,organic,2026-09-07,,paid
ord-00666,cust-0024,Instagram,camp-studio,2026-06-11,2026-06-13,delivered
ord-00667,cust-0300,Organic,organic,2026-05-28,2026-06-02,delivered
ord-00668,cust-0233,Paid Social,camp-move,2026-08-31,,paid
ord-00669,cust-0274,Instagram,camp-studio,2026-04-16,2026-04-19,delivered
ord-00670,cust-0309,Instagram,camp-studio,2026-05-29,,paid
ord-00671,cust-0155,Instagram,camp-studio,2025-11-05,2025-11-07,delivered
ord-00672,cust-0333,DM,camp-private,2025-12-05,2025-12-08,delivered
ord-00673,cust-0249,Instagram,camp-studio,2026-05-28,2026-05-31,delivered
ord-00674,cust-0378,DM,camp-private,2026-07-15,2026-07-19,delivered
ord-00675,cust-0032,Instagram,camp-studio,2026-06-19,2026-06-21,delivered
ord-00676,cust-0011,Instagram,camp-studio,2026-01-14,2026-01-18,delivered
ord-00677,cust-0367,Paid Social,camp-move,2026-08-24,,pending
ord-00678,cust-0185,Organic,organic,2026-05-21,,paid
ord-00679,cust-0089,Instagram,camp-studio,2026-08-19,2026-08-24,delivered
ord-00680,cust-0010,Organic,organic,2026-03-24,2026-03-27,delivered
ord-00681,cust-0288,Paid Social,camp-move,2026-01-14,,cancelled
ord-00682,cust-0387,Organic,organic,2025-12-11,,paid
ord-00683,cust-0054,DM,camp-private,2025-12-16,,pending
ord-00684,cust-0260,DM,camp-private,2026-06-04,2026-06-08,delivered
ord-00685,cust-0243,Instagram,camp-studio,2026-03-15,2026-03-19,delivered
ord-00686,cust-0071,Paid Social,camp-move,2026-04-29,2026-05-04,delivered
ord-00687,cust-0395,DM,camp-private,2025-09-27,2025-09-29,delivered
ord-00688,cust-0295,Organic,organic,2025-10-21,,cancelled
ord-00689,cust-0349,Paid Social,camp-move,2026-09-15,2026-09-19,delivered
ord-00690,cust-0076,Paid Social,camp-move,2026-09-15,,shipped
ord-00691,cust-0177,Paid Social,camp-move,2026-08-20,2026-08-24,delivered
ord-00692,cust-0048,Paid Social,camp-move,2026-06-10,2026-06-13,delivered
ord-00693,cust-0259,DM,camp-private,2025-12-28,,paid
ord-00694,cust-0003,Instagram,camp-studio,2026-05-12,2026-05-15,delivered
ord-00695,cust-0099,Paid Social,camp-move,2026-03-25,2026-03-30,delivered
ord-00696,cust-0244,Paid Social,camp-move,2026-01-09,2026-01-14,delivered
ord-00697,cust-0326,Organic,organic,2026-04-26,,shipped
ord-00698,cust-0066,DM,camp-private,2026-05-28,2026-05-30,delivered
ord-00699,cust-0268,Instagram,camp-studio,2025-12-09,2025-12-13,delivered
ord-00700,cust-0379,Instagram,camp-studio,2026-06-08,2026-06-10,delivered
ord-00701,cust-0173,Paid Social,camp-move,2026-04-03,,shipped
ord-00702,cust-0231,Paid Social,camp-move,2026-08-29,,pending
ord-00703,cust-0344,DM,camp-private,2026-07-10,,shipped
ord-00704,cust-0363,Paid Social,camp-move,2026-04-12,2026-04-14,delivered
ord-00705,cust-0062,Organic,organic,2026-08-25,2026-08-27,delivered
ord-00706,cust-0012,Paid Social,camp-move,2026-03-15,2026-03-19,delivered
ord-00707,cust-0209,Instagram,camp-studio,2026-09-04,2026-09-08,delivered
ord-00708,cust-0062,Instagram,camp-studio,2026-08-09,,shipped
ord-00709,cust-0138,Instagram,camp-studio,2025-11-07,2025-11-09,delivered
ord-00710,cust-0301,Instagram,camp-studio,2026-09-02,,shipped
ord-00711,cust-0326,Instagram,camp-studio,2026-06-05,,cancelled
ord-00712,cust-0238,Instagram,camp-studio,2026-08-11,,cancelled
ord-00713,cust-0109,Organic,organic,2026-07-18,2026-07-21,delivered
ord-00714,cust-0063,DM,camp-private,2026-08-04,,cancelled
ord-00715,cust-0176,Instagram,camp-studio,2026-08-15,,shipped
ord-00716,cust-0005,Instagram,camp-studio,2026-09-01,2026-09-06,delivered
ord-00717,cust-0344,DM,camp-private,2026-07-10,2026-07-15,delivered
ord-00718,cust-0064,Paid Social,camp-move,2026-05-16,2026-05-18,delivered
ord-00719,cust-0368,Instagram,camp-studio,2026-05-14,2026-05-18,delivered
ord-00720,cust-0292,Paid Social,camp-move,2026-06-05,2026-06-08,delivered
ord-00721,cust-0141,Organic,organic,2025-12-29,2026-01-02,delivered
ord-00722,cust-0333,Organic,organic,2025-10-21,2025-10-26,delivered
ord-00723,cust-0216,Paid Social,camp-move,2026-06-21,2026-06-24,delivered
ord-00724,cust-0101,Instagram,camp-studio,2026-09-09,2026-09-11,delivered
ord-00725,cust-0243,Organic,organic,2026-03-10,,paid
ord-00726,cust-0318,Organic,organic,2026-05-04,2026-05-06,delivered
ord-00727,cust-0227,Instagram,camp-studio,2025-10-24,2025-10-26,delivered
ord-00728,cust-0338,Instagram,camp-studio,2026-08-07,2026-08-12,delivered
ord-00729,cust-0014,Paid Social,camp-move,2026-09-03,2026-09-05,delivered
ord-00730,cust-0182,Paid Social,camp-move,2026-04-25,2026-04-28,delivered
ord-00731,cust-0278,Instagram,camp-studio,2025-12-29,2026-01-02,delivered
ord-00732,cust-0287,Paid Social,camp-move,2026-01-27,2026-01-30,delivered
ord-00733,cust-0215,Instagram,camp-studio,2026-03-09,2026-03-11,delivered
ord-00734,cust-0239,Instagram,camp-studio,2026-08-07,2026-08-11,delivered
ord-00735,cust-0004,Instagram,camp-studio,2026-03-26,2026-03-28,delivered
ord-00736,cust-0135,Instagram,camp-studio,2025-12-20,2025-12-23,delivered
ord-00737,cust-0057,Organic,organic,2026-03-14,2026-03-17,delivered
ord-00738,cust-0074,Organic,organic,2026-01-19,2026-01-24,delivered
ord-00739,cust-0024,DM,camp-private,2026-08-03,,paid
ord-00740,cust-0251,DM,camp-private,2026-06-25,,paid
ord-00741,cust-0331,Paid Social,camp-move,2026-06-20,2026-06-23,delivered
ord-00742,cust-0299,Instagram,camp-studio,2026-08-20,2026-08-23,delivered
ord-00743,cust-0194,Instagram,camp-studio,2026-07-11,,paid
ord-00744,cust-0173,Paid Social,camp-move,2026-04-28,2026-05-02,delivered
ord-00745,cust-0120,DM,camp-private,2026-08-17,2026-08-19,delivered
ord-00746,cust-0185,Paid Social,camp-move,2025-10-11,2025-10-15,delivered
ord-00747,cust-0134,Organic,organic,2026-01-12,2026-01-16,delivered
