id,order_id,variant_id,quantity,unit_price_cents,discount_cents,unit_cost_cents
item-000444,ord-00294,var-sock-rose-l,3,11900,868,4200
item-000445,ord-00295,var-sock-rose-m,3,11900,866,4200
item-000446,ord-00296,var-sock-sage-s,1,11900,566,4200
item-000447,ord-00297,var-short-black-m,1,18900,537,7100
item-000448,ord-00298,var-legging-navy-m,1,29900,1484,11200
item-000449,ord-00299,var-legging-olive-l,2,29900,5008,11200
item-000450,ord-00300,var-sock-black-s,3,11900,2271,4200
item-000451,ord-00301,var-short-navy-s,1,18900,1601,7100
item-000452,ord-00301,var-sock-ivory-s,2,11900,1921,4200
item-000453,ord-00302,var-sock-ivory-l,2,11900,1147,4200
item-000454,ord-00303,var-top-black-m,3,21900,2406,8200
item-000455,ord-00303,var-legging-olive-l,2,29900,1280,11200
item-000456,ord-00304,var-legging-olive-m,1,29900,1226,11200
item-000457,ord-00305,var-sock-lilac-l,1,11900,998,4200
item-000458,ord-00306,var-top-rose-m,1,21900,538,8200
item-000459,ord-00307,var-sock-black-s,1,11900,398,4200
item-000460,ord-00307,var-short-navy-l,1,18900,708,7100
item-000461,ord-00307,var-sock-sage-l,3,11900,1211,4200
item-000462,ord-00308,var-sock-coral-s,3,11900,1828,4200
item-000463,ord-00309,var-sock-black-l,2,11900,521,4200
item-000464,ord-00310,var-short-coral-s,1,18900,733,7100
item-000465,ord-00311,var-top-rose-s,1,21900,1430,8200
item-000466,ord-00312,var-legging-olive-l,2,29900,4944,11200
item-000467,ord-00313,var-top-sand-s,3,21900,1784,8200
item-000468,ord-00314,var-sock-sage-s,2,11900,1616,4200
item-000469,ord-00315,var-legging-olive-l,3,29900,6258,11200
item-000470,ord-00316,var-short-navy-m,3,18900,2737,7100
item-000471,ord-00317,var-legging-olive-l,2,29900,2889,11200
item-000472,ord-00318,var-sock-rose-m,3,11900,2050,4200
item-000473,ord-00319,var-short-navy-l,3,18900,4612,7100
item-000474,ord-00320,var-sock-ivory-l,3,11900,2962,4200
item-000475,ord-00321,var-top-black-l,2,21900,2671,8200
item-000476,ord-00322,var-sock-ivory-s,3,11900,1667,4200
item-000477,ord-00323,var-top-black-m,2,21900,3902,8200
item-000478,ord-00323,var-top-sand-l,1,21900,923,8200
item-000479,ord-00324,var-sock-lilac-l,2,11900,824,4200
item-000480,ord-00324,var-short-black-s,1,18900,1025,7100
item-000481,ord-00324,var-legging-black-l,1,29900,1884,11200
item-000482,ord-00325,var-sock-rose-s,3,11900,1646,4200
item-000483,ord-00325,var-sock-sage-m,3,11900,1190,4200
item-000484,ord-00326,var-top-black-s,1,21900,595,8200
item-000485,ord-00326,var-sock-sage-s,1,11900,292,4200
item-000486,ord-00327,var-legging-navy-m,2,29900,5365,11200
item-000487,ord-00328,var-sock-ivory-m,1,11900,849,4200
item-000488,ord-00328,var-legging-navy-l,1,29900,1365,11200
item-000489,ord-00329,var-short-black-m,1,18900,1253,7100
item-000490,ord-00330,var-sock-coral-l,2,11900,1266,4200
item-000491,ord-00330,var-sock-black-s,2,11900,1177,4200
item-000492,ord-00331,var-top-rose-m,3,21900,4154,8200
item-000493,ord-00331,var-sock-ivory-s,2,11900,806,4200
item-000494,ord-00332,var-sock-lilac-m,2,11900,743,4200
item-000495,ord-00333,var-sock-black-l,1,11900,933,4200
item-000496,ord-00333,var-legging-navy-m,1,29900,2229,11200
item-000497,ord-00334,var-sock-sage-s,2,11900,1249,4200
item-000498,ord-00335,var-sock-sage-m,2,11900,1706,4200
item-000499,ord-00336,var-sock-ivory-l,2,11900,1071,4200
item-000500,ord-00336,var-sock-rose-l,3,11900,946,4200
item-000501,ord-00337,var-sock-coral-s,2,11900,1556,4200
item-000502,ord-00337,var-legging-navy-s,1,29900,2055,11200
item-000503,ord-00338,var-top-rose-s,3,21900,4433,8200
item-000504,ord-00338,var-sock-lilac-s,2,11900,1494,4200
item-000505,ord-00339,var-sock-coral-s,1,11900,977,4200
item-000506,ord-00340,var-top-rose-m,3,21900,3966,8200
item-000507,ord-00340,var-sock-sage-m,3,11900,2021,4200
item-000508,ord-00341,var-short-black-l,2,18900,1149,7100
item-000509,ord-00341,var-short-black-m,1,18900,393,7100
item-000510,ord-00341,var-top-rose-m,2,21900,3487,8200
item-000511,ord-00342,var-sock-coral-m,1,11900,696,4200
item-000512,ord-00342,var-sock-rose-m,1,11900,620,4200
item-000513,ord-00343,var-sock-coral-s,3,11900,2346,4200
item-000514,ord-00344,var-short-black-m,3,18900,2342,7100
item-000515,ord-00345,var-sock-black-m,1,11900,941,4200
item-000516,ord-00346,var-sock-lilac-l,1,11900,319,4200
item-000517,ord-00347,var-sock-ivory-s,1,11900,985,4200
item-000518,ord-00348,var-sock-rose-s,1,11900,338,4200
item-000519,ord-00349,var-sock-lilac-m,1,11900,1009,4200
item-000520,ord-00349,var-short-black-s,1,18900,1399,7100
item-000521,ord-00350,var-sock-black-m,3,11900,3051,4200
item-000522,ord-00351,var-sock-ivory-m,1,11900,560,4200
item-000523,ord-00352,var-short-coral-m,1,18900,739,7100
item-000524,ord-00352,var-top-black-s,2,21900,3343,8200
item-000525,ord-00353,var-sock-coral-l,2,11900,1661,4200
item-000526,ord-00354,var-legging-navy-m,3,29900,5875,11200
item-000527,ord-00355,var-sock-sage-l,3,11900,1914,4200
item-000528,ord-00355,var-sock-lilac-m,3,11900,2582,4200
item-000529,ord-00356,var-sock-black-s,2,11900,718,4200
item-000530,ord-00357,var-legging-navy-m,1,29900,2043,11200
item-000531,ord-00358,var-sock-coral-l,1,11900,856,4200
item-000532,ord-00358,var-sock-rose-m,3,11900,2673,4200
item-000533,ord-00358,var-top-black-s,3,21900,4370,8200
item-000534,ord-00359,var-sock-coral-l,1,11900,248,4200
item-000535,ord-00360,var-sock-rose-m,3,11900,2474,4200
item-000536,ord-00361,var-top-black-s,2,21900,1419,8200
item-000537,ord-00362,var-sock-black-m,2,11900,941,4200
item-000538,ord-00363,var-sock-ivory-m,1,11900,366,4200
item-000539,ord-00363,var-sock-black-m,3,11900,2252,4200
item-000540,ord-00364,var-sock-sage-m,3,11900,1263,4200
item-000541,ord-00365,var-sock-lilac-s,1,11900,529,4200
item-000542,ord-00365,var-short-coral-s,2,18900,1632,7100
item-000543,ord-00366,var-short-navy-l,3,18900,1168,7100
item-000544,ord-00367,var-top-black-m,2,21900,3684,8200
item-000545,ord-00368,var-sock-sage-l,3,11900,2720,4200
item-000546,ord-00368,var-sock-black-m,2,11900,1972,4200
item-000547,ord-00369,var-top-rose-l,3,21900,1347,8200
item-000548,ord-00369,var-sock-rose-s,3,11900,1774,4200
item-000549,ord-00370,var-top-sand-m,3,21900,5070,8200
item-000550,ord-00371,var-sock-black-l,1,11900,386,4200
item-000551,ord-00372,var-sock-lilac-l,3,11900,1724,4200
item-000552,ord-00373,var-short-black-m,1,18900,1378,7100
item-000553,ord-00374,var-sock-sage-s,3,11900,1467,4200
item-000554,ord-00374,var-sock-lilac-l,2,11900,1134,4200
item-000555,ord-00375,var-sock-coral-l,2,11900,2075,4200
item-000556,ord-00375,var-sock-sage-l,1,11900,699,4200
item-000557,ord-00375,var-sock-ivory-s,1,11900,242,4200
item-000558,ord-00376,var-short-coral-l,2,18900,1316,7100
item-000559,ord-00376,var-top-rose-m,1,21900,684,8200
item-000560,ord-00377,var-legging-black-m,3,29900,4690,11200
item-000561,ord-00377,var-sock-sage-s,3,11900,882,4200
item-000562,ord-00378,var-legging-olive-m,1,29900,1194,11200
item-000563,ord-00378,var-sock-rose-s,2,11900,1285,4200
item-000564,ord-00379,var-sock-sage-m,2,11900,756,4200
item-000565,ord-00380,var-sock-sage-m,2,11900,1247,4200
item-000566,ord-00380,var-sock-sage-s,2,11900,1395,4200
item-000567,ord-00381,var-sock-coral-l,1,11900,457,4200
item-000568,ord-00382,var-short-navy-l,3,18900,3431,7100
item-000569,ord-00383,var-top-rose-s,3,21900,4879,8200
item-000570,ord-00384,var-legging-navy-m,2,29900,3293,11200
item-000571,ord-00385,var-short-black-m,3,18900,1792,7100
item-000572,ord-00386,var-sock-sage-l,1,11900,420,4200
item-000573,ord-00387,var-sock-sage-l,2,11900,1258,4200
item-000574,ord-00387,var-sock-black-m,1,11900,1054,4200
item-000575,ord-00388,var-sock-rose-l,3,11900,2074,4200
item-000576,ord-00389,var-sock-rose-m,3,11900,1728,4200
item-000577,ord-00390,var-sock-ivory-l,1,11900,302,4200
item-000578,ord-00391,var-legging-navy-s,3,29900,3240,11200
item-000579,ord-00391,var-short-coral-l,1,18900,1015,7100
item-000580,ord-00392,var-sock-ivory-l,1,11900,762,4200
item-000581,ord-00392,var-sock-ivory-m,1,11900,376,4200
item-000582,ord-00392,var-top-rose-m,2,21900,2713,8200
item-000583,ord-00393,var-legging-black-l,1,29900,1538,11200
item-000584,ord-00394,var-short-navy-l,1,18900,1202,7100
item-000585,ord-00395,var-sock-black-l,1,11900,553,4200
item-000586,ord-00395,var-sock-black-s,1,11900,673,4200
item-000587,ord-00396,var-sock-black-m,3,11900,1971,4200
item-000588,ord-00397,var-sock-black-s,3,11900,2336,4200
item-000589,ord-00398,var-sock-coral-s,2,11900,1059,4200
item-000590,ord-00399,var-sock-black-l,2,11900,1472,4200
item-000591,ord-00400,var-sock-black-s,2,11900,1566,4200
item-000592,ord-00401,var-sock-coral-l,2,11900,1416,4200
item-000593,ord-00402,var-top-rose-s,1,21900,1005,8200
item-000594,ord-00402,var-sock-rose-l,2,11900,1438,4200
item-000595,ord-00403,var-short-coral-l,1,18900,968,7100
item-000596,ord-00404,var-short-coral-s,3,18900,1340,7100
item-000597,ord-00405,var-legging-black-l,1,29900,1148,11200
item-000598,ord-00406,var-sock-coral-m,2,11900,1661,4200
item-000599,ord-00407,var-sock-rose-s,3,11900,3039,4200
item-000600,ord-00408,var-short-black-m,1,18900,1269,7100
item-000601,ord-00409,var-sock-lilac-s,2,11900,1591,4200
item-000602,ord-00409,var-sock-rose-s,3,11900,752,4200
item-000603,ord-00409,var-legging-black-l,3,29900,3580,11200
item-000604,ord-00410,var-legging-olive-s,2,29900,5087,11200
item-000605,ord-00410,var-sock-rose-l,1,11900,577,4200
item-000606,ord-00411,var-top-rose-l,3,21900,2464,8200
item-000607,ord-00412,var-top-sand-l,3,21900,3432,8200
item-000608,ord-00413,var-short-coral-s,3,18900,2046,7100
item-000609,ord-00414,var-sock-sage-s,1,11900,570,4200
item-000610,ord-00415,var-sock-rose-l,1,11900,1026,4200
item-000611,ord-00416,var-sock-rose-s,1,11900,934,4200
item-000612,ord-00417,var-short-black-m,1,18900,1389,7100
item-000613,ord-00418,var-short-black-s,2,18900,2054,7100
item-000614,ord-00419,var-top-rose-s,3,21900,1463,8200
item-000615,ord-00419,var-sock-ivory-l,2,11900,2102,4200
item-000616,ord-00420,var-sock-ivory-s,2,11900,1078,4200
item-000617,ord-00420,var-legging-navy-l,3,29900,3444,11200
item-000618,ord-00421,var-sock-sage-l,2,11900,1899,4200
item-000619,ord-00422,var-short-navy-m,1,18900,1112,7100
item-000620,ord-00423,var-legging-navy-l,2,29900,3287,11200
item-000621,ord-00423,var-short-black-l,3,18900,3253,7100
item-000622,ord-00424,var-legging-black-m,1,29900,2301,11200
item-000623,ord-00424,var-sock-ivory-s,2,11900,1716,4200
item-000624,ord-00425,var-sock-sage-l,3,11900,3120,4200
item-000625,ord-00425,var-sock-coral-l,1,11900,1053,4200
item-000626,ord-00426,var-sock-sage-s,2,11900,1528,4200
item-000627,ord-00426,var-sock-ivory-l,3,11900,2732,4200
item-000628,ord-00426,var-sock-lilac-s,1,11900,303,4200
item-000629,ord-00427,var-top-sand-s,2,21900,3597,8200
item-000630,ord-00428,var-sock-black-s,1,11900,844,4200
item-000631,ord-00428,var-short-coral-l,3,18900,4109,7100
item-000632,ord-00429,var-sock-lilac-s,3,11900,2625,4200
item-000633,ord-00430,var-sock-sage-s,2,11900,1519,4200
item-000634,ord-00430,var-sock-ivory-l,1,11900,267,4200
item-000635,ord-00431,var-sock-coral-l,1,11900,730,4200
item-000636,ord-00432,var-top-rose-l,2,21900,3662,8200
item-000637,ord-00433,var-sock-sage-s,1,11900,238,4200
item-000638,ord-00433,var-legging-navy-m,2,29900,2396,11200
item-000639,ord-00434,var-short-navy-m,2,18900,2335,7100
item-000640,ord-00434,var-top-rose-l,2,21900,1454,8200
item-000641,ord-00435,var-sock-black-l,2,11900,1517,4200
item-000642,ord-00436,var-short-navy-m,2,18900,1848,7100
item-000643,ord-00436,var-legging-navy-l,1,29900,1204,11200
item-000644,ord-00437,var-sock-black-m,3,11900,769,4200
item-000645,ord-00437,var-top-black-s,2,21900,1259,8200
item-000646,ord-00438,var-sock-coral-s,2,11900,1248,4200
item-000647,ord-00438,var-top-black-m,1,21900,1731,8200
item-000648,ord-00439,var-legging-olive-l,2,29900,4663,11200
item-000649,ord-00439,var-sock-rose-m,2,11900,1760,4200
item-000650,ord-00440,var-sock-rose-s,2,11900,1124,4200
item-000651,ord-00441,var-sock-ivory-s,2,11900,1277,4200
item-000652,ord-00442,var-sock-lilac-m,2,11900,501,4200
item-000653,ord-00443,var-sock-coral-s,3,11900,2203,4200
item-000654,ord-00443,var-sock-black-l,1,11900,369,4200
item-000655,ord-00443,var-sock-sage-m,3,11900,864,4200
item-000656,ord-00444,var-sock-coral-l,3,11900,2604,4200
item-000657,ord-00444,var-top-sand-l,3,21900,2201,8200
item-000658,ord-00445,var-sock-sage-s,3,11900,2455,4200
item-000659,ord-00446,var-top-rose-l,1,21900,543,8200
item-000660,ord-00446,var-sock-sage-s,2,11900,1378,4200
item-000661,ord-00447,var-top-black-l,3,21900,2412,8200
item-000662,ord-00448,var-short-navy-s,3,18900,1745,7100
item-000663,ord-00448,var-sock-lilac-m,3,11900,1518,4200
item-000664,ord-00449,var-sock-ivory-s,2,11900,795,4200
item-000665,ord-00449,var-sock-lilac-s,3,11900,1938,4200
item-000666,ord-00450,var-sock-rose-s,3,11900,1942,4200
item-000667,ord-00451,var-legging-black-m,3,29900,3463,11200
item-000668,ord-00452,var-sock-rose-m,3,11900,1676,4200
item-000669,ord-00453,var-sock-ivory-s,3,11900,2154,4200
item-000670,ord-00454,var-sock-lilac-s,3,11900,1557,4200
item-000671,ord-00454,var-sock-lilac-l,2,11900,1979,4200
item-000672,ord-00455,var-sock-rose-m,3,11900,2077,4200
item-000673,ord-00456,var-sock-black-m,2,11900,1468,4200
item-000674,ord-00457,var-sock-sage-m,1,11900,880,4200
item-000675,ord-00458,var-sock-ivory-m,1,11900,458,4200
item-000676,ord-00458,var-legging-olive-m,1,29900,1134,11200
item-000677,ord-00459,var-short-navy-m,2,18900,1213,7100
item-000678,ord-00460,var-sock-lilac-s,1,11900,887,4200
item-000679,ord-00460,var-top-black-m,2,21900,3573,8200
item-000680,ord-00460,var-sock-ivory-s,1,11900,860,4200
item-000681,ord-00461,var-sock-coral-l,3,11900,1087,4200
item-000682,ord-00461,var-sock-rose-m,1,11900,280,4200
item-000683,ord-00462,var-sock-lilac-m,2,11900,1786,4200
item-000684,ord-00463,var-sock-lilac-s,3,11900,1799,4200
item-000685,ord-00464,var-legging-olive-s,3,29900,5661,11200
item-000686,ord-00465,var-legging-black-l,1,29900,2003,11200
item-000687,ord-00465,var-sock-sage-l,1,11900,505,4200
item-000688,ord-00466,var-top-sand-l,3,21900,1984,8200
item-000689,ord-00467,var-sock-ivory-m,2,11900,498,4200
item-000690,ord-00467,var-legging-navy-s,2,29900,3079,11200
item-000691,ord-00468,var-top-rose-l,2,21900,2786,8200
item-000692,ord-00469,var-sock-rose-s,3,11900,2258,4200
item-000693,ord-00469,var-sock-black-s,1,11900,561,4200
item-000694,ord-00470,var-sock-lilac-s,1,11900,1054,4200
item-000695,ord-00471,var-legging-black-l,1,29900,1014,11200
item-000696,ord-00472,var-sock-coral-s,2,11900,1716,4200
item-000697,ord-00473,var-top-rose-m,2,21900,3365,8200
item-000698,ord-00473,var-top-sand-s,1,21900,1885,8200
item-000699,ord-00474,var-sock-lilac-s,3,11900,3114,4200
item-000700,ord-00475,var-sock-sage-m,2,11900,1379,4200
item-000701,ord-00476,var-sock-coral-m,1,11900,596,4200
item-000702,ord-00477,var-sock-ivory-s,1,11900,502,4200
item-000703,ord-00477,var-short-coral-l,1,18900,1390,7100
item-000704,ord-00477,var-top-sand-m,2,21900,1806,8200
item-000705,ord-00478,var-sock-rose-l,3,11900,2131,4200
item-000706,ord-00478,var-sock-rose-m,1,11900,810,4200
item-000707,ord-00479,var-sock-lilac-s,2,11900,1265,4200
item-000708,ord-00480,var-legging-olive-m,3,29900,6009,11200
item-000709,ord-00481,var-top-rose-s,3,21900,2808,8200
item-000710,ord-00482,var-short-coral-l,2,18900,1798,7100
item-000711,ord-00483,var-sock-black-m,1,11900,670,4200
item-000712,ord-00484,var-sock-sage-s,2,11900,1244,4200
item-000713,ord-00484,var-sock-black-m,3,11900,2005,4200
item-000714,ord-00485,var-short-coral-m,3,18900,1671,7100
item-000715,ord-00485,var-sock-lilac-l,1,11900,387,4200
item-000716,ord-00486,var-sock-ivory-l,3,11900,2546,4200
item-000717,ord-00486,var-sock-lilac-l,3,11900,1620,4200
item-000718,ord-00487,var-sock-coral-l,2,11900,549,4200
item-000719,ord-00488,var-legging-navy-l,3,29900,2116,11200
item-000720,ord-00488,var-sock-lilac-l,2,11900,1519,4200
item-000721,ord-00489,var-sock-coral-s,3,11900,2731,4200
item-000722,ord-00489,var-top-rose-s,1,21900,770,8200
item-000723,ord-00490,var-sock-coral-l,1,11900,278,4200
item-000724,ord-00490,var-sock-sage-l,1,11900,359,4200
item-000725,ord-00491,var-sock-lilac-m,1,11900,372,4200
item-000726,ord-00492,var-sock-lilac-l,3,11900,2160,4200
item-000727,ord-00493,var-short-navy-l,3,18900,1391,7100
item-000728,ord-00494,var-sock-rose-s,3,11900,1236,4200
item-000729,ord-00494,var-sock-coral-m,1,11900,640,4200
item-000730,ord-00494,var-short-navy-m,3,18900,2273,7100
item-000731,ord-00495,var-top-rose-s,3,21900,4667,8200
item-000732,ord-00496,var-sock-rose-s,1,11900,336,4200
item-000733,ord-00496,var-sock-ivory-s,3,11900,2833,4200
item-000734,ord-00497,var-sock-sage-s,2,11900,1792,4200
item-000735,ord-00497,var-sock-coral-m,3,11900,1523,4200
item-000736,ord-00498,var-sock-sage-m,3,11900,1911,4200
item-000737,ord-00499,var-sock-sage-m,2,11900,1782,4200
item-000738,ord-00500,var-sock-sage-m,2,11900,586,4200
item-000739,ord-00501,var-short-black-s,3,18900,2680,7100
item-000740,ord-00502,var-sock-black-m,2,11900,1165,4200
item-000741,ord-00503,var-sock-ivory-l,1,11900,549,4200
item-000742,ord-00503,var-sock-rose-s,1,11900,607,4200
item-000743,ord-00504,var-top-rose-m,2,21900,3253,8200
item-000744,ord-00505,var-sock-black-m,2,11900,1121,4200
item-000745,ord-00506,var-legging-black-l,2,29900,3150,11200
item-000746,ord-00507,var-sock-sage-s,3,11900,2943,4200
item-000747,ord-00507,var-sock-rose-s,2,11900,936,4200
item-000748,ord-00508,var-sock-coral-l,3,11900,969,4200
item-000749,ord-00508,var-legging-black-l,2,29900,1788,11200
item-000750,ord-00509,var-sock-lilac-l,1,11900,346,4200
item-000751,ord-00510,var-sock-lilac-l,3,11900,1602,4200
item-000752,ord-00511,var-short-navy-s,2,18900,2258,7100
item-000753,ord-00511,var-sock-lilac-l,1,11900,617,4200
item-000754,ord-00511,var-short-coral-m,2,18900,2001,7100
item-000755,ord-00512,var-short-coral-s,2,18900,2843,7100
item-000756,ord-00512,var-top-sand-l,2,21900,968,8200
item-000757,ord-00513,var-sock-ivory-m,3,11900,971,4200
item-000758,ord-00513,var-short-navy-m,1,18900,809,7100
item-000759,ord-00514,var-sock-rose-m,3,11900,1111,4200
item-000760,ord-00515,var-sock-sage-m,3,11900,2448,4200
item-000761,ord-00516,var-legging-navy-s,3,29900,5536,11200
item-000762,ord-00517,var-sock-ivory-s,3,11900,2748,4200
item-000763,ord-00518,var-sock-ivory-m,3,11900,2971,4200
item-000764,ord-00518,var-legging-black-s,1,29900,1981,11200
item-000765,ord-00519,var-top-black-m,2,21900,2624,8200
item-000766,ord-00519,var-top-black-s,2,21900,3076,8200
item-000767,ord-00520,var-legging-black-m,2,29900,4967,11200
item-000768,ord-00521,var-legging-black-s,1,29900,1501,11200
item-000769,ord-00521,var-short-black-l,2,18900,2639,7100
item-000770,ord-00522,var-sock-lilac-s,2,11900,1875,4200
item-000771,ord-00523,var-sock-black-s,1,11900,838,4200
item-000772,ord-00523,var-sock-lilac-m,1,11900,308,4200
item-000773,ord-00524,var-short-black-m,1,18900,979,7100
item-000774,ord-00525,var-short-black-s,2,18900,2996,7100
item-000775,ord-00525,var-sock-coral-m,2,11900,1160,4200
item-000776,ord-00526,var-legging-navy-s,3,29900,4817,11200
item-000777,ord-00527,var-short-navy-s,2,18900,1986,7100
item-000778,ord-00528,var-short-coral-s,1,18900,1283,7100
item-000779,ord-00528,var-sock-sage-s,3,11900,845,4200
item-000780,ord-00528,var-sock-black-s,2,11900,1232,4200
item-000781,ord-00529,var-sock-sage-s,3,11900,2675,4200
item-000782,ord-00529,var-sock-coral-s,3,11900,1136,4200
item-000783,ord-00530,var-sock-black-l,1,11900,659,4200
item-000784,ord-00531,var-sock-ivory-l,3,11900,2560,4200
item-000785,ord-00531,var-top-black-l,1,21900,838,8200
item-000786,ord-00532,var-sock-black-l,1,11900,734,4200
item-000787,ord-00533,var-sock-ivory-l,1,11900,719,4200
item-000788,ord-00533,var-legging-black-m,3,29900,3454,11200
item-000789,ord-00534,var-top-rose-l,1,21900,1020,8200
item-000790,ord-00535,var-top-sand-l,2,21900,2956,8200
item-000791,ord-00535,var-short-coral-s,1,18900,506,7100
item-000792,ord-00536,var-legging-olive-l,2,29900,2327,11200
item-000793,ord-00537,var-legging-olive-s,3,29900,3912,11200
item-000794,ord-00538,var-sock-ivory-s,3,11900,973,4200
item-000795,ord-00539,var-legging-black-m,3,29900,5916,11200
item-000796,ord-00539,var-short-black-m,3,18900,1617,7100
item-000797,ord-00540,var-legging-olive-l,2,29900,3150,11200
item-000798,ord-00541,var-short-coral-s,2,18900,1436,7100
item-000799,ord-00542,var-sock-rose-l,1,11900,604,4200
item-000800,ord-00542,var-sock-rose-s,3,11900,1695,4200
item-000801,ord-00543,var-top-sand-l,3,21900,2505,8200
item-000802,ord-00543,var-sock-black-l,3,11900,2532,4200
item-000803,ord-00544,var-legging-olive-l,1,29900,2063,11200
item-000804,ord-00545,var-sock-lilac-s,3,11900,2665,4200
item-000805,ord-00545,var-top-rose-l,1,21900,443,8200
item-000806,ord-00545,var-short-navy-l,2,18900,1076,7100
item-000807,ord-00546,var-legging-black-l,2,29900,3433,11200
item-000808,ord-00547,var-sock-coral-l,1,11900,1043,4200
item-000809,ord-00547,var-top-black-s,3,21900,3108,8200
item-000810,ord-00548,var-sock-rose-s,1,11900,837,4200
item-000811,ord-00549,var-short-navy-m,2,18900,3313,7100
item-000812,ord-00550,var-sock-coral-m,2,11900,2042,4200
item-000813,ord-00550,var-top-rose-l,1,21900,1574,8200
item-000814,ord-00551,var-legging-black-m,1,29900,2065,11200
item-000815,ord-00552,var-sock-ivory-l,3,11900,873,4200
item-000816,ord-00553,var-top-sand-m,2,21900,3364,8200
item-000817,ord-00553,var-short-coral-s,2,18900,1613,7100
item-000818,ord-00554,var-top-black-m,1,21900,623,8200
item-000819,ord-00555,var-legging-black-m,1,29900,807,11200
item-000820,ord-00556,var-sock-black-l,3,11900,2342,4200
item-000821,ord-00556,var-top-sand-m,3,21900,5027,8200
item-000822,ord-00557,var-sock-ivory-l,3,11900,2442,4200
item-000823,ord-00558,var-top-black-l,2,21900,890,8200
item-000824,ord-00559,var-top-rose-l,3,21900,2322,8200
item-000825,ord-00560,var-sock-coral-s,2,11900,769,4200
item-000826,ord-00560,var-legging-black-m,1,29900,1947,11200
item-000827,ord-00561,var-top-rose-l,1,21900,680,8200
item-000828,ord-00561,var-sock-coral-m,1,11900,297,4200
item-000829,ord-00562,var-legging-olive-m,1,29900,1280,11200
item-000830,ord-00562,var-sock-lilac-m,1,11900,550,4200
item-000831,ord-00562,var-sock-coral-s,3,11900,1924,4200
item-000832,ord-00563,var-sock-rose-s,3,11900,1610,4200
item-000833,ord-00563,var-sock-sage-m,1,11900,264,4200
item-000834,ord-00564,var-sock-sage-m,1,11900,976,4200
item-000835,ord-00565,var-sock-rose-m,1,11900,580,4200
item-000836,ord-00566,var-sock-lilac-m,3,11900,2894,4200
item-000837,ord-00567,var-top-sand-m,1,21900,499,8200
item-000838,ord-00568,var-legging-navy-s,2,29900,3269,11200
item-000839,ord-00569,var-sock-sage-l,2,11900,874,4200
item-000840,ord-00569,var-legging-black-s,2,29900,3996,11200
item-000841,ord-00570,var-sock-ivory-m,3,11900,1726,4200
item-000842,ord-00571,var-top-rose-m,1,21900,892,8200
item-000843,ord-00571,var-short-coral-m,3,18900,3286,7100
item-000844,ord-00572,var-sock-sage-l,1,11900,330,4200
item-000845,ord-00573,var-top-rose-l,3,21900,4871,8200
item-000846,ord-00574,var-short-coral-m,1,18900,1374,7100
item-000847,ord-00575,var-sock-black-m,1,11900,548,4200
item-000848,ord-00576,var-sock-coral-l,2,11900,1228,4200
item-000849,ord-00577,var-sock-lilac-l,1,11900,304,4200
item-000850,ord-00578,var-top-rose-s,1,21900,1779,8200
item-000851,ord-00578,var-sock-black-s,2,11900,1169,4200
item-000852,ord-00579,var-top-black-s,1,21900,534,8200
item-000853,ord-00579,var-legging-olive-m,3,29900,5841,11200
item-000854,ord-00579,var-sock-sage-m,3,11900,2328,4200
item-000855,ord-00580,var-sock-sage-s,3,11900,1043,4200
item-000856,ord-00581,var-legging-black-m,1,29900,1337,11200
item-000857,ord-00582,var-sock-ivory-m,1,11900,436,4200
item-000858,ord-00582,var-sock-sage-m,3,11900,1030,4200
item-000859,ord-00583,var-legging-navy-m,2,29900,3073,11200
item-000860,ord-00584,var-sock-ivory-m,2,11900,2021,4200
item-000861,ord-00584,var-sock-coral-l,3,11900,1541,4200
item-000862,ord-00585,var-top-sand-l,2,21900,2988,8200
item-000863,ord-00586,var-sock-rose-m,2,11900,1071,4200
item-000864,ord-00586,var-sock-rose-s,3,11900,2029,4200
item-000865,ord-00587,var-top-rose-m,2,21900,1472,8200
item-000866,ord-00588,var-sock-ivory-m,3,11900,2847,4200
item-000867,ord-00589,var-sock-coral-l,1,11900,417,4200
item-000868,ord-00589,var-short-coral-l,2,18900,2882,7100
item-000869,ord-00590,var-legging-navy-m,3,29900,5548,11200
item-000870,ord-00591,var-sock-lilac-s,1,11900,243,4200
item-000871,ord-00592,var-top-black-s,3,21900,3570,8200
item-000872,ord-00592,var-short-black-m,2,18900,2063,7100
item-000873,ord-00593,var-sock-coral-s,1,11900,782,4200
item-000874,ord-00593,var-top-sand-m,1,21900,1192,8200
item-000875,ord-00594,var-short-black-m,3,18900,2569,7100
item-000876,ord-00595,var-top-black-l,3,21900,4684,8200
item-000877,ord-00596,var-top-black-l,1,21900,519,8200
item-000878,ord-00596,var-sock-sage-l,1,11900,479,4200
item-000879,ord-00596,var-sock-black-l,3,11900,1198,4200
item-000880,ord-00597,var-short-navy-l,3,18900,4308,7100
item-000881,ord-00598,var-sock-coral-m,2,11900,1097,4200
item-000882,ord-00599,var-sock-rose-m,1,11900,900,4200
item-000883,ord-00599,var-sock-coral-m,3,11900,2494,4200
item-000884,ord-00600,var-sock-black-s,2,11900,1056,4200
item-000885,ord-00600,var-legging-navy-m,2,29900,4920,11200
item-000886,ord-00601,var-legging-olive-m,1,29900,2391,11200
item-000887,ord-00601,var-sock-rose-m,2,11900,684,4200
item-000888,ord-00602,var-sock-coral-s,2,11900,546,4200
