id,variant_id,date,kind,quantity,reference_id
mov-sale-item-000879,var-sock-black-l,2026-02-09,sale,-3,item-000879
mov-sale-item-000812,var-sock-coral-m,2026-02-10,sale,-2,item-000812
mov-sale-item-000813,var-top-rose-l,2026-02-10,sale,-1,item-000813
mov-sale-item-001776,var-legging-olive-l,2026-02-10,sale,-2,item-001776
mov-sale-item-001777,var-sock-coral-s,2026-02-10,sale,-1,item-001777
mov-sale-item-001165,var-sock-coral-m,2026-02-11,sale,-3,item-001165
mov-sale-item-001166,var-short-navy-l,2026-02-11,sale,-2,item-001166
mov-sale-item-001296,var-sock-black-s,2026-02-11,sale,-3,item-001296
mov-sale-item-001297,var-sock-ivory-s,2026-02-11,sale,-1,item-001297
mov-sale-item-001497,var-top-sand-s,2026-02-11,sale,-2,item-001497
mov-sale-item-001498,var-sock-lilac-l,2026-02-11,sale,-1,item-001498
mov-sale-item-001609,var-short-coral-l,2026-02-11,sale,-3,item-001609
mov-sale-item-001672,var-sock-coral-s,2026-02-11,sale,-2,item-001672
mov-sale-item-001673,var-sock-rose-l,2026-02-11,sale,-3,item-001673
mov-sale-item-001770,var-sock-coral-s,2026-02-11,sale,-1,item-001770
mov-return-return-00023,var-sock-rose-m,2026-02-12,return,1,return-00023
mov-sale-item-000372,var-short-coral-s,2026-02-12,sale,-2,item-000372
mov-sale-item-000739,var-short-black-s,2026-02-12,sale,-3,item-000739
mov-sale-item-000750,var-sock-lilac-l,2026-02-14,sale,-1,item-000750
mov-sale-item-001714,var-top-sand-m,2026-02-14,sale,-1,item-001714
mov-sale-item-001715,var-short-black-s,2026-02-14,sale,-1,item-001715
mov-sale-item-001716,var-sock-sage-m,2026-02-14,sale,-3,item-001716
mov-sale-item-000078,var-short-black-m,2026-02-16,sale,-1,item-000078
mov-sale-item-000079,var-sock-black-s,2026-02-16,sale,-3,item-000079
mov-sale-item-001437,var-sock-ivory-s,2026-02-16,sale,-1,item-001437
mov-sale-item-001438,var-sock-sage-l,2026-02-16,sale,-3,item-001438
mov-sale-item-001552,var-sock-lilac-l,2026-02-16,sale,-2,item-001552
mov-sale-item-000242,var-legging-olive-s,2026-02-17,sale,-1,item-000242
mov-sale-item-000247,var-sock-rose-m,2026-02-17,sale,-3,item-000247
mov-sale-item-001341,var-sock-ivory-m,2026-02-17,sale,-2,item-001341
mov-sale-item-000248,var-sock-lilac-s,2026-02-19,sale,-2,item-000248
mov-sale-item-000721,var-sock-coral-s,2026-02-19,sale,-3,item-000721
mov-sale-item-000722,var-top-rose-s,2026-02-19,sale,-1,item-000722
mov-sale-item-000890,var-short-black-m,2026-02-19,sale,-1,item-000890
mov-sale-item-001527,var-short-navy-s,2026-02-19,sale,-1,item-001527
mov-sale-item-000166,var-short-black-m,2026-02-20,sale,-1,item-000166
mov-sale-item-000862,var-top-sand-l,2026-02-20,sale,-2,item-000862
mov-sale-item-000531,var-sock-coral-l,2026-02-21,sale,-1,item-000531
mov-sale-item-000532,var-sock-rose-m,2026-02-21,sale,-3,item-000532
mov-sale-item-000533,var-top-black-s,2026-02-21,sale,-3,item-000533
mov-sale-item-000266,var-sock-ivory-m,2026-02-22,sale,-3,item-000266
mov-sale-item-000267,var-top-sand-m,2026-02-22,sale,-2,item-000267
mov-sale-item-000808,var-sock-coral-l,2026-02-22,sale,-1,item-000808
mov-sale-item-000809,var-top-black-s,2026-02-22,sale,-3,item-000809
mov-sale-item-000924,var-sock-coral-m,2026-02-22,sale,-2,item-000924
mov-sale-item-000925,var-sock-black-s,2026-02-22,sale,-3,item-000925
mov-sale-item-001121,var-sock-lilac-s,2026-02-25,sale,-3,item-001121
mov-sale-item-001122,var-sock-black-s,2026-02-25,sale,-3,item-001122
mov-sale-item-001582,var-sock-black-m,2026-02-28,sale,-3,item-001582
mov-sale-item-000218,var-sock-black-s,2026-03-01,sale,-1,item-000218
mov-sale-item-000341,var-sock-lilac-s,2026-03-01,sale,-2,item-000341
mov-sale-item-000342,var-sock-lilac-m,2026-03-01,sale,-1,item-000342
mov-sale-item-000565,var-sock-sage-m,2026-03-01,sale,-2,item-000565
mov-sale-item-000566,var-sock-sage-s,2026-03-01,sale,-2,item-000566
mov-sale-item-001342,var-sock-black-m,2026-03-01,sale,-3,item-001342
mov-sale-item-001482,var-legging-black-l,2026-03-01,sale,-3,item-001482
mov-sale-item-001681,var-legging-navy-m,2026-03-01,sale,-1,item-001681
mov-sale-item-001682,var-legging-olive-l,2026-03-01,sale,-3,item-001682
mov-sale-item-000344,var-sock-rose-s,2026-03-02,sale,-2,item-000344
mov-sale-item-000547,var-top-rose-l,2026-03-02,sale,-3,item-000547
mov-sale-item-000548,var-sock-rose-s,2026-03-02,sale,-3,item-000548
mov-sale-item-000755,var-short-coral-s,2026-03-02,sale,-2,item-000755
mov-sale-item-000756,var-top-sand-l,2026-03-02,sale,-2,item-000756
mov-sale-item-001283,var-top-sand-s,2026-03-02,sale,-3,item-001283
mov-sale-item-001284,var-sock-rose-l,2026-03-02,sale,-1,item-001284
mov-sale-item-001632,var-sock-lilac-s,2026-03-03,sale,-3,item-001632
mov-sale-item-000289,var-short-coral-l,2026-03-04,sale,-1,item-000289
mov-sale-item-000290,var-sock-lilac-m,2026-03-04,sale,-2,item-000290
mov-sale-item-000471,var-legging-olive-l,2026-03-04,sale,-2,item-000471
mov-sale-item-000355,var-sock-rose-l,2026-03-06,sale,-3,item-000355
mov-sale-item-000651,var-sock-ivory-s,2026-03-06,sale,-2,item-000651
mov-sale-item-001794,var-sock-rose-l,2026-03-06,sale,-1,item-001794
mov-sale-item-001795,var-legging-olive-m,2026-03-06,sale,-1,item-001795
mov-sale-item-001799,var-short-coral-m,2026-03-06,sale,-1,item-001799
mov-sale-item-001800,var-sock-ivory-s,2026-03-06,sale,-3,item-001800
mov-sale-item-000285,var-legging-olive-m,2026-03-07,sale,-3,item-000285
mov-sale-item-000672,var-sock-rose-m,2026-03-07,sale,-3,item-000672
mov-sale-item-001315,var-sock-sage-l,2026-03-07,sale,-2,item-001315
mov-sale-item-000951,var-sock-lilac-s,2026-03-08,sale,-3,item-000951
mov-sale-item-000952,var-top-rose-l,2026-03-08,sale,-3,item-000952
mov-sale-item-001234,var-sock-coral-m,2026-03-08,sale,-3,item-001234
mov-sale-item-001742,var-sock-black-s,2026-03-08,sale,-2,item-001742
mov-sale-item-000291,var-short-coral-s,2026-03-10,sale,-2,item-000291
mov-sale-item-000691,var-top-rose-l,2026-03-10,sale,-2,item-000691
mov-sale-item-001094,var-short-black-l,2026-03-10,sale,-1,item-001094
mov-sale-item-001481,var-sock-black-l,2026-03-10,sale,-3,item-001481
mov-sale-item-000737,var-sock-sage-m,2026-03-11,sale,-2,item-000737
mov-sale-item-001722,var-short-navy-s,2026-03-11,sale,-1,item-001722
mov-sale-item-000846,var-short-coral-m,2026-03-13,sale,-1,item-000846
mov-sale-item-001187,var-top-black-l,2026-03-13,sale,-3,item-001187
mov-sale-item-001608,var-legging-olive-s,2026-03-13,sale,-3,item-001608
mov-sale-item-001100,var-sock-ivory-l,2026-03-14,sale,-3,item-001100
mov-sale-item-001101,var-top-sand-m,2026-03-14,sale,-3,item-001101
mov-sale-item-001756,var-sock-coral-l,2026-03-14,sale,-2,item-001756
mov-sale-item-000245,var-legging-black-s,2026-03-15,sale,-3,item-000245
mov-sale-item-000246,var-sock-coral-s,2026-03-15,sale,-2,item-000246
mov-sale-item-001700,var-sock-ivory-l,2026-03-15,sale,-2,item-001700
mov-sale-item-001015,var-top-black-l,2026-03-16,sale,-3,item-001015
mov-sale-item-001016,var-sock-coral-m,2026-03-16,sale,-2,item-001016
mov-sale-item-001048,var-sock-ivory-s,2026-03-16,sale,-3,item-001048
mov-sale-item-001049,var-sock-rose-l,2026-03-16,sale,-1,item-001049
mov-sale-item-001757,var-sock-coral-l,2026-03-16,sale,-1,item-001757
mov-sale-item-000074,var-sock-sage-m,2026-03-17,sale,-1,item-000074
mov-sale-item-000453,var-sock-ivory-l,2026-03-17,sale,-2,item-000453
mov-sale-item-000501,var-sock-coral-s,2026-03-17,sale,-2,item-000501
mov-sale-item-000502,var-legging-navy-s,2026-03-17,sale,-1,item-000502
mov-sale-item-000793,var-legging-olive-s,2026-03-17,sale,-3,item-000793
mov-sale-item-001435,var-top-black-l,2026-03-17,sale,-2,item-001435
mov-sale-item-000697,var-top-rose-m,2026-03-18,sale,-2,item-000697
mov-sale-item-000698,var-top-sand-s,2026-03-18,sale,-1,item-000698
mov-sale-item-001630,var-sock-ivory-l,2026-03-18,sale,-1,item-001630
mov-return-return-00025,var-sock-sage-m,2026-03-19,return,1,return-00025
mov-sale-item-001434,var-sock-rose-s,2026-03-19,sale,-1,item-001434
mov-sale-item-000795,var-legging-black-m,2026-03-20,sale,-3,item-000795
mov-sale-item-000796,var-short-black-m,2026-03-20,sale,-3,item-000796
mov-sale-item-001658,var-sock-coral-s,2026-03-21,sale,-1,item-001658
mov-sale-item-001391,var-top-rose-m,2026-03-22,sale,-2,item-001391
mov-sale-item-001429,var-short-coral-l,2026-03-22,sale,-3,item-001429
mov-sale-item-001430,var-legging-olive-m,2026-03-22,sale,-3,item-001430
mov-sale-item-001787,var-sock-sage-s,2026-03-22,sale,-1,item-001787
mov-sale-item-000073,var-top-black-m,2026-03-24,sale,-2,item-000073
mov-sale-item-000807,var-legging-black-l,2026-03-24,sale,-2,item-000807
mov-sale-item-001006,var-top-rose-m,2026-03-24,sale,-1,item-001006
mov-sale-item-001007,var-sock-ivory-s,2026-03-24,sale,-3,item-001007
mov-sale-item-000624,var-sock-sage-l,2026-03-25,sale,-3,item-000624
mov-sale-item-000625,var-sock-coral-l,2026-03-25,sale,-1,item-000625
mov-sale-item-001031,var-sock-black-m,2026-03-25,sale,-2,item-001031
mov-sale-item-000630,var-sock-black-s,2026-03-26,sale,-1,item-000630
mov-sale-item-000631,var-short-coral-l,2026-03-26,sale,-3,item-000631
mov-sale-item-000940,var-short-black-m,2026-03-26,sale,-1,item-000940
mov-sale-item-000941,var-legging-black-m,2026-03-26,sale,-3,item-000941
mov-sale-item-001096,var-sock-sage-l,2026-03-26,sale,-1,item-001096
mov-sale-item-001097,var-sock-sage-s,2026-03-26,sale,-1,item-001097
mov-sale-item-001352,var-legging-navy-l,2026-03-26,sale,-1,item-001352
mov-sale-item-001353,var-sock-coral-s,2026-03-26,sale,-3,item-001353
mov-sale-item-000092,var-sock-ivory-m,2026-03-27,sale,-1,item-000092
mov-sale-item-000093,var-sock-ivory-l,2026-03-27,sale,-1,item-000093
mov-sale-item-000159,var-legging-black-m,2026-03-27,sale,-3,item-000159
mov-sale-item-000198,var-sock-coral-l,2026-03-27,sale,-1,item-000198
mov-sale-item-001413,var-sock-rose-l,2026-03-27,sale,-2,item-001413
mov-sale-item-001704,var-short-black-m,2026-03-27,sale,-3,item-001704
mov-sale-item-001641,var-sock-sage-s,2026-03-28,sale,-1,item-001641
mov-sale-item-001642,var-sock-sage-l,2026-03-28,sale,-2,item-001642
mov-sale-item-000134,var-short-navy-s,2026-03-29,sale,-3,item-000134
mov-sale-item-000190,var-sock-ivory-l,2026-03-29,sale,-3,item-000190
mov-sale-item-000959,var-sock-sage-m,2026-03-30,sale,-3,item-000959
mov-sale-item-000960,var-sock-lilac-s,2026-03-30,sale,-3,item-000960
mov-sale-item-001657,var-sock-ivory-m,2026-03-30,sale,-3,item-001657
mov-sale-item-000120,var-top-rose-m,2026-03-31,sale,-1,item-000120
mov-sale-item-000121,var-sock-sage-l,2026-03-31,sale,-3,item-000121
mov-sale-item-000571,var-short-black-m,2026-03-31,sale,-3,item-000571
mov-sale-item-000859,var-legging-navy-m,2026-03-31,sale,-2,item-000859
mov-sale-item-001617,var-sock-ivory-s,2026-03-31,sale,-3,item-001617
mov-sale-item-001156,var-sock-lilac-l,2026-04-01,sale,-3,item-001156
mov-sale-item-001157,var-sock-sage-m,2026-04-01,sale,-3,item-001157
mov-sale-item-001627,var-short-coral-m,2026-04-01,sale,-1,item-001627
mov-sale-item-001628,var-sock-ivory-m,2026-04-02,sale,-2,item-001628
mov-sale-item-001040,var-top-rose-m,2026-04-03,sale,-3,item-001040
mov-sale-item-001275,var-sock-sage-l,2026-04-03,sale,-3,item-001275
mov-sale-item-001324,var-sock-lilac-s,2026-04-03,sale,-1,item-001324
mov-sale-item-001325,var-short-black-m,2026-04-03,sale,-1,item-001325
mov-sale-item-001519,var-legging-black-l,2026-04-03,sale,-1,item-001519
mov-sale-item-001520,var-short-black-s,2026-04-03,sale,-3,item-001520
mov-sale-item-000301,var-sock-lilac-m,2026-04-04,sale,-3,item-000301
mov-sale-item-000607,var-top-sand-l,2026-04-04,sale,-3,item-000607
mov-sale-item-000763,var-sock-ivory-m,2026-04-04,sale,-3,item-000763
mov-sale-item-000764,var-legging-black-s,2026-04-04,sale,-1,item-000764
mov-sale-item-000823,var-top-black-l,2026-04-04,sale,-2,item-000823
mov-sale-item-000956,var-sock-rose-s,2026-04-04,sale,-2,item-000956
mov-sale-item-000957,var-sock-ivory-l,2026-04-04,sale,-2,item-000957
mov-sale-item-000958,var-sock-rose-l,2026-04-04,sale,-1,item-000958
mov-sale-item-001330,var-sock-sage-m,2026-04-04,sale,-2,item-001330
mov-sale-item-001331,var-short-coral-m,2026-04-04,sale,-3,item-001331
mov-sale-item-001332,var-sock-coral-m,2026-04-04,sale,-1,item-001332
mov-sale-item-000221,var-sock-sage-l,2026-04-05,sale,-3,item-000221
mov-sale-item-000222,var-sock-lilac-l,2026-04-05,sale,-3,item-000222
mov-sale-item-000684,var-sock-lilac-s,2026-04-05,sale,-3,item-000684
mov-sale-item-000770,var-sock-lilac-s,2026-04-05,sale,-2,item-000770
mov-sale-item-000961,var-sock-sage-l,2026-04-05,sale,-3,item-000961
mov-sale-item-000962,var-short-black-m,2026-04-05,sale,-3,item-000962
mov-sale-item-001610,var-sock-rose-s,2026-04-05,sale,-2,item-001610
mov-sale-item-001611,var-sock-sage-s,2026-04-05,sale,-2,item-001611
mov-sale-item-001612,var-sock-coral-s,2026-04-05,sale,-2,item-001612
mov-sale-item-001694,var-sock-coral-s,2026-04-05,sale,-2,item-001694
mov-sale-item-001695,var-legging-black-m,2026-04-05,sale,-2,item-001695
mov-sale-item-001728,var-sock-black-l,2026-04-05,sale,-2,item-001728
mov-sale-item-000170,var-legging-navy-m,2026-04-06,sale,-2,item-000170
mov-sale-item-000760,var-sock-sage-m,2026-04-06,sale,-3,item-000760
mov-sale-item-000315,var-legging-olive-m,2026-04-08,sale,-3,item-000315
mov-sale-item-000446,var-sock-sage-s,2026-04-08,sale,-1,item-000446
mov-sale-item-000867,var-sock-coral-l,2026-04-08,sale,-1,item-000867
mov-sale-item-000868,var-short-coral-l,2026-04-08,sale,-2,item-000868
mov-sale-item-000462,var-sock-coral-s,2026-04-09,sale,-3,item-000462
mov-sale-item-000790,var-top-sand-l,2026-04-10,sale,-2,item-000790
mov-sale-item-000791,var-short-coral-s,2026-04-10,sale,-1,item-000791
mov-sale-item-001373,var-sock-sage-m,2026-04-10,sale,-1,item-001373
mov-sale-item-001656,var-sock-sage-l,2026-04-10,sale,-1,item-001656
mov-sale-item-001699,var-top-black-s,2026-04-10,sale,-2,item-001699
mov-sale-item-000683,var-sock-lilac-m,2026-04-11,sale,-2,item-000683
mov-sale-item-000106,var-legging-olive-l,2026-04-12,sale,-3,item-000106
mov-sale-item-000107,var-top-black-l,2026-04-12,sale,-1,item-000107
mov-sale-item-000538,var-sock-ivory-m,2026-04-12,sale,-1,item-000538
mov-sale-item-000539,var-sock-black-m,2026-04-12,sale,-3,item-000539
mov-sale-item-001044,var-short-black-s,2026-04-12,sale,-1,item-001044
mov-sale-item-001045,var-sock-coral-s,2026-04-12,sale,-3,item-001045
mov-sale-item-000197,var-sock-lilac-s,2026-04-14,sale,-2,item-000197
mov-sale-item-001709,var-sock-coral-l,2026-04-14,sale,-3,item-001709
mov-sale-item-000124,var-sock-ivory-m,2026-04-15,sale,-1,item-000124
mov-sale-item-000125,var-short-black-s,2026-04-15,sale,-3,item-000125
mov-sale-item-000164,var-sock-rose-s,2026-04-15,sale,-2,item-000164
mov-sale-item-000165,var-sock-rose-m,2026-04-15,sale,-1,item-000165
mov-sale-item-001168,var-sock-sage-m,2026-04-15,sale,-1,item-001168
mov-sale-item-001346,var-legging-navy-s,2026-04-15,sale,-2,item-001346
mov-sale-item-001347,var-sock-coral-s,2026-04-15,sale,-1,item-001347
mov-sale-item-001518,var-top-rose-m,2026-04-15,sale,-3,item-001518
mov-sale-item-000511,var-sock-coral-m,2026-04-16,sale,-1,item-000511
mov-sale-item-000512,var-sock-rose-m,2026-04-16,sale,-1,item-000512
mov-sale-item-000639,var-short-navy-m,2026-04-16,sale,-2,item-000639
mov-sale-item-000640,var-top-rose-l,2026-04-16,sale,-2,item-000640
mov-sale-item-000915,var-top-sand-s,2026-04-16,sale,-1,item-000915
mov-sale-item-000991,var-sock-lilac-s,2026-04-16,sale,-3,item-000991
mov-sale-item-001644,var-sock-lilac-l,2026-04-16,sale,-3,item-001644
mov-sale-item-001779,var-sock-rose-m,2026-04-16,sale,-2,item-001779
mov-sale-item-000458,var-top-rose-m,2026-04-18,sale,-1,item-000458
mov-sale-item-000935,var-sock-ivory-m,2026-04-18,sale,-1,item-000935
mov-sale-item-000397,var-sock-lilac-s,2026-04-19,sale,-3,item-000397
mov-sale-item-001661,var-sock-ivory-s,2026-04-19,sale,-3,item-001661
mov-sale-item-001662,var-short-navy-s,2026-04-19,sale,-3,item-001662
mov-sale-item-001663,var-sock-lilac-s,2026-04-19,sale,-1,item-001663
mov-sale-item-000168,var-short-navy-s,2026-04-20,sale,-3,item-000168
mov-sale-item-000405,var-legging-black-m,2026-04-20,sale,-1,item-000405
mov-sale-item-000609,var-sock-sage-s,2026-04-21,sale,-1,item-000609
mov-sale-item-000674,var-sock-sage-m,2026-04-21,sale,-1,item-000674
mov-sale-item-001229,var-sock-sage-l,2026-04-21,sale,-3,item-001229
mov-sale-item-000819,var-legging-black-m,2026-04-22,sale,-1,item-000819
mov-sale-item-001652,var-top-black-m,2026-04-23,sale,-1,item-001652
mov-sale-item-001446,var-sock-ivory-m,2026-04-25,sale,-3,item-001446
mov-return-return-00017,var-sock-coral-m,2026-04-26,return,1,return-00017
mov-sale-item-000731,var-top-rose-s,2026-04-26,sale,-3,item-000731
mov-sale-item-000893,var-short-coral-m,2026-04-26,sale,-2,item-000893
mov-sale-item-001087,var-legging-black-m,2026-04-26,sale,-1,item-001087
mov-sale-item-001088,var-sock-sage-l,2026-04-26,sale,-2,item-001088
mov-sale-item-001350,var-sock-black-l,2026-04-26,sale,-2,item-001350
mov-sale-item-001351,var-sock-lilac-m,2026-04-26,sale,-3,item-001351
mov-sale-item-001633,var-sock-ivory-s,2026-04-26,sale,-2,item-001633
mov-sale-item-001634,var-short-coral-l,2026-04-26,sale,-2,item-001634
mov-sale-item-000059,var-legging-olive-l,2026-04-27,sale,-2,item-000059
mov-sale-item-000060,var-sock-coral-s,2026-04-27,sale,-1,item-000060
mov-sale-item-000215,var-sock-sage-l,2026-04-27,sale,-3,item-000215
mov-sale-item-000403,var-sock-lilac-l,2026-04-27,sale,-2,item-000403
mov-sale-item-000404,var-sock-rose-s,2026-04-27,sale,-2,item-000404
mov-sale-item-001033,var-top-sand-m,2026-04-27,sale,-1,item-001033
mov-sale-item-000412,var-sock-ivory-m,2026-04-28,sale,-1,item-000412
mov-sale-item-000413,var-short-black-l,2026-04-28,sale,-2,item-000413
mov-sale-item-001111,var-sock-lilac-s,2026-04-28,sale,-1,item-001111
mov-sale-item-001361,var-sock-lilac-m,2026-04-28,sale,-2,item-001361
mov-sale-item-001362,var-top-rose-l,2026-04-28,sale,-2,item-001362
mov-sale-item-000363,var-legging-navy-l,2026-04-29,sale,-2,item-000363
mov-sale-item-000364,var-sock-black-l,2026-04-29,sale,-2,item-000364
mov-sale-item-001017,var-sock-sage-l,2026-04-29,sale,-1,item-001017
mov-sale-item-001163,var-sock-rose-m,2026-04-29,sale,-2,item-001163
mov-sale-item-001164,var-sock-rose-s,2026-04-29,sale,-2,item-001164
mov-sale-item-001259,var-sock-lilac-l,2026-04-29,sale,-1,item-001259
mov-sale-item-001260,var-legging-black-s,2026-04-29,sale,-2,item-001260
mov-sale-item-001393,var-sock-ivory-m,2026-04-29,sale,-2,item-001393
mov-sale-item-001394,var-sock-black-s,2026-04-29,sale,-3,item-001394
mov-sale-item-001784,var-top-black-m,2026-04-29,sale,-2,item-001784
mov-sale-item-001785,var-short-navy-s,2026-04-29,sale,-1,item-001785
mov-sale-item-000193,var-top-black-l,2026-04-30,sale,-3,item-000193
mov-sale-item-000194,var-legging-black-s,2026-04-30,sale,-1,item-000194
mov-sale-item-000400,var-sock-lilac-s,2026-04-30,sale,-1,item-000400
mov-sale-item-001416,var-sock-lilac-s,2026-04-30,sale,-3,item-001416
mov-sale-item-001417,var-sock-rose-s,2026-04-30,sale,-2,item-001417
mov-sale-item-001723,var-top-sand-m,2026-04-30,sale,-2,item-001723
mov-sale-item-000328,var-sock-rose-m,2026-05-01,sale,-2,item-000328
mov-sale-item-001463,var-legging-navy-m,2026-05-01,sale,-2,item-001463
mov-sale-item-000249,var-sock-lilac-l,2026-05-02,sale,-3,item-000249
mov-sale-item-001274,var-sock-coral-s,2026-05-02,sale,-2,item-001274
mov-sale-item-000641,var-sock-black-l,2026-05-03,sale,-2,item-000641
mov-sale-item-000070,var-legging-black-s,2026-05-04,sale,-1,item-000070
mov-sale-item-000966,var-sock-ivory-l,2026-05-04,sale,-2,item-000966
mov-sale-item-001080,var-sock-black-m,2026-05-04,sale,-2,item-001080
mov-sale-item-001081,var-legging-black-l,2026-05-04,sale,-1,item-001081
mov-sale-item-001397,var-sock-black-m,2026-05-04,sale,-2,item-001397
mov-sale-item-001398,var-sock-ivory-l,2026-05-04,sale,-3,item-001398
mov-return-return-00037,var-sock-sage-l,2026-05-05,return,1,return-00037
mov-sale-item-000063,var-short-black-m,2026-05-06,sale,-3,item-000063
mov-sale-item-000064,var-short-black-l,2026-05-06,sale,-1,item-000064
mov-sale-item-000457,var-sock-lilac-l,2026-05-06,sale,-1,item-000457
mov-sale-item-000748,var-sock-coral-l,2026-05-06,sale,-3,item-000748
mov-sale-item-000749,var-legging-black-l,2026-05-06,sale,-2,item-000749
mov-return-return-00007,var-legging-black-s,2026-05-08,return,1,return-00007
mov-sale-item-000274,var-top-sand-s,2026-05-08,sale,-2,item-000274
mov-sale-item-000275,var-sock-black-m,2026-05-08,sale,-1,item-000275
mov-sale-item-001132,var-top-rose-s,2026-05-08,sale,-2,item-001132
mov-sale-item-000053,var-sock-sage-l,2026-05-09,sale,-2,item-000053
mov-sale-item-000054,var-sock-coral-l,2026-05-09,sale,-2,item-000054
mov-sale-item-000803,var-legging-olive-l,2026-05-09,sale,-1,item-000803
mov-sale-item-001531,var-sock-ivory-m,2026-05-09,sale,-3,item-001531
mov-sale-item-001532,var-short-navy-l,2026-05-09,sale,-3,item-001532
mov-sale-item-001578,var-short-coral-s,2026-05-09,sale,-2,item-001578
mov-sale-item-001745,var-sock-ivory-m,2026-05-09,sale,-3,item-001745
mov-sale-item-000521,var-sock-black-m,2026-05-10,sale,-3,item-000521
mov-sale-item-000252,var-top-sand-s,2026-05-12,sale,-2,item-000252
mov-sale-item-000253,var-sock-ivory-s,2026-05-12,sale,-1,item-000253
mov-sale-item-000332,var-sock-ivory-s,2026-05-12,sale,-3,item-000332
mov-sale-item-000333,var-short-coral-l,2026-05-12,sale,-1,item-000333
mov-sale-item-000055,var-sock-coral-l,2026-05-13,sale,-3,item-000055
mov-sale-item-000464,var-short-coral-s,2026-05-13,sale,-1,item-000464
mov-sale-item-000644,var-sock-black-m,2026-05-13,sale,-3,item-000644
mov-sale-item-000645,var-top-black-s,2026-05-13,sale,-2,item-000645
mov-sale-item-000835,var-sock-rose-m,2026-05-13,sale,-1,item-000835
mov-sale-item-001029,var-sock-ivory-m,2026-05-13,sale,-3,item-001029
mov-sale-item-001030,var-legging-navy-s,2026-05-13,sale,-2,item-001030
mov-sale-item-001643,var-sock-lilac-s,2026-05-13,sale,-1,item-001643
mov-sale-item-000088,var-legging-olive-l,2026-05-14,sale,-2,item-000088
mov-sale-item-000089,var-sock-black-l,2026-05-14,sale,-2,item-000089
mov-sale-item-000545,var-sock-sage-l,2026-05-14,sale,-3,item-000545
mov-sale-item-000546,var-sock-black-m,2026-05-14,sale,-2,item-000546
mov-sale-item-000551,var-sock-lilac-l,2026-05-14,sale,-3,item-000551
mov-sale-item-001068,var-sock-rose-s,2026-05-14,sale,-1,item-001068
mov-sale-item-001069,var-top-sand-s,2026-05-14,sale,-1,item-001069
mov-sale-item-001560,var-sock-rose-m,2026-05-14,sale,-1,item-001560
mov-sale-item-001561,var-sock-coral-m,2026-05-14,sale,-1,item-001561
mov-sale-item-001675,var-top-sand-m,2026-05-14,sale,-1,item-001675
mov-sale-item-000047,var-short-navy-s,2026-05-15,sale,-2,item-000047
mov-sale-item-000095,var-legging-navy-l,2026-05-15,sale,-1,item-000095
mov-sale-item-000180,var-sock-sage-l,2026-05-15,sale,-1,item-000180
mov-sale-item-000181,var-sock-black-l,2026-05-15,sale,-3,item-000181
mov-sale-item-000824,var-top-rose-l,2026-05-15,sale,-3,item-000824
mov-sale-item-000829,var-legging-olive-m,2026-05-15,sale,-1,item-000829
mov-sale-item-000830,var-sock-lilac-m,2026-05-15,sale,-1,item-000830
mov-sale-item-000831,var-sock-coral-s,2026-05-15,sale,-3,item-000831
mov-sale-item-001678,var-sock-lilac-l,2026-05-15,sale,-2,item-001678
mov-sale-item-000081,var-sock-coral-l,2026-05-16,sale,-1,item-000081
mov-sale-item-001530,var-short-coral-l,2026-05-16,sale,-1,item-001530
mov-sale-item-000145,var-sock-black-l,2026-05-17,sale,-2,item-000145
mov-sale-item-000714,var-short-coral-m,2026-05-17,sale,-3,item-000714
mov-sale-item-000715,var-sock-lilac-l,2026-05-17,sale,-1,item-000715
mov-sale-item-001066,var-sock-rose-l,2026-05-17,sale,-3,item-001066
mov-sale-item-001067,var-sock-black-l,2026-05-17,sale,-3,item-001067
mov-sale-item-001334,var-short-black-l,2026-05-17,sale,-1,item-001334
mov-sale-item-001459,var-sock-lilac-s,2026-05-17,sale,-1,item-001459
mov-sale-item-001460,var-sock-lilac-l,2026-05-17,sale,-1,item-001460
mov-sale-item-001580,var-top-rose-s,2026-05-17,sale,-1,item-001580
mov-sale-item-001581,var-sock-coral-s,2026-05-17,sale,-1,item-001581
mov-sale-item-000109,var-sock-black-m,2026-05-18,sale,-2,item-000109
mov-sale-item-000110,var-sock-rose-m,2026-05-18,sale,-3,item-000110
mov-sale-item-000206,var-sock-coral-m,2026-05-19,sale,-1,item-000206
mov-sale-item-000406,var-sock-black-m,2026-05-19,sale,-3,item-000406
mov-sale-item-000667,var-legging-black-m,2026-05-20,sale,-3,item-000667
mov-sale-item-001701,var-sock-lilac-l,2026-05-20,sale,-2,item-001701
mov-sale-item-000176,var-sock-black-l,2026-05-21,sale,-1,item-000176
mov-sale-item-000419,var-legging-navy-s,2026-05-21,sale,-1,item-000419
mov-sale-item-000385,var-sock-coral-m,2026-05-22,sale,-1,item-000385
mov-sale-item-000386,var-short-black-l,2026-05-22,sale,-1,item-000386
mov-sale-item-000390,var-short-coral-l,2026-05-22,sale,-3,item-000390
mov-sale-item-000463,var-sock-black-l,2026-05-22,sale,-2,item-000463
mov-sale-item-000618,var-sock-sage-l,2026-05-22,sale,-2,item-000618
mov-sale-item-001118,var-sock-black-l,2026-05-22,sale,-2,item-001118
mov-sale-item-001119,var-sock-lilac-m,2026-05-22,sale,-1,item-001119
