id,order_item_id,quantity,status
reservation-000874,item-000874,1,active
reservation-000875,item-000875,3,released
reservation-000876,item-000876,3,released
reservation-000877,item-000877,1,released
reservation-000878,item-000878,1,released
reservation-000879,item-000879,3,released
reservation-000880,item-000880,3,released
reservation-000881,item-000881,2,released
reservation-000882,item-000882,1,active
reservation-000883,item-000883,3,active
reservation-000884,item-000884,2,active
reservation-000885,item-000885,2,active
reservation-000886,item-000886,1,released
reservation-000887,item-000887,2,released
reservation-000888,item-000888,2,released
reservation-000889,item-000889,3,released
reservation-000890,item-000890,1,released
reservation-000891,item-000891,2,released
reservation-000892,item-000892,1,released
reservation-000893,item-000893,2,released
reservation-000894,item-000894,2,released
reservation-000895,item-000895,2,released
reservation-000896,item-000896,1,released
reservation-000897,item-000897,3,released
reservation-000898,item-000898,1,active
reservation-000899,item-000899,3,released
reservation-000900,item-000900,2,released
reservation-000901,item-000901,2,released
reservation-000902,item-000902,3,released
reservation-000903,item-000903,2,released
reservation-000904,item-000904,2,released
reservation-000905,item-000905,1,released
reservation-000906,item-000906,2,released
reservation-000907,item-000907,3,released
reservation-000908,item-000908,3,released
reservation-000909,item-000909,2,active
reservation-000910,item-000910,3,active
reservation-000911,item-000911,1,active
reservation-000912,item-000912,3,active
reservation-000913,item-000913,3,released
reservation-000914,item-000914,2,released
reservation-000915,item-000915,1,released
reservation-000916,item-000916,1,released
reservation-000917,item-000917,1,released
reservation-000918,item-000918,1,released
reservation-000919,item-000919,1,released
reservation-000920,item-000920,3,released
reservation-000921,item-000921,3,released
reservation-000922,item-000922,3,released
reservation-000923,item-000923,3,active
reservation-000924,item-000924,2,released
reservation-000925,item-000925,3,released
reservation-000926,item-000926,3,released
reservation-000927,item-000927,1,released
reservation-000928,item-000928,2,released
reservation-000929,item-000929,2,active
reservation-000930,item-000930,2,released
reservation-000931,item-000931,3,released
reservation-000932,item-000932,1,released
reservation-000933,item-000933,1,released
reservation-000934,item-000934,3,released
reservation-000935,item-000935,1,released
reservation-000936,item-000936,2,released
reservation-000937,item-000937,1,released
reservation-000938,item-000938,2,active
reservation-000939,item-000939,2,active
reservation-000940,item-000940,1,released
reservation-000941,item-000941,3,released
reservation-000942,item-000942,1,released
reservation-000943,item-000943,1,released
reservation-000944,item-000944,2,released
reservation-000945,item-000945,3,released
reservation-000946,item-000946,1,active
reservation-000947,item-000947,3,released
reservation-000948,item-000948,1,released
reservation-000949,item-000949,3,released
reservation-000950,item-000950,2,active
reservation-000951,item-000951,3,released
reservation-000952,item-000952,3,released
reservation-000953,item-000953,2,released
reservation-000954,item-000954,3,released
reservation-000955,item-000955,1,active
reservation-000956,item-000956,2,released
reservation-000957,item-000957,2,released
reservation-000958,item-000958,1,released
reservation-000959,item-000959,3,released
reservation-000960,item-000960,3,released
reservation-000961,item-000961,3,released
reservation-000962,item-000962,3,released
reservation-000963,item-000963,3,released
reservation-000964,item-000964,3,released
reservation-000965,item-000965,3,released
reservation-000966,item-000966,2,released
reservation-000967,item-000967,1,active
reservation-000968,item-000968,1,released
reservation-000969,item-000969,1,released
reservation-000970,item-000970,2,released
reservation-000971,item-000971,2,released
reservation-000972,item-000972,3,released
reservation-000973,item-000973,2,released
reservation-000974,item-000974,2,released
reservation-000975,item-000975,3,released
reservation-000976,item-000976,3,released
reservation-000977,item-000977,2,released
reservation-000978,item-000978,3,active
reservation-000979,item-000979,2,active
reservation-000980,item-000980,1,released
reservation-000981,item-000981,1,released
reservation-000982,item-000982,1,released
reservation-000983,item-000983,1,released
reservation-000984,item-000984,2,released
reservation-000985,item-000985,3,active
reservation-000986,item-000986,2,released
reservation-000987,item-000987,1,released
reservation-000988,item-000988,2,released
reservation-000989,item-000989,1,active
reservation-000990,item-000990,3,active
reservation-000991,item-000991,3,released
reservation-000992,item-000992,3,active
reservation-000993,item-000993,1,released
reservation-000994,item-000994,2,released
reservation-000995,item-000995,3,released
reservation-000996,item-000996,1,released
reservation-000997,item-000997,2,released
reservation-000998,item-000998,3,released
reservation-000999,item-000999,2,released
reservation-001000,item-001000,1,released
reservation-001001,item-001001,2,released
reservation-001002,item-001002,3,released
reservation-001003,item-001003,3,active
reservation-001004,item-001004,3,active
reservation-001005,item-001005,1,released
reservation-001006,item-001006,1,released
reservation-001007,item-001007,3,released
reservation-001008,item-001008,3,released
reservation-001009,item-001009,3,released
reservation-001010,item-001010,2,released
reservation-001011,item-001011,3,active
reservation-001012,item-001012,3,active
reservation-001013,item-001013,2,released
reservation-001014,item-001014,1,released
reservation-001015,item-001015,3,released
reservation-001016,item-001016,2,released
reservation-001017,item-001017,1,released
reservation-001018,item-001018,2,released
reservation-001019,item-001019,3,released
reservation-001020,item-001020,2,released
reservation-001021,item-001021,3,released
reservation-001022,item-001022,3,released
reservation-001023,item-001023,3,released
reservation-001024,item-001024,3,released
reservation-001025,item-001025,3,released
reservation-001026,item-001026,3,released
reservation-001027,item-001027,1,active
reservation-001028,item-001028,2,active
reservation-001029,item-001029,3,released
reservation-001030,item-001030,2,released
reservation-001031,item-001031,2,released
reservation-001032,item-001032,2,released
reservation-001033,item-001033,1,released
reservation-001034,item-001034,3,released
reservation-001035,item-001035,3,released
reservation-001036,item-001036,3,released
reservation-001037,item-001037,1,released
reservation-001038,item-001038,2,released
reservation-001039,item-001039,3,released
reservation-001040,item-001040,3,released
reservation-001041,item-001041,3,active
reservation-001042,item-001042,2,active
reservation-001043,item-001043,3,released
reservation-001044,item-001044,1,released
reservation-001045,item-001045,3,released
reservation-001046,item-001046,1,released
reservation-001047,item-001047,3,released
reservation-001048,item-001048,3,released
reservation-001049,item-001049,1,released
reservation-001050,item-001050,2,released
reservation-001051,item-001051,2,released
reservation-001052,item-001052,2,released
reservation-001053,item-001053,1,released
reservation-001054,item-001054,2,released
reservation-001055,item-001055,1,released
reservation-001056,item-001056,2,released
reservation-001057,item-001057,2,released
reservation-001058,item-001058,2,released
reservation-001059,item-001059,1,released
reservation-001060,item-001060,2,released
reservation-001061,item-001061,2,released
reservation-001062,item-001062,1,released
reservation-001063,item-001063,3,released
reservation-001064,item-001064,3,released
reservation-001065,item-001065,3,released
reservation-001066,item-001066,3,released
reservation-001067,item-001067,3,released
reservation-001068,item-001068,1,released
reservation-001069,item-001069,1,released
reservation-001070,item-001070,1,released
reservation-001071,item-001071,3,released
reservation-001072,item-001072,2,released
reservation-001073,item-001073,2,released
reservation-001074,item-001074,1,released
reservation-001075,item-001075,1,released
reservation-001076,item-001076,1,released
reservation-001077,item-001077,3,released
reservation-001078,item-001078,2,released
reservation-001079,item-001079,1,active
reservation-001080,item-001080,2,released
reservation-001081,item-001081,1,released
reservation-001082,item-001082,2,released
reservation-001083,item-001083,1,released
reservation-001084,item-001084,3,released
reservation-001085,item-001085,3,released
reservation-001086,item-001086,3,released
reservation-001087,item-001087,1,released
reservation-001088,item-001088,2,released
reservation-001089,item-001089,3,released
reservation-001090,item-001090,3,released
reservation-001091,item-001091,2,released
reservation-001092,item-001092,3,released
reservation-001093,item-001093,2,released
reservation-001094,item-001094,1,released
reservation-001095,item-001095,1,released
reservation-001096,item-001096,1,released
reservation-001097,item-001097,1,released
reservation-001098,item-001098,1,released
reservation-001099,item-001099,3,released
reservation-001100,item-001100,3,released
reservation-001101,item-001101,3,released
reservation-001102,item-001102,3,released
reservation-001103,item-001103,1,active
reservation-001104,item-001104,3,active
reservation-001105,item-001105,3,active
reservation-001106,item-001106,3,released
reservation-001107,item-001107,3,released
reservation-001108,item-001108,2,released
reservation-001109,item-001109,2,active
reservation-001110,item-001110,2,active
reservation-001111,item-001111,1,released
reservation-001112,item-001112,3,released
reservation-001113,item-001113,1,released
reservation-001114,item-001114,3,released
reservation-001115,item-001115,3,released
reservation-001116,item-001116,3,released
reservation-001117,item-001117,1,released
reservation-001118,item-001118,2,released
reservation-001119,item-001119,1,released
reservation-001120,item-001120,2,released
reservation-001121,item-001121,3,released
reservation-001122,item-001122,3,released
reservation-001123,item-001123,3,released
reservation-001124,item-001124,3,released
reservation-001125,item-001125,3,released
reservation-001126,item-001126,1,released
reservation-001127,item-001127,2,released
reservation-001128,item-001128,1,active
reservation-001129,item-001129,2,active
reservation-001130,item-001130,3,released
reservation-001131,item-001131,2,released
reservation-001132,item-001132,2,released
reservation-001133,item-001133,2,active
reservation-001134,item-001134,3,active
reservation-001135,item-001135,3,released
reservation-001136,item-001136,1,released
reservation-001137,item-001137,2,released
reservation-001138,item-001138,2,released
reservation-001139,item-001139,2,released
reservation-001140,item-001140,2,released
reservation-001141,item-001141,3,released
reservation-001142,item-001142,1,released
reservation-001143,item-001143,3,released
reservation-001144,item-001144,1,active
reservation-001145,item-001145,1,active
reservation-001146,item-001146,1,active
reservation-001147,item-001147,3,released
reservation-001148,item-001148,2,released
reservation-001149,item-001149,1,released
reservation-001150,item-001150,1,active
reservation-001151,item-001151,1,released
reservation-001152,item-001152,1,released
reservation-001153,item-001153,2,active
reservation-001154,item-001154,2,released
reservation-001155,item-001155,3,released
reservation-001156,item-001156,3,released
reservation-001157,item-001157,3,released
reservation-001158,item-001158,2,released
reservation-001159,item-001159,1,released
reservation-001160,item-001160,1,released
reservation-001161,item-001161,1,released
reservation-001162,item-001162,1,released
reservation-001163,item-001163,2,released
reservation-001164,item-001164,2,released
reservation-001165,item-001165,3,released
reservation-001166,item-001166,2,released
reservation-001167,item-001167,3,released
reservation-001168,item-001168,1,released
reservation-001169,item-001169,3,released
reservation-001170,item-001170,2,released
reservation-001171,item-001171,2,released
reservation-001172,item-001172,3,released
reservation-001173,item-001173,2,released
reservation-001174,item-001174,2,released
reservation-001175,item-001175,1,released
reservation-001176,item-001176,1,released
reservation-001177,item-001177,3,released
reservation-001178,item-001178,3,released
reservation-001179,item-001179,3,active
reservation-001180,item-001180,1,active
reservation-001181,item-001181,1,released
reservation-001182,item-001182,1,active
reservation-001183,item-001183,1,active
reservation-001184,item-001184,1,released
reservation-001185,item-001185,2,released
reservation-001186,item-001186,2,released
reservation-001187,item-001187,3,released
reservation-001188,item-001188,3,active
reservation-001189,item-001189,1,active
reservation-001190,item-001190,2,active
reservation-001191,item-001191,3,released
reservation-001192,item-001192,2,released
reservation-001193,item-001193,1,active
reservation-001194,item-001194,3,released
reservation-001195,item-001195,1,released
reservation-001196,item-001196,1,released
reservation-001197,item-001197,1,released
reservation-001198,item-001198,2,released
reservation-001199,item-001199,3,active
reservation-001200,item-001200,1,active
reservation-001201,item-001201,1,released
reservation-001202,item-001202,1,released
reservation-001203,item-001203,2,released
reservation-001204,item-001204,2,released
reservation-001205,item-001205,1,released
reservation-001206,item-001206,2,released
reservation-001207,item-001207,1,active
reservation-001208,item-001208,2,released
reservation-001209,item-001209,2,released
reservation-001210,item-001210,1,released
reservation-001211,item-001211,2,released
reservation-001212,item-001212,3,active
reservation-001213,item-001213,2,active
reservation-001214,item-001214,1,active
reservation-001215,item-001215,3,active
reservation-001216,item-001216,3,released
reservation-001217,item-001217,3,released
reservation-001218,item-001218,1,released
reservation-001219,item-001219,3,released
reservation-001220,item-001220,3,released
reservation-001221,item-001221,2,released
reservation-001222,item-001222,2,active
reservation-001223,item-001223,2,active
reservation-001224,item-001224,3,active
reservation-001225,item-001225,1,released
reservation-001226,item-001226,1,released
reservation-001227,item-001227,2,released
reservation-001228,item-001228,1,released
reservation-001229,item-001229,3,released
reservation-001230,item-001230,1,active
reservation-001231,item-001231,3,active
reservation-001232,item-001232,2,released
reservation-001233,item-001233,3,released
reservation-001234,item-001234,3,released
reservation-001235,item-001235,1,released
reservation-001236,item-001236,1,released
reservation-001237,item-001237,1,released
reservation-001238,item-001238,3,active
reservation-001239,item-001239,2,active
reservation-001240,item-001240,1,released
reservation-001241,item-001241,3,released
reservation-001242,item-001242,1,released
reservation-001243,item-001243,2,released
reservation-001244,item-001244,2,released
reservation-001245,item-001245,1,released
reservation-001246,item-001246,2,released
reservation-001247,item-001247,3,released
reservation-001248,item-001248,3,released
reservation-001249,item-001249,3,active
reservation-001250,item-001250,1,active
reservation-001251,item-001251,3,active
reservation-001252,item-001252,3,released
reservation-001253,item-001253,2,released
reservation-001254,item-001254,1,released
reservation-001255,item-001255,1,released
reservation-001256,item-001256,2,released
reservation-001257,item-001257,1,released
reservation-001258,item-001258,2,released
reservation-001259,item-001259,1,released
reservation-001260,item-001260,2,released
reservation-001261,item-001261,1,released
reservation-001262,item-001262,2,released
reservation-001263,item-001263,2,released
reservation-001264,item-001264,2,released
reservation-001265,item-001265,2,released
reservation-001266,item-001266,3,released
reservation-001267,item-001267,2,released
reservation-001268,item-001268,1,released
reservation-001269,item-001269,1,released
reservation-001270,item-001270,1,released
reservation-001271,item-001271,3,released
reservation-001272,item-001272,2,released
reservation-001273,item-001273,1,active
reservation-001274,item-001274,2,released
reservation-001275,item-001275,3,released
reservation-001276,item-001276,1,released
reservation-001277,item-001277,3,released
reservation-001278,item-001278,2,released
reservation-001279,item-001279,3,released
reservation-001280,item-001280,2,released
reservation-001281,item-001281,1,active
reservation-001282,item-001282,3,released
reservation-001283,item-001283,3,released
reservation-001284,item-001284,1,released
reservation-001285,item-001285,3,released
reservation-001286,item-001286,3,released
reservation-001287,item-001287,3,active
reservation-001288,item-001288,1,released
reservation-001289,item-001289,2,released
reservation-001290,item-001290,2,released
reservation-001291,item-001291,3,active
reservation-001292,item-001292,1,released
reservation-001293,item-001293,2,released
reservation-001294,item-001294,3,released
reservation-001295,item-001295,3,released
reservation-001296,item-001296,3,released
reservation-001297,item-001297,1,released
reservation-001298,item-001298,1,active
reservation-001299,item-001299,3,active
reservation-001300,item-001300,1,active
reservation-001301,item-001301,1,released
reservation-001302,item-001302,2,released
reservation-001303,item-001303,1,active
reservation-001304,item-001304,1,active
reservation-001305,item-001305,3,active
reservation-001306,item-001306,3,released
reservation-001307,item-001307,3,active
reservation-001308,item-001308,1,active
reservation-001309,item-001309,1,released
reservation-001310,item-001310,2,released
reservation-001311,item-001311,3,released
reservation-001312,item-001312,3,released
reservation-001313,item-001313,2,released
reservation-001314,item-001314,1,active
reservation-001315,item-001315,2,released
reservation-001316,item-001316,3,released
reservation-001317,item-001317,1,released
reservation-001318,item-001318,1,released
reservation-001319,item-001319,3,released
reservation-001320,item-001320,2,released
reservation-001321,item-001321,1,released
reservation-001322,item-001322,3,released
reservation-001323,item-001323,2,released
reservation-001324,item-001324,1,released
reservation-001325,item-001325,1,released
reservation-001326,item-001326,3,released
reservation-001327,item-001327,1,released
reservation-001328,item-001328,2,released
reservation-001329,item-001329,1,released
reservation-001330,item-001330,2,released
reservation-001331,item-001331,3,released
reservation-001332,item-001332,1,released
reservation-001333,item-001333,2,active
reservation-001334,item-001334,1,released
reservation-001335,item-001335,2,released
reservation-001336,item-001336,3,active
reservation-001337,item-001337,1,released
reservation-001338,item-001338,2,active
reservation-001339,item-001339,2,released
reservation-001340,item-001340,2,released
reservation-001341,item-001341,2,released
reservation-001342,item-001342,3,released
reservation-001343,item-001343,3,released
reservation-001344,item-001344,2,released
reservation-001345,item-001345,2,released
reservation-001346,item-001346,2,released
reservation-001347,item-001347,1,released
reservation-001348,item-001348,2,released
reservation-001349,item-001349,1,released
reservation-001350,item-001350,2,released
reservation-001351,item-001351,3,released
reservation-001352,item-001352,1,released
reservation-001353,item-001353,3,released
reservation-001354,item-001354,3,active
reservation-001355,item-001355,2,released
reservation-001356,item-001356,2,released
reservation-001357,item-001357,1,released
reservation-001358,item-001358,3,released
reservation-001359,item-001359,1,released
reservation-001360,item-001360,2,released
reservation-001361,item-001361,2,released
reservation-001362,item-001362,2,released
reservation-001363,item-001363,1,released
reservation-001364,item-001364,3,released
reservation-001365,item-001365,1,released
reservation-001366,item-001366,3,active
reservation-001367,item-001367,1,active
reservation-001368,item-001368,1,active
reservation-001369,item-001369,2,released
reservation-001370,item-001370,1,released
reservation-001371,item-001371,3,released
reservation-001372,item-001372,3,released
reservation-001373,item-001373,1,released
reservation-001374,item-001374,1,active
reservation-001375,item-001375,2,active
reservation-001376,item-001376,3,released
reservation-001377,item-001377,2,released
reservation-001378,item-001378,1,released
reservation-001379,item-001379,1,released
reservation-001380,item-001380,1,released
reservation-001381,item-001381,3,released
reservation-001382,item-001382,2,released
reservation-001383,item-001383,2,released
reservation-001384,item-001384,1,released
reservation-001385,item-001385,2,released
reservation-001386,item-001386,2,released
reservation-001387,item-001387,3,released
reservation-001388,item-001388,2,active
reservation-001389,item-001389,2,active
reservation-001390,item-001390,2,released
reservation-001391,item-001391,2,released
reservation-001392,item-001392,1,released
reservation-001393,item-001393,2,released
reservation-001394,item-001394,3,released
reservation-001395,item-001395,3,active
reservation-001396,item-001396,3,active
reservation-001397,item-001397,2,released
reservation-001398,item-001398,3,released
reservation-001399,item-001399,1,released
reservation-001400,item-001400,2,released
reservation-001401,item-001401,1,released
reservation-001402,item-001402,2,released
reservation-001403,item-001403,3,active
reservation-001404,item-001404,3,active
reservation-001405,item-001405,1,active
reservation-001406,item-001406,1,released
reservation-001407,item-001407,1,released
reservation-001408,item-001408,3,released
reservation-001409,item-001409,1,released
reservation-001410,item-001410,3,released
reservation-001411,item-001411,1,released
reservation-001412,item-001412,1,released
reservation-001413,item-001413,2,released
reservation-001414,item-001414,1,released
reservation-001415,item-001415,1,released
reservation-001416,item-001416,3,released
reservation-001417,item-001417,2,released
reservation-001418,item-001418,1,released
reservation-001419,item-001419,3,released
reservation-001420,item-001420,3,released
reservation-001421,item-001421,3,released
reservation-001422,item-001422,3,released
reservation-001423,item-001423,1,released
reservation-001424,item-001424,2,released
reservation-001425,item-001425,3,released
reservation-001426,item-001426,1,released
reservation-001427,item-001427,1,released
reservation-001428,item-001428,2,released
reservation-001429,item-001429,3,released
reservation-001430,item-001430,3,released
reservation-001431,item-001431,2,released
reservation-001432,item-001432,3,released
reservation-001433,item-001433,1,released
reservation-001434,item-001434,1,released
reservation-001435,item-001435,2,released
reservation-001436,item-001436,3,released
reservation-001437,item-001437,1,released
reservation-001438,item-001438,3,released
reservation-001439,item-001439,1,active
reservation-001440,item-001440,1,released
reservation-001441,item-001441,2,released
reservation-001442,item-001442,3,released
reservation-001443,item-001443,1,released
reservation-001444,item-001444,3,released
reservation-001445,item-001445,2,released
reservation-001446,item-001446,3,released
reservation-001447,item-001447,2,released
reservation-001448,item-001448,2,released
reservation-001449,item-001449,2,released
reservation-001450,item-001450,1,released
reservation-001451,item-001451,1,released
reservation-001452,item-001452,2,released
reservation-001453,item-001453,2,released
reservation-001454,item-001454,1,active
reservation-001455,item-001455,3,active
reservation-001456,item-001456,1,released
reservation-001457,item-001457,3,released
reservation-001458,item-001458,2,released
reservation-001459,item-001459,1,released
reservation-001460,item-001460,1,released
reservation-001461,item-001461,3,released
reservation-001462,item-001462,3,released
reservation-001463,item-001463,2,released
reservation-001464,item-001464,3,released
reservation-001465,item-001465,2,released
reservation-001466,item-001466,1,released
reservation-001467,item-001467,2,released
reservation-001468,item-001468,1,active
reservation-001469,item-001469,1,released
reservation-001470,item-001470,2,released
reservation-001471,item-001471,1,released
reservation-001472,item-001472,2,released
reservation-001473,item-001473,3,released
reservation-001474,item-001474,1,released
reservation-001475,item-001475,2,active
reservation-001476,item-001476,2,released
reservation-001477,item-001477,2,released
reservation-001478,item-001478,3,active
reservation-001479,item-001479,2,active
reservation-001480,item-001480,1,active
reservation-001481,item-001481,3,released
reservation-001482,item-001482,3,released
reservation-001483,item-001483,2,released
reservation-001484,item-001484,1,released
reservation-001485,item-001485,3,released
reservation-001486,item-001486,1,released
reservation-001487,item-001487,1,released
reservation-001488,item-001488,1,released
reservation-001489,item-001489,3,released
reservation-001490,item-001490,2,released
reservation-001491,item-001491,1,released
reservation-001492,item-001492,3,active
reservation-001493,item-001493,3,released
reservation-001494,item-001494,3,released
reservation-001495,item-001495,3,released
reservation-001496,item-001496,2,released
reservation-001497,item-001497,2,released
reservation-001498,item-001498,1,released
reservation-001499,item-001499,3,released
reservation-001500,item-001500,3,released
reservation-001501,item-001501,1,released
reservation-001502,item-001502,2,active
reservation-001503,item-001503,3,active
reservation-001504,item-001504,1,active
reservation-001505,item-001505,2,active
reservation-001506,item-001506,1,released
reservation-001507,item-001507,2,released
reservation-001508,item-001508,3,released
reservation-001509,item-001509,1,released
reservation-001510,item-001510,1,released
reservation-001511,item-001511,2,released
reservation-001512,item-001512,3,released
reservation-001513,item-001513,1,released
reservation-001514,item-001514,1,released
reservation-001515,item-001515,1,active
reservation-001516,item-001516,2,active
reservation-001517,item-001517,2,released
reservation-001518,item-001518,3,released
reservation-001519,item-001519,1,released
reservation-001520,item-001520,3,released
reservation-001521,item-001521,3,released
reservation-001522,item-001522,1,released
reservation-001523,item-001523,1,released
reservation-001524,item-001524,1,released
reservation-001525,item-001525,3,active
reservation-001526,item-001526,2,active
reservation-001527,item-001527,1,released
reservation-001528,item-001528,2,released
reservation-001529,item-001529,1,active
reservation-001530,item-001530,1,released
reservation-001531,item-001531,3,released
reservation-001532,item-001532,3,released
reservation-001533,item-001533,3,released
reservation-001534,item-001534,3,released
reservation-001535,item-001535,2,released
reservation-001536,item-001536,1,released
reservation-001537,item-001537,3,released
reservation-001538,item-001538,2,released
reservation-001539,item-001539,3,released
reservation-001540,item-001540,2,released
reservation-001541,item-001541,2,released
reservation-001542,item-001542,1,released
reservation-001543,item-001543,2,released
reservation-001544,item-001544,1,released
reservation-001545,item-001545,3,active
reservation-001546,item-001546,1,active
reservation-001547,item-001547,1,active
reservation-001548,item-001548,3,released
reservation-001549,item-001549,3,released
reservation-001550,item-001550,1,released
reservation-001551,item-001551,1,released
reservation-001552,item-001552,2,released
reservation-001553,item-001553,2,released
reservation-001554,item-001554,3,released
reservation-001555,item-001555,2,released
reservation-001556,item-001556,3,released
reservation-001557,item-001557,3,released
reservation-001558,item-001558,2,released
reservation-001559,item-001559,3,released
reservation-001560,item-001560,1,released
reservation-001561,item-001561,1,released
reservation-001562,item-001562,2,released
reservation-001563,item-001563,3,released
reservation-001564,item-001564,1,released
reservation-001565,item-001565,1,released
reservation-001566,item-001566,2,active
reservation-001567,item-001567,1,released
reservation-001568,item-001568,2,active
reservation-001569,item-001569,2,released
reservation-001570,item-001570,1,released
reservation-001571,item-001571,3,released
reservation-001572,item-001572,1,released
reservation-001573,item-001573,2,released
reservation-001574,item-001574,2,released
reservation-001575,item-001575,3,released
reservation-001576,item-001576,1,released
reservation-001577,item-001577,2,released
reservation-001578,item-001578,2,released
reservation-001579,item-001579,3,released
reservation-001580,item-001580,1,released
reservation-001581,item-001581,1,released
reservation-001582,item-001582,3,released
reservation-001583,item-001583,2,released
reservation-001584,item-001584,3,released
reservation-001585,item-001585,1,active
reservation-001586,item-001586,2,released
reservation-001587,item-001587,2,released
reservation-001588,item-001588,2,released
reservation-001589,item-001589,2,released
reservation-001590,item-001590,3,released
reservation-001591,item-001591,3,released
reservation-001592,item-001592,2,released
reservation-001593,item-001593,2,active
reservation-001594,item-001594,1,released
reservation-001595,item-001595,2,released
reservation-001596,item-001596,1,released
reservation-001597,item-001597,1,released
reservation-001598,item-001598,3,released
reservation-001599,item-001599,1,active
reservation-001600,item-001600,3,released
reservation-001601,item-001601,2,active
reservation-001602,item-001602,3,active
reservation-001603,item-001603,3,active
reservation-001604,item-001604,2,active
reservation-001605,item-001605,1,active
reservation-001606,item-001606,2,released
reservation-001607,item-001607,1,released
reservation-001608,item-001608,3,released
reservation-001609,item-001609,3,released
reservation-001610,item-001610,2,released
reservation-001611,item-001611,2,released
reservation-001612,item-001612,2,released
reservation-001613,item-001613,1,active
reservation-001614,item-001614,3,released
reservation-001615,item-001615,1,active
reservation-001616,item-001616,1,active
reservation-001617,item-001617,3,released
reservation-001618,item-001618,2,released
reservation-001619,item-001619,3,released
reservation-001620,item-001620,2,released
reservation-001621,item-001621,3,released
reservation-001622,item-001622,3,released
reservation-001623,item-001623,3,released
reservation-001624,item-001624,2,released
reservation-001625,item-001625,1,released
reservation-001626,item-001626,3,released
reservation-001627,item-001627,1,released
reservation-001628,item-001628,2,released
reservation-001629,item-001629,3,active
reservation-001630,item-001630,1,released
reservation-001631,item-001631,2,released
reservation-001632,item-001632,3,released
reservation-001633,item-001633,2,released
reservation-001634,item-001634,2,released
reservation-001635,item-001635,2,released
reservation-001636,item-001636,3,released
reservation-001637,item-001637,2,released
reservation-001638,item-001638,2,active
reservation-001639,item-001639,2,released
reservation-001640,item-001640,1,released
reservation-001641,item-001641,1,released
reservation-001642,item-001642,2,released
reservation-001643,item-001643,1,released
reservation-001644,item-001644,3,released
reservation-001645,item-001645,2,released
reservation-001646,item-001646,3,released
reservation-001647,item-001647,2,released
reservation-001648,item-001648,2,released
reservation-001649,item-001649,1,active
reservation-001650,item-001650,2,active
reservation-001651,item-001651,1,active
reservation-001652,item-001652,1,released
reservation-001653,item-001653,2,active
reservation-001654,item-001654,1,released
reservation-001655,item-001655,3,released
reservation-001656,item-001656,1,released
reservation-001657,item-001657,3,released
reservation-001658,item-001658,1,released
reservation-001659,item-001659,1,active
reservation-001660,item-001660,3,active
reservation-001661,item-001661,3,released
reservation-001662,item-001662,3,released
reservation-001663,item-001663,1,released
reservation-001664,item-001664,2,active
reservation-001665,item-001665,2,active
reservation-001666,item-001666,3,released
reservation-001667,item-001667,1,released
reservation-001668,item-001668,2,released
reservation-001669,item-001669,1,released
reservation-001670,item-001670,3,released
reservation-001671,item-001671,1,released
reservation-001672,item-001672,2,released
reservation-001673,item-001673,3,released
reservation-001674,item-001674,2,released
reservation-001675,item-001675,1,released
reservation-001676,item-001676,1,released
reservation-001677,item-001677,2,released
reservation-001678,item-001678,2,released
reservation-001679,item-001679,2,released
reservation-001680,item-001680,3,released
reservation-001681,item-001681,1,released
reservation-001682,item-001682,3,released
reservation-001683,item-001683,2,released
reservation-001684,item-001684,3,released
reservation-001685,item-001685,1,released
reservation-001686,item-001686,3,released
reservation-001687,item-001687,1,released
reservation-001688,item-001688,3,active
reservation-001689,item-001689,3,active
reservation-001690,item-001690,3,active
reservation-001691,item-001691,1,released
reservation-001692,item-001692,1,released
reservation-001693,item-001693,2,released
reservation-001694,item-001694,2,released
reservation-001695,item-001695,2,released
reservation-001696,item-001696,3,released
reservation-001697,item-001697,1,released
reservation-001698,item-001698,2,active
reservation-001699,item-001699,2,released
reservation-001700,item-001700,2,released
reservation-001701,item-001701,2,released
reservation-001702,item-001702,3,released
reservation-001703,item-001703,1,released
reservation-001704,item-001704,3,released
reservation-001705,item-001705,2,active
reservation-001706,item-001706,2,released
reservation-001707,item-001707,2,active
reservation-001708,item-001708,1,active
reservation-001709,item-001709,3,released
reservation-001710,item-001710,3,active
reservation-001711,item-001711,1,active
reservation-001712,item-001712,2,released
reservation-001713,item-001713,2,released
reservation-001714,item-001714,1,released
reservation-001715,item-001715,1,released
reservation-001716,item-001716,3,released
reservation-001717,item-001717,3,active
reservation-001718,item-001718,2,released
reservation-001719,item-001719,2,released
reservation-001720,item-001720,1,released
reservation-001721,item-001721,3,released
reservation-001722,item-001722,1,released
reservation-001723,item-001723,2,released
reservation-001724,item-001724,2,released
reservation-001725,item-001725,1,released
reservation-001726,item-001726,3,released
reservation-001727,item-001727,1,released
reservation-001728,item-001728,2,released
reservation-001729,item-001729,2,released
reservation-001730,item-001730,2,released
reservation-001731,item-001731,3,active
reservation-001732,item-001732,3,released
reservation-001733,item-001733,1,released
reservation-001734,item-001734,2,released
reservation-001735,item-001735,2,released
reservation-001736,item-001736,2,released
reservation-001737,item-001737,3,released
reservation-001738,item-001738,1,released
reservation-001739,item-001739,3,released
reservation-001740,item-001740,1,released
reservation-001741,item-001741,1,released
reservation-001742,item-001742,2,released
reservation-001743,item-001743,1,released
reservation-001744,item-001744,1,released
reservation-001745,item-001745,3,released
reservation-001746,item-001746,2,active
reservation-001747,item-001747,2,active
